Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUM_M_R
19183,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
19184,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
19185,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
19186,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
19187,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
19188,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
19189,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
19190,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
19191,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
19192,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
19193,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
19194,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
19195,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
19196,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19197,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19198,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
19199,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
19200,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
19201,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
19202,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
19203,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
19204,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
19205,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
19206,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
19207,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
19208,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19209,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19210,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
19211,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19212,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19213,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19214,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19215,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19216,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19217,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19218,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19219,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
19220,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19221,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
19222,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
19223,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
19224,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
19225,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
19226,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
19227,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19228,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19229,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19230,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19231,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
19232,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19233,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19234,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
19235,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
19236,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
19237,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
19238,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
19239,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19240,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
19241,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
19242,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
19243,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
19244,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
19245,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19246,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
19247,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
19248,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
19249,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
19250,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
19251,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
19252,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
19253,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
19254,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
19255,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
19256,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19257,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
19258,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
19259,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
19260,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19261,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
19262,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19263,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19264,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
19265,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
19266,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
19267,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
19268,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19269,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
19270,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
19271,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
19272,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
19273,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19274,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
19275,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
19276,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
19277,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
19278,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
19279,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
19280,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
19281,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
19282,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
19283,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19284,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19285,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
19286,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
19287,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
19288,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
19289,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19290,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19291,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19292,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19293,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
19294,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19295,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19296,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19297,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19298,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19299,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19300,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19301,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19302,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
19303,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19304,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
19305,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
19306,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19307,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
19308,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
19309,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
19310,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19311,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
19312,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
19313,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
19314,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
19315,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19316,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19317,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19318,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19319,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
19320,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19321,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19322,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
19323,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19324,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19325,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
19326,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
19327,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19328,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19329,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
19330,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
19331,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19332,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
19333,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
19334,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
19335,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
19336,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
19337,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
19338,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
19339,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
19340,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
19341,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
19342,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
19343,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
19344,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
19345,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
19346,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19347,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19348,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19349,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19350,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
19351,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19352,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
19353,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
19354,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
19355,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
19356,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
19357,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
19358,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
19359,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
19360,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19361,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19362,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19363,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19364,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
19365,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
19366,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
19367,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
19368,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
19369,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19370,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
19371,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
19372,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
19373,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
19374,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
19375,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
19376,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
19377,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
19378,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
19379,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
19380,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19381,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19382,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
19383,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19384,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
19385,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
19386,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19387,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19388,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19389,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
19390,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
19391,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
19392,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
19393,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
19394,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
19395,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
19396,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
19397,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
19398,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
19399,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
19400,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
19401,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
19402,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
19403,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
19404,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
19405,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
19406,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
19407,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19408,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19409,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
19410,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
19411,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
19412,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
19413,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
19414,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
19415,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
19416,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
19417,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19418,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19419,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19420,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
19421,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
19422,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19423,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
19424,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
19425,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
19426,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
19427,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
19428,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
19429,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
19430,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
19431,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
19432,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
19433,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
19434,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
19435,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
19436,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
19437,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
19438,Forest,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
19439,Forest,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
19440,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
19441,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
19442,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
19443,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
19444,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
19445,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
19446,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
19447,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
19448,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
19449,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
19450,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
19451,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
19452,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
19453,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
19454,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
19455,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
19456,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
19457,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
19458,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
19459,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
19460,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
19461,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
19462,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
19463,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
19464,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
19465,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19466,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19467,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19468,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19469,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19470,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19471,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
19472,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19473,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19474,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19475,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19476,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
19477,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
19478,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
19479,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19480,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
19481,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
19482,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
19483,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
19484,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
19485,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
19486,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
19487,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
19488,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19489,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19490,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
19491,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
19492,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
19493,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
19494,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
19495,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
19496,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
19497,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
19498,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
19499,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
19500,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
