Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLE_M_R
15895,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
15896,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
15897,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
15898,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15899,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
15900,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15901,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
15902,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
15903,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
15904,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
15905,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
15906,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
15907,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
15908,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
15909,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15910,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
15911,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
15912,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15913,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
15914,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15915,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
15916,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
15917,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
15918,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15919,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
15920,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15921,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
15922,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15923,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
15924,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
15925,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
15926,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
15927,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
15928,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
15929,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
15930,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
15931,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15932,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
15933,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
15934,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15935,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15936,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15937,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15938,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15939,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15940,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15941,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15942,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
15943,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15944,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
15945,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
15946,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15947,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15948,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
15949,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15950,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15951,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15952,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15953,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15954,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
15955,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
15956,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
15957,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15958,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15959,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15960,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15961,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15962,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15963,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15964,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
15965,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15966,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
15967,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
15968,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
15969,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
15970,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15971,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
15972,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
15973,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
15974,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15975,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
15976,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15977,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
15978,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
15979,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
15980,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15981,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
15982,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
15983,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
15984,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
15985,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
15986,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
15987,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
15988,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
15989,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
15990,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
15991,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
15992,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
15993,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
15994,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
15995,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
15996,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
15997,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
15998,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
15999,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16000,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16001,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16002,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Cropland
16003,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
16004,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
16005,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
16006,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
16007,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16008,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
16009,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
16010,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
16011,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
16012,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
16013,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
16014,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
16015,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
16016,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
16017,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
16018,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16019,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16020,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16021,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
16022,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
16023,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
16024,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
16025,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
16026,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
16027,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
16028,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
16029,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
16030,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
16031,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16032,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
16033,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
16034,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
16035,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
16036,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
16037,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
16038,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
16039,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
16040,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
16041,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
16042,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
16043,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
16044,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
16045,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16046,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16047,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16048,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16049,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16050,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16051,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16052,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16053,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
16054,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
16055,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16056,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
16057,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
16058,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
16059,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
16060,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
16061,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
16062,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
16063,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
16064,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
16065,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
16066,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
16067,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
16068,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
16069,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
16070,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
16071,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
16072,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
16073,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
16074,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
16075,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
16076,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
16077,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
16078,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
16079,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
16080,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
16081,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
16082,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
16083,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
16084,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
16085,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
16086,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
16087,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
16088,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
16089,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
16090,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
16091,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
16092,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
16093,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
16094,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16095,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16096,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16097,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16098,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
16099,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
16100,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
16101,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
16102,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
16103,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
16104,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
16105,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
16106,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
16107,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
16108,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
16109,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
16110,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
16111,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
16112,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
16113,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16114,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16115,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
16116,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
16117,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
16118,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
16119,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
16120,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
16121,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
16122,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
16123,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
16124,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
16125,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
16126,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
16127,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
16128,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
16129,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
16130,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
16131,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
16132,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16133,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16134,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
16135,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
16136,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
16137,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
16138,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
16139,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
16140,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
16141,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
16142,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
16143,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
16144,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
16145,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
16146,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
16147,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
16148,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
16149,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
16150,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
16151,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
16152,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
16153,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
16154,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
16155,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16156,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
16157,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
16158,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
16159,Forest,Forest,Water,NULL,Water,NULL,Grassland,NULL
16160,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
16161,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
16162,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
16163,Forest,Forest,Water,NULL,Water,Shrubland,NULL,NULL
16164,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Grassland
16165,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
16166,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
16167,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
16168,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,NULL
16169,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
16170,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
16171,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
16172,Forest,Forest,Water,NULL,Water,Shrubland,Water,Grassland
16173,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
16174,Forest,Forest,Water,NULL,Water,Shrubland,Forest,NULL
16175,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
16176,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
16177,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
16178,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
16179,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
16180,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
16181,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
16182,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
16183,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,NULL
16184,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Wetland
16185,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Water
16186,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
16187,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
16188,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
16189,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
16190,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
16191,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
16192,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
16193,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
16194,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
16195,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Wetland
16196,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Forest
16197,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
16198,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
16199,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
16200,Forest,Forest,Water,NULL,Water,Bareland,Water,Wetland
16201,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
16202,Forest,Forest,Water,NULL,Water,Bareland,Forest,NULL
16203,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
16204,Forest,Forest,Water,NULL,Water,Bareland,Forest,Wetland
16205,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
16206,Forest,Forest,Water,NULL,Water,Water,NULL,Water
16207,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
16208,Forest,Forest,Water,NULL,Water,Water,Shrubland,NULL
16209,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
16210,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
16211,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
16212,Forest,Forest,Water,NULL,Water,Forest,Shrubland,NULL
16213,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Water
16214,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
16215,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
16216,Forest,Forest,Water,NULL,Water,Forest,Wetland,NULL
16217,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
16218,Forest,Forest,Water,NULL,Water,Forest,Water,Wetland
16219,Forest,Forest,Water,NULL,Water,Forest,Water,Water
16220,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
16221,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
16222,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
16223,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
16224,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
16225,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
16226,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
16227,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
16228,Forest,Forest,Water,Non_Water,Water,Shrubland,NULL,Forest
16229,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Forest
16230,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Forest
16231,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
16232,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,NULL
16233,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Grassland
16234,Forest,Forest,Water,Non_Water,Water,Wetland,Shrubland,NULL
16235,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,NULL
16236,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Forest
16237,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
