Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYK_M_R
8683,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8684,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8685,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8686,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8687,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
8688,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8689,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
8690,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8691,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8692,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8693,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8694,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8695,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8696,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
8697,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
8698,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8699,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8700,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8701,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
8702,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8703,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8704,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8705,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8706,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
8707,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8708,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8709,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8710,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8711,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8712,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
8713,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8714,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
8715,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
8716,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8717,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8718,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8719,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8720,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8721,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
8722,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8723,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8724,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
8725,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8726,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8727,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8728,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8729,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8730,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8731,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8732,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8733,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8734,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8735,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8736,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8737,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8738,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8739,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8740,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8741,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8742,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8743,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8744,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8745,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8746,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8747,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8748,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8749,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8750,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8751,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8752,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8753,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
8754,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8755,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8756,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8757,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8758,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8759,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8760,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8761,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8762,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8763,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8764,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8765,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8766,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8767,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8768,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8769,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8770,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8771,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8772,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8773,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8774,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8775,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
8776,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8777,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
8778,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8779,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8780,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8781,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8782,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8783,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8784,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8785,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8786,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8787,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8788,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8789,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8790,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8791,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8792,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
8793,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
8794,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8795,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8796,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8797,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8798,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8799,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8800,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8801,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
8802,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
8803,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8804,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8805,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8806,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8807,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8808,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8809,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8810,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8811,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
8812,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
8813,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
8814,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
8815,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
8816,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8817,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8818,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
8819,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
8820,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
8821,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
8822,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8823,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Water
8824,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
8825,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
8826,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
8827,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
8828,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8829,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8830,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8831,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8832,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8833,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
8834,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
8835,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
8836,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
8837,Forest,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
8838,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
8839,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8840,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8841,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8842,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8843,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8844,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8845,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Water
8846,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8847,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
8848,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
8849,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
8850,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8851,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
8852,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8853,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8854,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8855,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8856,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
8857,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
8858,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
8859,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
8860,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
8861,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
8862,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
8863,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
8864,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
8865,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8866,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
8867,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
8868,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8869,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8870,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8871,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
8872,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
8873,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8874,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8875,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8876,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8877,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8878,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8879,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
8880,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
8881,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
8882,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
8883,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8884,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8885,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Water
8886,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8887,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
8888,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
8889,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
8890,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8891,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
8892,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
8893,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
8894,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Cropland
8895,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
8896,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
8897,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8898,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8899,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8900,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8901,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8902,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8903,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8904,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
8905,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
8906,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8907,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8908,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8909,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8910,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
8911,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8912,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
8913,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
8914,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8915,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8916,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8917,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8918,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
8919,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8920,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
8921,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8922,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
8923,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8924,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
8925,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
8926,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8927,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8928,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
8929,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
8930,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
8931,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8932,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8933,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Water
8934,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
8935,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8936,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8937,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8938,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8939,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Forest
8940,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
8941,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
8942,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
8943,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8944,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8945,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8946,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8947,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8948,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8949,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8950,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
8951,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
8952,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
8953,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
8954,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8955,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8956,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8957,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8958,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
8959,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
8960,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8961,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8962,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
8963,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8964,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8965,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8966,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
8967,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
8968,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
8969,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
8970,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
8971,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8972,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8973,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8974,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8975,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
8976,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8977,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8978,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8979,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8980,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
8981,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8982,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
8983,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8984,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8985,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8986,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8987,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
8988,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8989,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8990,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
8991,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
8992,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
8993,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
8994,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
8995,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
8996,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
8997,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8998,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
8999,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
9000,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
9001,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
9002,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
9003,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
9004,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
9005,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
9006,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
9007,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
9008,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
9009,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
9010,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
9011,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
