Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGQ_M_R
672,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
673,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
674,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
675,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
676,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
677,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
678,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
679,Water,Bareland,Water,Water,Water,NULL,NULL,Water
680,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
681,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
682,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
683,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
684,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
685,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
686,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
687,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
688,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
689,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
690,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
691,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
692,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
693,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
694,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
695,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
696,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
697,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
698,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
699,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
700,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
701,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
702,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
703,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
704,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
705,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
706,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
707,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
708,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
709,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
710,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
711,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
712,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
713,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
714,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
715,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
716,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
717,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
718,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
719,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
720,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
721,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
722,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
723,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
724,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
725,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
726,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
727,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
728,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
729,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
730,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
731,Water,Water,Water,NULL,Water,NULL,NULL,Water
732,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
733,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
734,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
735,Water,Water,Water,Water,Water,NULL,NULL,Grassland
736,Water,Water,Water,Water,Water,NULL,NULL,Bareland
737,Water,Water,Water,Water,Water,NULL,NULL,Water
738,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
739,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
740,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
741,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
742,Water,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
743,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
744,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
746,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
747,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
748,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
749,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
750,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
751,Water,Forest,Water,NULL,Water,NULL,NULL,Water
752,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
753,Water,Forest,Water,Water,Water,NULL,NULL,Water
754,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
755,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
756,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
757,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
758,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
759,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
760,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
761,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
763,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
764,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
765,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
766,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
767,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
768,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
769,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
770,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
771,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
772,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
773,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
774,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
775,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
776,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
777,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
778,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
779,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
780,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
781,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
782,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
783,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
784,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
785,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
786,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
787,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
788,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
789,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
790,Permanent_ice_and_snow,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
791,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
792,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
793,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
794,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
795,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
796,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
797,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
798,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
799,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
800,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
801,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
802,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
803,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
804,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
805,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
806,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
807,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
808,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
809,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
810,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
811,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
812,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
813,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
814,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
815,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
817,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
819,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
821,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
822,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
823,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
824,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
825,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
826,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
828,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
829,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
830,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
831,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
832,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
833,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
834,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
835,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
836,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
837,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
838,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
839,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
840,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
841,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
842,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
843,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
844,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
845,Forest,NULL,Water,Water,Water,NULL,NULL,Water
846,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
847,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
848,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
849,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
852,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
853,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
854,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
855,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
856,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
857,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
858,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
859,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
861,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
862,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
864,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
865,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
866,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
867,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
868,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
869,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
870,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
872,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
873,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
874,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
875,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
876,Forest,Water,Water,Water,Water,NULL,NULL,Water
877,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
878,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
879,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
881,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
882,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
