Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQD_M_R
12234,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
12235,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12236,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
12237,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
12238,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12239,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12240,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
12241,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
12242,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12243,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
12244,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
12245,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
12246,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
12247,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
12248,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
12249,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
12250,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
12251,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
12252,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
12253,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
12254,Forest,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Forest
12255,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
12256,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
12257,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
12258,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
12259,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12260,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
12261,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
12262,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
12263,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
12264,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
12265,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
12266,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
12267,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
12268,Forest,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
12269,Forest,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
12270,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
12271,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
12272,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
12273,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
12274,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
12275,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
12276,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
12277,Forest,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
12278,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
12279,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Forest
12280,Forest,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
12281,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
12282,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
12283,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
12284,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12285,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12286,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12287,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
12288,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12289,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12290,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12291,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12292,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12293,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12294,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12295,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
12296,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12297,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
12298,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
12299,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12300,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12301,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12302,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
12303,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
12304,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
12305,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
12306,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12307,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12308,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12309,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
12310,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
12311,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
12312,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12313,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
12314,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12315,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
12316,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
12317,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12318,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
12319,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12320,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
12321,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12322,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
12323,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
12324,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
12325,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12326,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12327,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12328,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12329,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12330,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12331,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12332,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
12333,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12334,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12335,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12336,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12337,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12338,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12339,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12340,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12341,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12342,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12343,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12344,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12345,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12346,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12347,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12348,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
12349,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12350,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12351,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12352,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12353,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12354,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12355,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12356,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
12357,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12358,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
12359,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
12360,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
12361,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
12362,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12363,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12364,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12365,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
12366,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12367,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12368,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12369,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12370,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
12371,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
12372,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
12373,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12374,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12375,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12376,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12377,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12378,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12379,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12380,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12381,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12382,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12383,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12384,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12385,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12386,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12387,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
12388,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12389,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
12390,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12391,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
12392,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
12393,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12394,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
12395,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12396,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
12397,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
12398,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12399,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
12400,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
12401,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
12402,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12403,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
12404,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
12405,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12406,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
12407,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12408,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12409,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
12410,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12411,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
12412,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12413,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12414,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12415,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12416,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
12417,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12418,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12419,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
12420,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12421,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12422,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12423,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12424,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12425,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12426,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12427,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
12428,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12429,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
12430,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12431,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12432,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12433,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
12434,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12435,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
12436,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12437,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
12438,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
12439,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
12440,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
12441,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12442,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12443,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
12444,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
12445,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
12446,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12447,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12448,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
12449,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
12450,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
12451,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
12452,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12453,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12454,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
12455,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
12456,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12457,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12458,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12459,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
12460,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
12461,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
12462,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
12463,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
12464,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
12465,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
12466,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12467,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
12468,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12469,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12470,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
12471,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12472,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
12473,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12474,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12475,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
12476,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
12477,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12478,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
12479,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12480,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
12481,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
12482,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
12483,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
12484,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12485,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
12486,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12487,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
12488,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12489,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
12490,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
12491,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
12492,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12493,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
12494,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12495,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
12496,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
12497,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12498,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
12499,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12500,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12501,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
12502,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
12503,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12504,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12505,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
12506,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12507,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
12508,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12509,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
12510,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12511,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12512,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
12513,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12514,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
12515,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12516,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
12517,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12518,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
12519,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12520,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12521,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
12522,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12523,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12524,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12525,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12526,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12527,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12528,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12529,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12530,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12531,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
12532,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12533,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12534,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12535,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12536,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
12537,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
12538,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12539,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
12540,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12541,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12542,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
12543,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12544,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
12545,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
12546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
12547,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12548,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12549,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12550,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
