Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFK_M_R
18898,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
18899,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
18900,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
18901,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
18902,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
18903,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
18904,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
18905,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Water
18906,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
18907,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
18908,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
18909,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
18910,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
18911,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
18912,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
18913,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
18914,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
18915,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
18916,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
18917,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
18918,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
18919,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
18920,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
18921,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
18922,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
18923,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
18924,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
18925,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
18926,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
18927,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
18928,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
18929,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
18930,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
18931,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
18932,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
18933,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
18934,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Water
18935,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
18936,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
18937,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
18938,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
18939,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Grassland
18940,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
18941,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
18942,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
18943,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Water
18944,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
18945,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
18946,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
18947,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
18948,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Forest
18949,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Wetland
18950,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
18951,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
18952,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
18953,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
18954,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
18955,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
18956,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
18957,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
18958,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
18959,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
18960,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
18961,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
18962,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
18963,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
18964,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
18965,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
18966,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
18967,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
18968,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18969,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
18970,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
18971,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
18972,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
18973,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18974,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18975,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
18976,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18977,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18978,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
18979,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Bareland
18980,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
18981,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
18982,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18983,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18984,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18985,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
18986,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
18987,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
18988,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
18989,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
18990,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
18991,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18992,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
18993,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18994,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
18995,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
18996,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Wetland
18997,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
18998,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Water
18999,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
19000,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
19001,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
19002,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
19003,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19004,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Water
19005,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
19006,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
19007,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
19008,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
19009,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
19010,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19011,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
19012,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19013,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19014,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
19015,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
19016,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
19017,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
19018,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19019,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
19020,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
19021,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
19022,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
19023,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
19024,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
19025,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Water
19026,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Water
19027,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
19028,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
19029,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
19030,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
19031,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
19032,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
19033,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
19034,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
19035,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
19036,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
19037,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
19038,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
19039,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
19040,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
19041,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19042,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19043,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19044,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19045,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19046,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
19047,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
19048,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
19049,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
19050,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
19051,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
19052,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
19053,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
19054,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
19055,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
19056,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
19057,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
19058,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
19059,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
19060,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19061,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19062,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
19063,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
19064,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
19065,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
19066,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
19067,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
19068,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
19069,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
19070,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
19071,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
19072,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
19073,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
19074,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
19075,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
19076,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19077,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Wetland
19078,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19079,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
19080,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
19081,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
19082,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
19083,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
19084,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
19085,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
19086,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
19087,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
19088,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
19089,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
19090,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
19091,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
19092,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
19093,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
19094,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
19095,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
19096,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
19097,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19098,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
19099,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
19100,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Forest,Forest
19101,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
19102,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
19103,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
19104,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
19105,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
19106,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Grassland
19107,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Wetland
19108,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Water
19109,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Forest
19110,Forest,Forest,Water,NULL,Water,NULL,Grassland,Grassland
19111,Forest,Forest,Water,NULL,Water,NULL,Grassland,Water
19112,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
19113,Forest,Forest,Water,NULL,Water,NULL,Water,Grassland
19114,Forest,Forest,Water,NULL,Water,NULL,Water,Water
19115,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
19116,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
19117,Forest,Forest,Water,NULL,Water,Shrubland,NULL,NULL
19118,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Grassland
19119,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Wetland
19120,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Water
19121,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
19122,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
19123,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
19124,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Wetland
19125,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Water
19126,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
19127,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
19128,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
19129,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
19130,Forest,Forest,Water,NULL,Water,Shrubland,Water,Grassland
19131,Forest,Forest,Water,NULL,Water,Shrubland,Water,Wetland
19132,Forest,Forest,Water,NULL,Water,Shrubland,Water,Water
19133,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
19134,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Grassland
19135,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Wetland
19136,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Water
19137,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
19138,Forest,Forest,Water,NULL,Water,Grassland,NULL,NULL
19139,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
19140,Forest,Forest,Water,NULL,Water,Grassland,NULL,Water
19141,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
19142,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Grassland
19143,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Forest
19144,Forest,Forest,Water,NULL,Water,Grassland,Grassland,NULL
19145,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
19146,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
19147,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
19148,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
19149,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
19150,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Water
19151,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
19152,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
19153,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
19154,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
19155,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
19156,Forest,Forest,Water,NULL,Water,Bareland,NULL,Grassland
19157,Forest,Forest,Water,NULL,Water,Bareland,NULL,Bareland
19158,Forest,Forest,Water,NULL,Water,Bareland,NULL,Water
19159,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
19160,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Wetland
19161,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Water
19162,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Forest
19163,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Water
19164,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Wetland
19165,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
19166,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
19167,Forest,Forest,Water,NULL,Water,Bareland,Water,Wetland
19168,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
19169,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
19170,Forest,Forest,Water,NULL,Water,Bareland,Forest,Wetland
19171,Forest,Forest,Water,NULL,Water,Bareland,Forest,Bareland
19172,Forest,Forest,Water,NULL,Water,Bareland,Forest,Water
19173,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
19174,Forest,Forest,Water,NULL,Water,Water,NULL,Grassland
19175,Forest,Forest,Water,NULL,Water,Water,NULL,Water
19176,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
19177,Forest,Forest,Water,NULL,Water,Water,Shrubland,NULL
19178,Forest,Forest,Water,NULL,Water,Water,Shrubland,Grassland
19179,Forest,Forest,Water,NULL,Water,Water,Shrubland,Water
19180,Forest,Forest,Water,NULL,Water,Water,Shrubland,Forest
19181,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
19182,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
19183,Forest,Forest,Water,NULL,Water,Water,Water,Water
19184,Forest,Forest,Water,NULL,Water,Water,Water,Forest
19185,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
19186,Forest,Forest,Water,NULL,Water,Water,Forest,Water
19187,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
19188,Forest,Forest,Water,NULL,Water,Forest,NULL,NULL
19189,Forest,Forest,Water,NULL,Water,Forest,NULL,Grassland
19190,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
19191,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Grassland
19192,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Water
19193,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
19194,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
19195,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
19196,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
19197,Forest,Forest,Water,NULL,Water,Forest,Water,Water
19198,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
19199,Forest,Forest,Water,NULL,Water,Forest,Forest,Wetland
19200,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
19201,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
19202,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
19203,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
19204,Forest,Forest,Water,Non_Water,Water,NULL,Shrubland,Water
19205,Forest,Forest,Water,Non_Water,Water,NULL,Shrubland,Forest
19206,Forest,Forest,Water,Non_Water,Water,NULL,Grassland,Water
19207,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
19208,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Water
19209,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
19210,Forest,Forest,Water,Non_Water,Water,Shrubland,NULL,Water
19211,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
19212,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
19213,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Forest
19214,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Water
19215,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Forest
19216,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,NULL
19217,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Wetland
19218,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Water
19219,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Forest
19220,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Grassland
19221,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Wetland
19222,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
19223,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Grassland
19224,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
19225,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Water
19226,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
19227,Forest,Forest,Water,Non_Water,Water,Wetland,Shrubland,Wetland
19228,Forest,Forest,Water,Non_Water,Water,Wetland,Shrubland,Water
19229,Forest,Forest,Water,Non_Water,Water,Wetland,Shrubland,Forest
19230,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
19231,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
19232,Forest,Forest,Water,Non_Water,Water,Bareland,Shrubland,Grassland
19233,Forest,Forest,Water,Non_Water,Water,Bareland,Shrubland,Wetland
19234,Forest,Forest,Water,Non_Water,Water,Bareland,Shrubland,Forest
19235,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
19236,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Wetland
19237,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
19238,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
19239,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Water
19240,Forest,Forest,Water,Non_Water,Water,Water,Shrubland,Grassland
19241,Forest,Forest,Water,Non_Water,Water,Water,Shrubland,Water
19242,Forest,Forest,Water,Non_Water,Water,Water,Shrubland,Forest
19243,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
19244,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
19245,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
19246,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
19247,Forest,Forest,Water,Non_Water,Water,Forest,Shrubland,Forest
19248,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
19249,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
19250,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
19251,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
19252,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
19253,Forest,Forest,Water,Water,Water,NULL,NULL,Water
19254,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
19255,Forest,Forest,Water,Water,Water,NULL,Shrubland,Water
