Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHS_M_R
14265,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14266,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14267,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
14268,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14269,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14270,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
14271,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
14272,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14273,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14274,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
14275,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
14276,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
14277,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
14278,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14279,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
14280,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
14281,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
14282,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
14283,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
14284,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14285,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14286,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
14287,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14288,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14289,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14290,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14291,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14292,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14293,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
14294,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
14295,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
14296,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14297,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
14298,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
14299,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14300,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
14301,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
14302,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
14303,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
14304,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14305,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14306,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
14307,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14308,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
14309,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14310,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
14311,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14312,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14313,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
14314,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
14315,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
14316,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
14317,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
14318,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
14319,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
14320,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
14321,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
14322,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14323,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14324,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
14325,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14326,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
14327,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14328,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14329,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
14330,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14331,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14332,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
14333,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
14334,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
14335,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
14336,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
14337,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
14338,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
14339,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
14340,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
14341,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
14342,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
14343,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
14344,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Water
14345,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
14346,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
14347,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14348,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14349,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
14350,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14351,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14352,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14353,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14354,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
14355,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
14356,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
14357,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14358,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14359,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
14360,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
14361,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
14362,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14363,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
14364,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
14365,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
14366,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
14367,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
14368,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
14369,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
14370,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
14371,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
14372,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
14373,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
14374,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
14375,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14376,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14377,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14378,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14379,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14380,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14381,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14382,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14383,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14384,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14385,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14386,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14387,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14388,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14389,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14390,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14391,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
14392,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14393,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
14394,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
14395,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14396,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14397,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
14398,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
14399,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
14400,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14401,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14402,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14403,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
14404,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
14405,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14406,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
14407,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
14408,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
14409,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
14410,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14411,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14412,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14413,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14414,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14415,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14416,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14417,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14418,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14419,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14420,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14421,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14422,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14423,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14424,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
14425,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
14426,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14427,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
14428,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
14429,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14430,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
14431,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
14432,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14433,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
14434,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
14435,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
14436,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
14437,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
14438,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
14439,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
14440,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
14441,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
14442,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14443,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
14444,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
14445,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
14446,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
14447,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
14448,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
14449,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
14450,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
14451,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
14452,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
14453,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
14454,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14455,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
14456,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
14457,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14458,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14459,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14460,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14461,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
14462,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
14463,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14464,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
14465,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
14466,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
14467,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
14468,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
14469,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
14470,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
14471,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
14472,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
14473,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14474,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14475,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14476,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14477,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14478,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14479,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14480,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
14481,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14482,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
14483,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14484,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
14485,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
14486,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
14487,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
14488,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14489,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14490,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
14491,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
14492,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
14493,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
14494,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
14495,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
14496,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14497,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
14498,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14499,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
14500,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
14501,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14502,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
14503,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
14504,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14505,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
14506,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
14507,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
14508,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
14509,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
14510,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
14511,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
14512,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
14513,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14514,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
14515,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14516,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
14517,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14518,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
14519,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14520,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
14521,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
14522,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
14523,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14524,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
14525,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
14526,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
14527,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
14528,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
14529,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14530,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
14531,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
14532,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14533,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
14534,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14535,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
14536,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
14537,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14538,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14539,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14540,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14541,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
14542,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14543,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14544,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14545,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14546,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
14547,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
14548,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14549,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14550,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
14551,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
14552,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
14553,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
14554,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
14555,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14556,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
14557,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
14558,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
14559,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
14560,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
14561,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
14562,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
14563,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Water
14564,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
14565,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
14566,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14567,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
14568,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
14569,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
14570,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14571,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14572,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
14573,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
14574,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
14575,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
14576,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
14577,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
14578,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
14579,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
14580,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
14581,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
14582,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
14583,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
14584,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
14585,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
14586,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
