Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXV_M_R
710,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
711,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
712,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
713,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
714,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
715,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
716,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
717,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
718,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
719,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
720,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
721,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
722,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,NULL
723,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,NULL
724,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,NULL
725,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,NULL
726,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
727,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
728,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
729,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
730,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
731,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
732,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
733,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
734,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
735,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
736,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
737,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
738,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
739,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
740,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
741,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,NULL
742,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
743,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
744,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,NULL
745,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
746,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
747,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
748,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
749,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,NULL
750,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
751,Forest,Forest,Water,NULL,Water,NULL,Wetland,NULL
752,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
753,Forest,Forest,Water,NULL,Water,NULL,Forest,NULL
754,Forest,Forest,Water,NULL,Water,Grassland,Wetland,NULL
755,Forest,Forest,Water,NULL,Water,Grassland,Water,NULL
756,Forest,Forest,Water,NULL,Water,Grassland,Forest,NULL
757,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
758,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
759,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
760,Forest,Forest,Water,NULL,Water,Water,Wetland,NULL
761,Forest,Forest,Water,NULL,Water,Water,Water,NULL
762,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
763,Forest,Forest,Water,NULL,Water,Forest,Wetland,NULL
764,Forest,Forest,Water,NULL,Water,Forest,Water,NULL
765,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
766,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
767,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
768,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
769,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
770,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
771,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
772,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
773,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
774,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
775,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
776,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
777,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
778,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
779,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
780,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
781,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
782,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
783,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
784,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
785,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
786,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
787,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
788,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
