Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTF_M_R
4045,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4046,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4047,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4048,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4049,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4050,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4051,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4052,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4053,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4054,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4055,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4056,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4057,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4058,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4059,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4060,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4061,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4062,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
4063,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4064,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4065,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4066,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4067,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4068,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4069,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4070,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4071,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4072,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4073,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4074,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4075,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4076,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4077,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4078,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4079,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4080,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4081,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4082,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4083,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
4084,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4085,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4086,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4087,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4088,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4089,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4090,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4091,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4092,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4093,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4094,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4095,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4096,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4097,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4098,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4099,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4100,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4101,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4102,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4103,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4104,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4105,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4106,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4107,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4108,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4109,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4110,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4111,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4112,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4113,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4114,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4115,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4116,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4117,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4118,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4119,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4120,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4121,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
4122,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4123,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4124,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4125,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4126,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
4127,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4128,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4129,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4130,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4131,Bareland,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
4132,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4133,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4134,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4135,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4136,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4137,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4138,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4139,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4140,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4141,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4142,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4143,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4144,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4145,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
4146,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
4147,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4148,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
4149,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4150,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4151,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4152,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4153,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4154,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
4155,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4156,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
4157,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
4158,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4159,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4160,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4161,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4162,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4163,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4164,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4165,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4166,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4167,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4168,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4169,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4170,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4171,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4172,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4173,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4174,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4175,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4176,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4177,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4178,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
4179,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4180,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4181,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4182,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4183,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4184,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4185,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4186,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4187,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4188,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4189,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4190,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4191,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4192,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4193,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4194,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4195,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4196,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4197,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4198,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4199,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4200,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4201,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4202,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4203,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4204,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4205,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4206,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4207,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4208,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4209,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4210,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4211,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4212,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4213,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4214,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4215,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4216,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4217,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4218,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4219,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4220,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4221,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4222,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4223,Bareland,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4224,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4225,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4226,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4227,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4228,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4229,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4230,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4231,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4232,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4233,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4234,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4235,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4236,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4237,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4238,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4239,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
4240,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4241,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4242,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4243,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4244,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4245,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
4246,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4247,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4248,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4249,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4250,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4251,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4252,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4253,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4254,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4255,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4256,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4257,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4258,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4259,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4260,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4261,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4262,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4263,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4264,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4265,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4266,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4267,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4268,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4269,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4270,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4271,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4272,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4273,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4274,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4275,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4276,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4277,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4278,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
4279,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4280,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4281,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4282,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4283,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4284,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
4285,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4286,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
4287,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
4288,Bareland,Water,Water,Water,Water,Water,Water,Water
4289,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4290,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4291,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4292,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4293,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4294,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4295,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4296,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4297,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4298,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4299,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4300,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4301,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4302,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4303,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4304,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4305,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4306,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4307,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4308,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4309,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4310,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4311,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4312,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4313,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4314,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
4315,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4316,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4317,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4318,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
4319,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4320,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4321,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4322,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
4323,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
4324,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
4325,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
4326,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4327,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
4328,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4329,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4330,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4331,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4332,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4333,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4334,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4335,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
4336,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4337,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4338,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4339,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4340,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4341,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4342,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4343,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4344,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4345,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4346,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4347,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4348,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
4349,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
4350,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
4351,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
4352,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4353,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4354,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
4355,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4356,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4357,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4358,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
4359,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
4360,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
4361,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
4362,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
4363,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
4364,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
4365,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4366,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
4367,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
