Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQE_M_R
18973,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18974,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
18975,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18976,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
18977,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18978,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
18979,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
18980,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
18981,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
18982,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18983,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
18984,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
18985,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
18986,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
18987,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
18988,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
18989,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
18990,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
18991,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
18992,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
18993,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
18994,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
18995,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
18996,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
18997,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
18998,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
18999,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
19000,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19001,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19002,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19003,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
19004,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19005,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
19006,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19007,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
19008,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19009,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19010,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
19011,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
19012,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19013,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
19014,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
19015,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
19016,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19017,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
19018,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19019,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
19020,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
19021,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
19022,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
19023,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
19024,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
19025,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
19026,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
19027,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
19028,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
19029,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
19030,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
19031,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
19032,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
19033,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19034,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19035,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
19036,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19037,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19038,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
19039,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19040,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
19041,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
19042,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
19043,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
19044,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
19045,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
19046,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
19047,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
19048,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
19049,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
19050,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
19051,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
19052,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
19053,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19054,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
19055,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
19056,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19057,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19058,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
19059,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
19060,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
19061,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
19062,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
19063,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
19064,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
19065,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
19066,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19067,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
19068,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
19069,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
19070,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
19071,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
19072,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19073,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19074,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
19075,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
19076,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
19077,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19078,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
19079,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
19080,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
19081,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19082,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
19083,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19084,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19085,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
19086,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19087,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
19088,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
19089,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
19090,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
19091,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19092,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19093,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19094,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
19095,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
19096,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
19097,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19098,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
19099,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
19100,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
19101,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
19102,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
19103,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
19104,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
19105,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
19106,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
19107,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
19108,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
19109,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
19110,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
19111,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
19112,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
19113,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
19114,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
19115,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
19116,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
19117,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,NULL
19118,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
19119,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
19120,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
19121,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
19122,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
19123,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Cropland
19124,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
19125,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
19126,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
19127,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
19128,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
19129,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
19130,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
19131,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
19132,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
19133,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,NULL
19134,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
19135,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
19136,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
19137,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
19138,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
19139,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
19140,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
19141,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19142,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19143,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
19144,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
19145,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
19146,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
19147,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
19148,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
19149,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
19150,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
19151,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
19152,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
19153,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19154,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
19155,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
19156,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19157,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19158,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19159,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19160,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19161,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19162,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
19163,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
19164,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
19165,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19166,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19167,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
19168,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19169,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19170,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
19171,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
19172,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
19173,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
19174,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
19175,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
19176,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
19177,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
19178,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19179,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
19180,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
19181,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
19182,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
19183,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
19184,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
19185,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
19186,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
19187,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
19188,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19189,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
19190,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
19191,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Cropland
19192,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
19193,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
19194,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19195,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
19196,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
19197,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
19198,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19199,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
19200,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19201,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19202,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
19203,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
19204,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
19205,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
19206,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19207,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
19208,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
19209,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
19210,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
19211,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19212,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
19213,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
19214,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
19215,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
19216,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
19217,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
19218,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
19219,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
19220,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
19221,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
19222,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
19223,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19224,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19225,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
19226,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
19227,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19228,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19229,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19230,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19231,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19232,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19233,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19234,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19235,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19236,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19237,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19238,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19239,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
19240,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19241,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
19242,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
19243,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
19244,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
19245,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
19246,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19247,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
19248,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19249,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
19250,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
19251,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
19252,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19253,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19254,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19255,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19256,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
19257,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19258,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
19259,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19260,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
19261,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19262,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19263,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
19264,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
19265,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19266,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
19267,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19268,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19269,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
19270,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19271,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
19272,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
19273,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
19274,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
19275,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
19276,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
19277,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
19278,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
19279,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
19280,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
19281,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
19282,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
19283,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
19284,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
