Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R
17433,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
17434,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
17435,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
17436,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
17437,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
17438,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
17439,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
17440,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
17441,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17442,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
17443,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17444,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
17445,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
17446,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Water
17447,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
17448,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
17449,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
17450,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17451,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
17452,Forest,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
17453,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
17454,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
17455,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
17456,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
17457,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Water
17458,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
17459,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
17460,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
17461,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
17462,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
17463,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
17464,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
17465,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
17466,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
17467,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
17468,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
17469,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
17470,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
17471,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
17472,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
17473,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
17474,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
17475,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
17476,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
17477,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
17478,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
17479,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
17480,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
17481,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
17482,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
17483,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
17484,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
17485,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
17486,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
17487,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
17488,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
17489,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
17490,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
17491,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
17492,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
17493,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
17494,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
17495,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
17496,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
17497,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
17498,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
17499,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
17500,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
17501,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
17502,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
17503,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
17504,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
17505,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
17506,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
17507,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
17508,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
17509,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
17510,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
17511,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
17512,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,NULL
17513,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
17514,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
17515,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
17516,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
17517,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
17518,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
17519,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
17520,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
17521,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
17522,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
17523,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
17524,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
17525,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
17526,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
17527,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
17528,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
17529,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
17530,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
17531,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
17532,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
17533,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
17534,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
17535,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
17536,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
17537,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
17538,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Wetland
17539,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Bareland
17540,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
17541,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
17542,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
17543,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
17544,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
17545,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Water
17546,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
17547,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
17548,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
17549,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
17550,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
17551,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
17552,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
17553,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
17554,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
17555,Forest,Water,Wetland,Water,Wetland,Forest,Water,NULL
17556,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
17557,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
17558,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
17559,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
17560,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
17561,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17562,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17563,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
17564,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Cropland
17565,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
17566,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
17567,Forest,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17568,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
17569,Forest,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Grassland
17570,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Forest,NULL
17571,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Grassland
17572,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
17573,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
17574,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
17575,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
17576,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
17577,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
17578,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
17579,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17580,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17581,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
17582,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
17583,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
17584,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
17585,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
17586,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
17587,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
17588,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
17589,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
17590,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
17591,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
17592,Forest,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Water
17593,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17594,Forest,Water,Water,NULL,Water,NULL,Shrubland,Forest
17595,Forest,Water,Water,NULL,Water,NULL,Grassland,Wetland
17596,Forest,Water,Water,NULL,Water,NULL,Water,Water
17597,Forest,Water,Water,NULL,Water,NULL,Water,Forest
17598,Forest,Water,Water,NULL,Water,NULL,Forest,Water
17599,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
17600,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
17601,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
17602,Forest,Water,Water,NULL,Water,Shrubland,Forest,Water
17603,Forest,Water,Water,NULL,Water,Grassland,Forest,Wetland
17604,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
17605,Forest,Water,Water,NULL,Water,Water,Shrubland,NULL
17606,Forest,Water,Water,NULL,Water,Water,Shrubland,Wetland
17607,Forest,Water,Water,NULL,Water,Water,Shrubland,Water
17608,Forest,Water,Water,NULL,Water,Water,Water,Wetland
17609,Forest,Water,Water,NULL,Water,Water,Water,Water
17610,Forest,Water,Water,NULL,Water,Water,Forest,Water
17611,Forest,Water,Water,NULL,Water,Water,Forest,Forest
17612,Forest,Water,Water,NULL,Water,Forest,Shrubland,Grassland
17613,Forest,Water,Water,NULL,Water,Forest,Shrubland,Water
17614,Forest,Water,Water,NULL,Water,Forest,Bareland,Grassland
17615,Forest,Water,Water,NULL,Water,Forest,Water,Water
17616,Forest,Water,Water,NULL,Water,Forest,Water,Forest
17617,Forest,Water,Water,NULL,Water,Forest,Forest,Wetland
17618,Forest,Water,Water,NULL,Water,Forest,Forest,Water
17619,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
17620,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
17621,Forest,Water,Water,Non_Water,Water,Shrubland,NULL,Forest
17622,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
17623,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
17624,Forest,Water,Water,Non_Water,Water,Shrubland,Forest,Water
17625,Forest,Water,Water,Non_Water,Water,Shrubland,Forest,Forest
17626,Forest,Water,Water,Non_Water,Water,Water,Shrubland,Water
17627,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
17628,Forest,Water,Water,Non_Water,Water,Water,Water,Water
17629,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
17630,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
17631,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
17632,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
17633,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
17634,Forest,Water,Water,Water,Water,NULL,NULL,Forest
17635,Forest,Water,Water,Water,Water,NULL,Shrubland,Forest
17636,Forest,Water,Water,Water,Water,NULL,Water,Wetland
17637,Forest,Water,Water,Water,Water,NULL,Water,Water
17638,Forest,Water,Water,Water,Water,NULL,Water,Forest
17639,Forest,Water,Water,Water,Water,NULL,Forest,Forest
17640,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Wetland
17641,Forest,Water,Water,Water,Water,Shrubland,Water,Grassland
17642,Forest,Water,Water,Water,Water,Shrubland,Water,Wetland
17643,Forest,Water,Water,Water,Water,Shrubland,Water,Water
17644,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
17645,Forest,Water,Water,Water,Water,Shrubland,Forest,Grassland
17646,Forest,Water,Water,Water,Water,Shrubland,Forest,Water
17647,Forest,Water,Water,Water,Water,Shrubland,Forest,Forest
17648,Forest,Water,Water,Water,Water,Bareland,Water,Water
17649,Forest,Water,Water,Water,Water,Water,Shrubland,Grassland
17650,Forest,Water,Water,Water,Water,Water,Shrubland,Wetland
17651,Forest,Water,Water,Water,Water,Water,Water,Grassland
17652,Forest,Water,Water,Water,Water,Water,Water,Wetland
17653,Forest,Water,Water,Water,Water,Water,Water,Bareland
17654,Forest,Water,Water,Water,Water,Water,Water,Water
17655,Forest,Water,Water,Water,Water,Water,Water,Forest
17656,Forest,Water,Water,Water,Water,Water,Forest,Wetland
17657,Forest,Water,Water,Water,Water,Water,Forest,Water
17658,Forest,Water,Water,Water,Water,Water,Forest,Forest
17659,Forest,Water,Water,Water,Water,Forest,Shrubland,Water
17660,Forest,Water,Water,Water,Water,Forest,Water,Grassland
17661,Forest,Water,Water,Water,Water,Forest,Water,Wetland
17662,Forest,Water,Water,Water,Water,Forest,Water,Water
17663,Forest,Water,Water,Water,Water,Forest,Water,Forest
17664,Forest,Water,Water,Water,Water,Forest,Forest,Grassland
17665,Forest,Water,Water,Water,Water,Forest,Forest,Water
17666,Forest,Water,Water,Water,Water,Forest,Forest,Forest
17667,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
17668,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
17669,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
17670,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
17671,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
17672,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
17673,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
17674,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
17675,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
17676,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
17677,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
17678,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
17679,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
17680,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
17681,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
17682,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
17683,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
17684,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
17685,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
17686,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
17687,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
17688,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
17689,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
17690,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
17691,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
17692,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
17693,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17694,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17695,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
17696,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
17697,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17698,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17699,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
17700,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
17701,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Water
17702,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
17703,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
17704,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
17705,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
17706,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
17707,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
17708,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
17709,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
17710,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
17711,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
17712,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
17713,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
17714,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
17715,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
17716,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17717,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
17718,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
17719,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
17720,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
17721,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
17722,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
17723,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
17724,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
17725,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
17726,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
17727,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17728,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
17729,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
17730,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
17731,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
17732,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
17733,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
17734,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
17735,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
17736,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
17737,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
17738,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
17739,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
17740,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
17741,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
17742,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
17743,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
17744,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
17745,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
17746,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
17747,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
17748,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
17749,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
17750,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
17751,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
17752,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
17753,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
17754,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
17755,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
17756,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
17757,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
17758,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
17759,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
17760,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
17761,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
17762,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
17763,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
17764,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
17765,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
17766,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
17767,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
17768,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
17769,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
17770,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
17771,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
17772,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
17773,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17774,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
17775,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
17776,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17777,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
17778,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
17779,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
17780,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
17781,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
17782,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17783,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17784,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17785,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
17786,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17787,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
17788,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
17789,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
17790,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
17791,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Water
17792,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
17793,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17794,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
17795,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
17796,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
17797,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
