Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBC_M_R
12388,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
12389,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
12390,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
12391,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
12392,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
12393,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
12394,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
12395,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
12396,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
12397,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Cropland
12398,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
12399,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Bareland
12400,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
12401,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
12402,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12403,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
12404,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12405,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
12406,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
12407,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
12408,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12409,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
12410,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
12411,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
12412,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
12413,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
12414,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12415,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12416,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12417,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12418,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12419,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12420,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
12421,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
12422,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
12423,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
12424,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
12425,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
12426,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
12427,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12428,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
12429,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12430,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12431,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12432,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
12433,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
12434,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
12435,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12436,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12437,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12438,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12439,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12440,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12441,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12442,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12443,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
12444,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12445,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12446,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
12447,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12448,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12449,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12450,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12451,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12452,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12453,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12454,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
12455,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12456,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12457,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12458,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12459,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12460,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12461,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12462,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12463,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12464,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12465,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12466,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
12467,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12468,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12469,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
12470,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12471,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12472,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12473,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
12474,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12475,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
12476,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Water
12477,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12478,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12479,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
12480,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12481,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12482,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
12483,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12484,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12485,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12486,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12487,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
12488,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12489,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12490,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12491,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12492,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
12493,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
12494,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12495,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
12496,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12497,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
12498,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12499,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
12500,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12501,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
12502,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12503,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
12504,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12505,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12506,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12507,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12508,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
12509,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12510,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12511,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
12512,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
12513,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12514,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
12515,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12516,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12517,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12518,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Water,Forest
12519,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12520,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
12521,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12522,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12523,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
12524,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12525,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
12526,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
12527,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12528,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12529,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
12530,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
12531,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
12532,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
12533,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12534,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12535,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12536,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
12537,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
12538,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
12539,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12540,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
12541,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12542,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
12543,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12544,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12545,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12546,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
12547,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12548,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12549,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12550,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12551,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
12552,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
12553,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
12554,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12555,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
12556,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12557,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
12558,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
12559,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12560,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
12561,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12562,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12563,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
12564,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12565,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
12566,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
12567,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12568,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12569,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12570,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
12571,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12572,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
12573,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12574,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
12575,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
12576,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
12577,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12578,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
12579,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
12580,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
12581,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12582,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12583,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
12584,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12585,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
12586,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
12587,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12588,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
12589,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
12590,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
12591,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
12592,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12593,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12594,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
12595,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12596,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
12597,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
12598,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12599,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12600,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
12601,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
12602,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
12603,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
12604,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
12605,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
12606,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
12607,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
12608,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
12609,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
12610,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
12611,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
12612,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12613,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12614,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12615,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12616,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12617,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12618,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12619,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
12620,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12621,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
12622,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
12623,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12624,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
12625,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12626,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12627,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
12628,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12629,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12630,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12631,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12632,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12633,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
12634,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12635,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12636,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12637,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12638,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12639,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
12640,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12641,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12642,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
12643,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12644,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
12645,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12646,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12647,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
12648,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12649,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
12650,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12651,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
12652,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12653,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12654,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
12655,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12656,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
12657,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
12658,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
12659,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
12660,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12661,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12662,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
12663,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12664,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
12665,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
12666,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
12667,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12668,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
12669,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12670,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12671,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
12672,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
12673,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12674,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
12675,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
12676,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12677,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
12678,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12679,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12680,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
12681,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12682,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
12683,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
12684,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12685,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
12686,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12687,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
12688,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
12689,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
12690,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
12691,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
12692,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
12693,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
12694,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
12695,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
12696,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
12697,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
12698,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
12699,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
12700,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
12701,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
12702,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
12703,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
12704,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
12705,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
12706,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
12707,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
12708,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12709,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12710,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
12711,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
12712,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
12713,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
12714,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12715,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12716,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
12717,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
12718,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
12719,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
12720,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
12721,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12722,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
