Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R
5547,Water,Water,Water,Water,Water,NULL,Wetland,Water
5548,Water,Water,Water,Water,Water,NULL,Wetland,Forest
5549,Water,Water,Water,Water,Water,NULL,Water,Grassland
5550,Water,Water,Water,Water,Water,NULL,Water,Wetland
5551,Water,Water,Water,Water,Water,NULL,Water,Water
5552,Water,Water,Water,Water,Water,NULL,Water,Forest
5553,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
5554,Water,Water,Water,Water,Water,Grassland,Wetland,Water
5555,Water,Water,Water,Water,Water,Grassland,Water,Grassland
5556,Water,Water,Water,Water,Water,Grassland,Water,Forest
5557,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
5558,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
5559,Water,Water,Water,Water,Water,Wetland,Wetland,Water
5560,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
5561,Water,Water,Water,Water,Water,Wetland,Water,Grassland
5562,Water,Water,Water,Water,Water,Wetland,Water,Wetland
5563,Water,Water,Water,Water,Water,Wetland,Water,Water
5564,Water,Water,Water,Water,Water,Wetland,Water,Forest
5565,Water,Water,Water,Water,Water,Bareland,Wetland,Wetland
5566,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
5567,Water,Water,Water,Water,Water,Bareland,Water,Grassland
5568,Water,Water,Water,Water,Water,Bareland,Water,Wetland
5569,Water,Water,Water,Water,Water,Bareland,Water,Bareland
5570,Water,Water,Water,Water,Water,Bareland,Water,Water
5571,Water,Water,Water,Water,Water,Bareland,Water,Forest
5572,Water,Water,Water,Water,Water,Built-up,Water,Wetland
5573,Water,Water,Water,Water,Water,Built-up,Water,Bareland
5574,Water,Water,Water,Water,Water,Built-up,Water,Water
5575,Water,Water,Water,Water,Water,Water,Wetland,Grassland
5576,Water,Water,Water,Water,Water,Water,Wetland,Wetland
5577,Water,Water,Water,Water,Water,Water,Wetland,Water
5578,Water,Water,Water,Water,Water,Water,Wetland,Forest
5579,Water,Water,Water,Water,Water,Water,Built-up,Grassland
5580,Water,Water,Water,Water,Water,Water,Built-up,Wetland
5581,Water,Water,Water,Water,Water,Water,Built-up,Water
5582,Water,Water,Water,Water,Water,Water,Water,Grassland
5583,Water,Water,Water,Water,Water,Water,Water,Wetland
5584,Water,Water,Water,Water,Water,Water,Water,Bareland
5585,Water,Water,Water,Water,Water,Water,Water,Built-up
5586,Water,Water,Water,Water,Water,Water,Water,Water
5587,Water,Water,Water,Water,Water,Water,Water,Forest
5588,Water,Water,Water,Water,Water,Water,Forest,Water
5589,Water,Water,Water,Water,Water,Water,Forest,Forest
5590,Water,Water,Water,Water,Water,Forest,Wetland,Grassland
5591,Water,Water,Water,Water,Water,Forest,Wetland,Forest
5592,Water,Water,Water,Water,Water,Forest,Water,Forest
5593,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5594,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5595,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
5596,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5597,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5598,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5599,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5600,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
5601,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5602,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5603,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5604,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5605,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5606,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5607,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5608,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5609,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
5610,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5611,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5612,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5613,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5614,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5615,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5616,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5617,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
5618,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5619,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5620,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5621,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5622,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5623,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5624,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5625,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5626,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5627,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5628,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5629,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5630,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5631,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5632,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
5633,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5634,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5635,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5636,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5637,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5638,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5639,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5640,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5641,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5642,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
5643,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5644,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5645,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5646,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5647,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5648,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5649,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
5650,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
5651,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5652,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5653,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5654,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5655,Water,Water,Forest,Non_Water,Non_Wetland,Water,Built-up,Forest
5656,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5657,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5658,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5659,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5660,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
5661,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5662,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
5663,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
5664,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5665,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5666,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
5667,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5668,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
5669,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5670,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5671,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
5672,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
5673,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
5674,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
5675,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
5676,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5677,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5678,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5679,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5680,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
5681,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Wetland
5682,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Wetland
5683,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5684,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
5685,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
5686,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5687,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5688,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5689,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5690,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5691,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5692,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5693,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5694,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5695,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5696,Water,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5697,Water,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5698,Water,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5699,Water,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
5700,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5701,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5702,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5703,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5704,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5705,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5706,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5707,Water,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5708,Water,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5709,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5710,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
5711,Water,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
5712,Water,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
5713,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
5714,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5715,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5716,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5717,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
5718,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5719,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
5720,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
5721,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
5722,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
5723,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
5724,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
5725,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
5726,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
5727,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
5728,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
5729,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
5730,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
5731,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5732,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5733,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5734,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5735,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5736,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5737,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5738,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
5739,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5740,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
5741,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5742,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5743,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
5744,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5745,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
5746,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
5747,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
5748,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
5749,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
5750,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5751,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5752,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
5753,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
5754,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
5755,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
5756,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
5757,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
5758,Water,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
5759,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Water
5760,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
5761,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
5762,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
5763,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
5764,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
5765,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
5766,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
5767,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
5768,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5769,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5770,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5771,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5772,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5773,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5774,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5775,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5776,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
5777,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5778,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5779,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5780,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5781,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5782,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5783,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5784,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5785,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5786,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5787,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5788,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5789,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
5790,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
5791,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
5792,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5793,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5794,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
5795,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5796,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
5797,Water,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5798,Water,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
5799,Water,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
5800,Water,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
5801,Water,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
5802,Water,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
5803,Water,Forest,Water,NULL,Water,Wetland,Wetland,Water
5804,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
5805,Water,Forest,Water,NULL,Water,Wetland,Water,Grassland
5806,Water,Forest,Water,NULL,Water,Wetland,Water,Water
5807,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
5808,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
5809,Water,Forest,Water,NULL,Water,Water,Wetland,Wetland
5810,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
5811,Water,Forest,Water,NULL,Water,Water,Water,Grassland
5812,Water,Forest,Water,NULL,Water,Water,Water,Wetland
5813,Water,Forest,Water,NULL,Water,Water,Water,Water
5814,Water,Forest,Water,NULL,Water,Water,Water,Forest
5815,Water,Forest,Water,Non_Water,Water,Grassland,Water,Forest
5816,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
5817,Water,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
5818,Water,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
5819,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
5820,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
5821,Water,Forest,Water,Non_Water,Water,Bareland,Water,Water
5822,Water,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
5823,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
5824,Water,Forest,Water,Non_Water,Water,Water,Water,Wetland
5825,Water,Forest,Water,Non_Water,Water,Water,Water,Water
5826,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
5827,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
5828,Water,Forest,Water,Water,Water,Wetland,Wetland,Wetland
5829,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
5830,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
5831,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
5832,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
5833,Water,Forest,Water,Water,Water,Wetland,Water,Water
5834,Water,Forest,Water,Water,Water,Wetland,Water,Forest
5835,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
5836,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
5837,Water,Forest,Water,Water,Water,Water,Wetland,Water
5838,Water,Forest,Water,Water,Water,Water,Wetland,Forest
5839,Water,Forest,Water,Water,Water,Water,Water,Grassland
5840,Water,Forest,Water,Water,Water,Water,Water,Wetland
5841,Water,Forest,Water,Water,Water,Water,Water,Water
5842,Water,Forest,Water,Water,Water,Water,Water,Forest
5843,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5844,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5845,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5846,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
5847,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5848,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5849,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
5850,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5851,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5852,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5853,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5854,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5855,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5856,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5857,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5858,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5859,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5860,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
5861,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5862,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
5863,Water,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
5864,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
5865,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5866,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5867,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5868,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
5869,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Water,Water,Grassland
5870,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5871,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5872,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5873,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5874,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5875,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5876,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5877,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5878,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5879,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5880,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5881,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5882,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5883,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5884,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5885,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5886,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5887,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5888,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5889,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5890,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5891,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5892,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5893,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5894,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
5895,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5896,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5897,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5898,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5899,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5900,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5901,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5902,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5903,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5904,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5905,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5906,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5907,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5908,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5909,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
5910,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
5911,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
5912,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
5913,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
5914,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
5915,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
