Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNR_M_R
22223,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
22224,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
22225,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
22226,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
22227,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
22228,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
22229,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
22230,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
22231,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
22232,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
22233,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Built-up
22234,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
22235,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
22236,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
22237,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
22238,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
22239,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
22240,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
22241,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
22242,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
22243,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
22244,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
22245,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
22246,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
22247,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
22248,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
22249,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
22250,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
22251,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22252,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
22253,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
22254,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
22255,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
22256,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
22257,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
22258,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
22259,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
22260,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
22261,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
22262,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
22263,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
22264,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
22265,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
22266,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
22267,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,NULL
22268,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
22269,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,NULL
22270,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Wetland
22271,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
22272,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
22273,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22274,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
22275,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22276,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
22277,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
22278,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,NULL
22279,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
22280,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
22281,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
22282,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
22283,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
22284,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,NULL
22285,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
22286,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
22287,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
22288,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
22289,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
22290,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,NULL
22291,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
22292,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
22293,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
22294,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
22295,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
22296,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
22297,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Forest,Grassland
22298,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Forest,Forest
22299,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,NULL
22300,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,NULL
22301,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
22302,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
22303,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
22304,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
22305,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
22306,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
22307,Forest,NULL,Bareland,Water,Non_Wetland,Forest,NULL,Forest
22308,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Grassland,Forest
22309,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Forest,NULL
22310,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Forest,Grassland
22311,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Forest,Forest
22312,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
22313,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
22314,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
22315,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
22316,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
22317,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
22318,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
22319,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
22320,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
22321,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
22322,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
22323,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22324,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
22325,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
22326,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
22327,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
22328,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
22329,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
22330,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
22331,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
22332,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
22333,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
22334,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
22335,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
22336,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
22337,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
22338,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
22339,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
22340,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
22341,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
22342,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
22343,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
22344,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
22345,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Water
22346,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
22347,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
22348,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
22349,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
22350,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
22351,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
22352,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
22353,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
22354,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
22355,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
22356,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
22357,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
22358,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
22359,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
22360,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
22361,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
22362,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
22363,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
22364,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
22365,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
22366,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
22367,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
22368,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
22369,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
22370,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
22371,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
22372,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
22373,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
22374,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
22375,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
22376,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
22377,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
22378,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
22379,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
22380,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
22381,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
22382,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
22383,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
22384,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,Wetland
22385,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
22386,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Water,Grassland
22387,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
22388,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
22389,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
22390,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,NULL
22391,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
22392,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,NULL
22393,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
22394,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
22395,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
22396,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
22397,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
22398,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
22399,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
22400,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Forest,Water
22401,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Built-up
22402,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
22403,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
22404,Forest,NULL,Water,NULL,Water,NULL,Grassland,Water
22405,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
22406,Forest,NULL,Water,NULL,Water,NULL,Wetland,NULL
22407,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
22408,Forest,NULL,Water,NULL,Water,NULL,Wetland,Wetland
22409,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
22410,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
22411,Forest,NULL,Water,NULL,Water,NULL,Forest,Grassland
22412,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
22413,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
22414,Forest,NULL,Water,NULL,Water,Grassland,NULL,Water
22415,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
22416,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
22417,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
22418,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
22419,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
22420,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Water
22421,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
22422,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
22423,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
22424,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
22425,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
22426,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
22427,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
22428,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
22429,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Cropland
22430,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
22431,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
22432,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
22433,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
22434,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
22435,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
22436,Forest,NULL,Water,NULL,Water,Bareland,Forest,Wetland
22437,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
22438,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
22439,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
22440,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
22441,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
22442,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
22443,Forest,NULL,Water,NULL,Water,Water,Forest,Water
22444,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
22445,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
22446,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
22447,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
22448,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
22449,Forest,NULL,Water,NULL,Water,Forest,Water,Grassland
22450,Forest,NULL,Water,NULL,Water,Forest,Water,Wetland
22451,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
22452,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
22453,Forest,NULL,Water,NULL,Water,Forest,Forest,Water
22454,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
22455,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
22456,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,NULL
22457,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
22458,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
22459,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Water
22460,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
22461,Forest,NULL,Water,Non_Water,Water,NULL,Water,Grassland
22462,Forest,NULL,Water,Non_Water,Water,NULL,Water,Wetland
22463,Forest,NULL,Water,Non_Water,Water,NULL,Forest,NULL
22464,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Wetland
22465,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
22466,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,NULL
22467,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
22468,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
22469,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
22470,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
22471,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Wetland
22472,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
22473,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
22474,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
22475,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
22476,Forest,NULL,Water,Non_Water,Water,Wetland,Water,NULL
22477,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
22478,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
22479,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
22480,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Water
22481,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
22482,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Wetland
22483,Forest,NULL,Water,Non_Water,Water,Water,NULL,Wetland
22484,Forest,NULL,Water,Non_Water,Water,Water,Grassland,NULL
22485,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
22486,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
22487,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
22488,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
22489,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Grassland
22490,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
22491,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
22492,Forest,NULL,Water,Water,Water,NULL,Grassland,Grassland
22493,Forest,NULL,Water,Water,Water,NULL,Grassland,Wetland
22494,Forest,NULL,Water,Water,Water,NULL,Grassland,Water
22495,Forest,NULL,Water,Water,Water,NULL,Grassland,Forest
22496,Forest,NULL,Water,Water,Water,NULL,Wetland,NULL
22497,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
22498,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
22499,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
22500,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
22501,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
22502,Forest,NULL,Water,Water,Water,NULL,Water,Wetland
22503,Forest,NULL,Water,Water,Water,NULL,Water,Water
22504,Forest,NULL,Water,Water,Water,NULL,Water,Forest
22505,Forest,NULL,Water,Water,Water,NULL,Forest,Grassland
22506,Forest,NULL,Water,Water,Water,NULL,Forest,Wetland
22507,Forest,NULL,Water,Water,Water,Grassland,NULL,Grassland
22508,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
22509,Forest,NULL,Water,Water,Water,Grassland,Grassland,Wetland
22510,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
22511,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
22512,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
22513,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
22514,Forest,NULL,Water,Water,Water,Grassland,Water,Water
22515,Forest,NULL,Water,Water,Water,Grassland,Forest,Grassland
22516,Forest,NULL,Water,Water,Water,Grassland,Forest,Water
22517,Forest,NULL,Water,Water,Water,Cropland,Wetland,Water
22518,Forest,NULL,Water,Water,Water,Wetland,NULL,Water
22519,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
22520,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
22521,Forest,NULL,Water,Water,Water,Wetland,Grassland,Water
22522,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
22523,Forest,NULL,Water,Water,Water,Wetland,Wetland,NULL
22524,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
22525,Forest,NULL,Water,Water,Water,Wetland,Wetland,Cropland
22526,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
22527,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
22528,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
22529,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
22530,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
22531,Forest,NULL,Water,Water,Water,Wetland,Water,Water
22532,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
22533,Forest,NULL,Water,Water,Water,Wetland,Forest,Wetland
22534,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
22535,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
22536,Forest,NULL,Water,Water,Water,Bareland,Grassland,Wetland
22537,Forest,NULL,Water,Water,Water,Water,NULL,Water
22538,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
22539,Forest,NULL,Water,Water,Water,Water,Grassland,Water
22540,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
22541,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
22542,Forest,NULL,Water,Water,Water,Water,Wetland,Water
22543,Forest,NULL,Water,Water,Water,Water,Water,Grassland
22544,Forest,NULL,Water,Water,Water,Water,Water,Wetland
22545,Forest,NULL,Water,Water,Water,Water,Water,Water
22546,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
22547,Forest,NULL,Water,Water,Water,Water,Forest,Water
22548,Forest,NULL,Water,Water,Water,Water,Forest,Forest
22549,Forest,NULL,Water,Water,Water,Forest,NULL,Grassland
22550,Forest,NULL,Water,Water,Water,Forest,NULL,Water
22551,Forest,NULL,Water,Water,Water,Forest,NULL,Forest
22552,Forest,NULL,Water,Water,Water,Forest,Grassland,Grassland
22553,Forest,NULL,Water,Water,Water,Forest,Grassland,Wetland
22554,Forest,NULL,Water,Water,Water,Forest,Grassland,Water
22555,Forest,NULL,Water,Water,Water,Forest,Wetland,Grassland
22556,Forest,NULL,Water,Water,Water,Forest,Wetland,Wetland
22557,Forest,NULL,Water,Water,Water,Forest,Wetland,Water
22558,Forest,NULL,Water,Water,Water,Forest,Wetland,Forest
22559,Forest,NULL,Water,Water,Water,Forest,Water,Grassland
22560,Forest,NULL,Water,Water,Water,Forest,Water,Wetland
22561,Forest,NULL,Water,Water,Water,Forest,Water,Water
22562,Forest,NULL,Water,Water,Water,Forest,Water,Forest
22563,Forest,NULL,Water,Water,Water,Forest,Forest,NULL
22564,Forest,NULL,Water,Water,Water,Forest,Forest,Grassland
22565,Forest,NULL,Water,Water,Water,Forest,Forest,Wetland
22566,Forest,NULL,Water,Water,Water,Forest,Forest,Water
22567,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
22568,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
22569,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
22570,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
22571,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
22572,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
22573,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
22574,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
22575,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
22576,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
22577,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
22578,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
22579,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
22580,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
22581,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
