Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVT_M_R
7958,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7959,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Wetland
7960,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7961,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
7962,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
7963,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
7964,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
7965,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
7966,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
7967,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
7968,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
7969,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
7970,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
7971,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
7972,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
7973,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Water
7974,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
7975,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
7976,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
7977,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
7978,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
7979,Forest,NULL,Water,NULL,Water,Water,Water,Water
7980,Forest,NULL,Water,NULL,Water,Water,Water,Forest
7981,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
7982,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Forest
7983,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
7984,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
7985,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
7986,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
7987,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
7988,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
7989,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
7990,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
7991,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
7992,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
7993,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
7994,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
7995,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
7996,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
7997,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
7998,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
7999,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
8000,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
8001,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
8002,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
8003,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
8004,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
8005,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
8006,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
8007,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
8008,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
8009,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
8010,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
8011,Forest,NULL,Water,Water,Water,Wetland,Water,Water
8012,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
8013,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
8014,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
8015,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
8016,Forest,NULL,Water,Water,Water,Water,Wetland,Water
8017,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
8018,Forest,NULL,Water,Water,Water,Water,Water,Grassland
8019,Forest,NULL,Water,Water,Water,Water,Water,Wetland
8020,Forest,NULL,Water,Water,Water,Water,Water,Water
8021,Forest,NULL,Water,Water,Water,Water,Water,Forest
8022,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8023,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8024,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8025,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8026,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8027,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8028,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8029,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8030,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8031,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8032,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8033,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8034,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8035,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8036,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8037,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8038,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8039,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8040,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8041,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8042,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8043,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8044,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8045,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8046,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8047,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8048,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8049,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8050,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8051,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
8052,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
8053,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
8054,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8055,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8056,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8057,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8058,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8059,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8060,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8061,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8062,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8063,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8064,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8065,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8066,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8067,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8068,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8069,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
8070,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8071,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8072,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8073,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8074,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8075,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8076,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8077,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8078,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8079,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8080,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8081,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
8082,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
8083,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8084,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8085,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8086,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8087,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8088,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8089,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
8090,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
8091,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8092,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
8093,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
8094,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
8095,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
8096,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
8097,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
8098,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8099,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
8100,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
8101,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
8102,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
8103,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
8104,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8105,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8106,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8107,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8108,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8109,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8110,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8111,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8112,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8113,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8114,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8115,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8116,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8117,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8118,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8119,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8120,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8121,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8122,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8123,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8124,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8125,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8126,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8127,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8128,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8129,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8130,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8131,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8132,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8133,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8134,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8135,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8136,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8137,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
8138,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
8139,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
8140,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
8141,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8142,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8143,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8144,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8145,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8146,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8147,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8148,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8149,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8150,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8151,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8152,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8153,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8154,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8155,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8156,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8157,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8158,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
8159,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8160,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8161,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8162,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8163,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8164,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
8165,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8166,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8167,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
8168,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8169,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8170,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8171,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8172,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8173,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8174,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8175,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8176,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8177,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8178,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8179,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8180,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
8181,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8182,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
8183,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8184,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8185,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8186,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8187,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8188,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8189,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8190,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8191,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8192,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8193,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
8194,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8195,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
8196,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
8197,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8198,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
8199,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8200,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8201,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8202,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
8203,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8204,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8205,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8206,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8207,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8208,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8209,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8210,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8211,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
8212,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8213,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8214,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8215,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8216,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
8217,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8218,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8219,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
8220,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
8221,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8222,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
8223,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
8224,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8225,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
8226,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
8227,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8228,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Forest
8229,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8230,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
8231,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
8232,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
8233,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8234,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
8235,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8236,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8237,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
8238,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Forest
8239,Forest,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8240,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
8241,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
8242,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
8243,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
8244,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
8245,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8246,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8247,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8248,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8249,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8250,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8251,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8252,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8253,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8254,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8255,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8256,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8257,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8258,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8259,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8260,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8261,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8262,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8263,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8264,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8265,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8266,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8267,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8268,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8269,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8270,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8271,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8272,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8273,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8274,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8275,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8276,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8277,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8278,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8279,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8280,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8281,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8282,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8283,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
8284,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8285,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8286,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8287,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8288,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8289,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8290,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8291,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8292,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8293,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8294,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8295,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
