Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTV_M_R
725,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
726,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
727,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
728,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
729,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
730,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
731,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
732,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
733,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
734,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
735,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
736,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
737,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
738,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
739,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
740,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
741,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,NULL
742,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
743,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
744,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
745,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
746,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
747,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
748,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,NULL
749,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
750,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
751,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
752,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
753,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
754,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
755,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,NULL
756,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,NULL
757,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
758,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
759,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
760,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
761,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
762,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
763,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
764,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
765,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
766,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
767,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
768,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
769,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
770,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
771,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
772,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
773,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
774,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,NULL
775,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
776,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
777,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
778,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,NULL
779,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
780,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
781,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,NULL
782,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
783,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
784,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
785,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
786,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
787,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
788,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,NULL
789,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,NULL
790,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
791,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,NULL
792,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
793,Forest,Forest,Water,NULL,Water,NULL,Grassland,NULL
794,Forest,Forest,Water,NULL,Water,NULL,Wetland,NULL
795,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
796,Forest,Forest,Water,NULL,Water,NULL,Forest,NULL
797,Forest,Forest,Water,NULL,Water,Wetland,Grassland,NULL
798,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
799,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
800,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
801,Forest,Forest,Water,NULL,Water,Bareland,Wetland,NULL
802,Forest,Forest,Water,NULL,Water,Bareland,Water,NULL
803,Forest,Forest,Water,NULL,Water,Bareland,Forest,NULL
804,Forest,Forest,Water,NULL,Water,Water,Grassland,NULL
805,Forest,Forest,Water,NULL,Water,Water,Wetland,NULL
806,Forest,Forest,Water,NULL,Water,Water,Water,NULL
807,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
808,Forest,Forest,Water,NULL,Water,Forest,Grassland,NULL
809,Forest,Forest,Water,NULL,Water,Forest,Wetland,NULL
810,Forest,Forest,Water,NULL,Water,Forest,Water,NULL
811,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
812,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
813,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
814,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
815,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
816,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
817,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
818,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
819,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
820,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
821,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
822,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
823,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
824,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
825,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
826,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
827,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
828,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
829,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
830,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
831,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
832,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
833,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
834,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
835,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
836,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,NULL
837,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
838,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
839,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
840,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
841,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
842,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
843,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
844,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
