Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPE_M_R
1063,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1064,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1065,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1066,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1067,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1068,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1069,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1070,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1071,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1072,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1073,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1074,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
1075,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1076,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1077,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1078,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1079,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1080,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1081,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Water,NULL
1082,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Wetland,NULL
1083,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Wetland,NULL
1084,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Water,NULL
1085,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1086,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1087,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1088,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1089,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1090,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1091,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1092,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1093,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1094,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1095,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
1096,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1097,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1098,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1099,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1100,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1101,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1102,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1103,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1104,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
1105,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1106,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1107,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1108,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1109,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
1110,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1111,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1112,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1113,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1114,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1115,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1116,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1117,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1118,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1119,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1120,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1121,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1122,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
1123,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
1124,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Wetland,Water,NULL
1125,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Bareland,Wetland,NULL
1126,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Bareland,Water,NULL
1127,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Water,Wetland,NULL
1128,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Water,Water,NULL
1129,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1130,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1131,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1132,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1133,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
1134,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1135,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1136,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1137,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1138,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1139,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1140,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1141,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1142,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1143,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1144,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1145,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
1146,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1147,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
1148,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
1149,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
1150,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1151,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1152,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1153,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1154,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1155,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1156,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1157,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1158,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
1159,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Wetland,Water,NULL
1160,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland,Water,NULL
1161,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water,Wetland,NULL
1162,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water,Water,NULL
1163,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1164,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1165,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1166,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1167,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1168,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1169,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1170,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1171,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1172,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1173,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1174,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1175,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
1176,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1177,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
1178,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
1179,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
1180,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1181,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1182,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1183,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1184,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1185,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1186,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Water,Water,NULL
1187,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Wetland,Wetland,NULL
1188,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Wetland,Water,NULL
1189,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Bareland,Wetland,NULL
1190,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Bareland,Water,NULL
1191,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Water,Water,NULL
1192,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1193,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1194,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1195,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1196,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1197,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1198,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
1199,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1200,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1201,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1202,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1203,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1204,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1205,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1206,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1207,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1208,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
1209,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1210,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,NULL
1211,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1212,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1213,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1214,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1215,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1216,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1217,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Wetland,NULL
1218,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Water,NULL
1219,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Water,NULL
1220,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Wetland,NULL
1221,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,NULL
1222,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1223,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1224,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1225,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1226,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1227,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1228,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1229,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1230,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1231,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1232,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1233,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1234,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1235,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1236,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1237,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1238,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1239,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1240,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1241,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1242,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1243,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
1244,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1245,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1246,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
1247,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
1248,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1249,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1250,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1251,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1252,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1253,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1254,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1255,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1256,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1257,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1258,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1259,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1260,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1261,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1262,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1263,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1264,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1265,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1266,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1267,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1268,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1269,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1270,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1271,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1272,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1273,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1274,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
1275,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1276,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1277,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1278,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1279,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1280,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1281,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1282,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1283,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1284,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1285,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1286,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1287,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1288,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1289,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1290,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1291,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
1292,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
1293,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1294,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1295,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1296,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
1297,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1298,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1299,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
1300,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1301,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
1302,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1303,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1304,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1305,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1306,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1307,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1308,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1309,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
1310,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1311,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1312,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1313,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
1314,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1315,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1316,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1317,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1318,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1319,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
1320,Forest,NULL,Water,NULL,Water,Wetland,Grassland,NULL
1321,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1322,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
1323,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
1324,Forest,NULL,Water,NULL,Water,Bareland,Wetland,NULL
1325,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
1326,Forest,NULL,Water,NULL,Water,Water,Water,NULL
1327,Forest,NULL,Water,NULL,Water,Water,Forest,NULL
1328,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1329,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1330,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1331,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1332,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1333,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1334,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1335,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1336,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1337,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1338,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1339,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1340,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1341,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
1342,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1343,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1344,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1345,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
1346,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1347,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1348,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1349,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1350,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1351,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1352,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1353,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
1354,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1355,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1356,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1357,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1358,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1359,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1360,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1361,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1362,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1363,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1364,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,NULL
1365,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1366,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
1367,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1368,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,NULL
1369,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
