Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYQ_M_R
17489,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
17490,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
17491,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
17492,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
17493,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
17494,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
17495,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
17496,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
17497,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
17498,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
17499,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
17500,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
17501,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
17502,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
17503,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
17504,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
17505,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17506,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
17507,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
17508,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
17509,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
17510,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
17511,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
17512,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
17513,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17514,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
17515,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17516,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
17517,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
17518,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
17519,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
17520,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,NULL
17521,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
17522,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,Cropland
17523,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
17524,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
17525,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
17526,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
17527,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
17528,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
17529,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
17530,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
17531,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17532,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17533,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
17534,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
17535,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
17536,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
17537,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
17538,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17539,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
17540,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
17541,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
17542,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
17543,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
17544,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
17545,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
17546,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Water,Cropland
17547,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
17548,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
17549,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
17550,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Cropland
17551,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
17552,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
17553,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
17554,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
17555,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
17556,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
17557,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
17558,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
17559,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
17560,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
17561,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
17562,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
17563,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
17564,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
17565,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Grassland
17566,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Wetland
17567,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Water
17568,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
17569,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
17570,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
17571,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
17572,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
17573,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
17574,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
17575,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
17576,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
17577,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
17578,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
17579,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
17580,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
17581,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
17582,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
17583,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
17584,Water,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
17585,Water,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Water
17586,Water,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
17587,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
17588,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
17589,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
17590,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland,Cropland
17591,Water,Water,NULL,Water,Non_Wetland,NULL,Built-up,Grassland
17592,Water,Water,NULL,Water,Non_Wetland,NULL,Water,NULL
17593,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
17594,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Cropland
17595,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Wetland
17596,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Bareland
17597,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
17598,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
17599,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
17600,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
17601,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
17602,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17603,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
17604,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
17605,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
17606,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
17607,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
17608,Water,Water,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
17609,Water,Water,NULL,Water,Non_Wetland,Cropland,NULL,Cropland
17610,Water,Water,NULL,Water,Non_Wetland,Cropland,NULL,Water
17611,Water,Water,NULL,Water,Non_Wetland,Cropland,NULL,Forest
17612,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
17613,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
17614,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
17615,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
17616,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Cropland
17617,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
17618,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
17619,Water,Water,NULL,Water,Non_Wetland,Water,NULL,NULL
17620,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
17621,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Cropland
17622,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
17623,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
17624,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
17625,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
17626,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
17627,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
17628,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
17629,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
17630,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
17631,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
17632,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
17633,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
17634,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Water
17635,Water,Water,NULL,Water,Non_Wetland,Water,Water,NULL
17636,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
17637,Water,Water,NULL,Water,Non_Wetland,Water,Water,Cropland
17638,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
17639,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
17640,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
17641,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
17642,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
17643,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
17644,Water,Water,NULL,Water,Non_Wetland,Forest,Grassland,Forest
17645,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Grassland
17646,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
17647,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
17648,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
17649,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
17650,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
17651,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
17652,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
17653,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
17654,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17655,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
17656,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
17657,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
17658,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
17659,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
17660,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
17661,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
17662,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
17663,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
17664,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
17665,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
17666,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
17667,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
17668,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
17669,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
17670,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
17671,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
17672,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
17673,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
17674,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
17675,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
17676,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
17677,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
17678,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
17679,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
17680,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17681,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
17682,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
17683,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17684,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17685,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17686,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
17687,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
17688,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
17689,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
17690,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
17691,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
17692,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17693,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
17694,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
17695,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
17696,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
17697,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
17698,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
17699,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
17700,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
17701,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
17702,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
17703,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
17704,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
17705,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17706,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
17707,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
17708,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
17709,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
17710,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
17711,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
17712,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
17713,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
17714,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
17715,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
17716,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
17717,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
17718,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
17719,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
17720,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
17721,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
17722,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
17723,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
17724,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
17725,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
17726,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
17727,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
17728,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
17729,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
17730,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
17731,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
17732,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
17733,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
17734,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
17735,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
17736,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Wetland
17737,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
17738,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
17739,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
17740,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
17741,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
17742,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
17743,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
17744,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
17745,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
17746,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
17747,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
17748,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
17749,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
17750,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
17751,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
17752,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
17753,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
17754,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17755,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
17756,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
17757,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
17758,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
17759,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
17760,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17761,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
17762,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
17763,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
17764,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17765,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
17766,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
17767,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17768,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
17769,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
17770,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Water
17771,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
17772,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
17773,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
17774,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
17775,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
17776,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
17777,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
17778,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17779,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
17780,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
17781,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17782,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17783,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
17784,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
17785,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
17786,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
17787,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17788,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
17789,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
17790,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
17791,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Cropland
17792,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
17793,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
17794,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
17795,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17796,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
17797,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
17798,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
17799,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
17800,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
17801,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
17802,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
17803,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
17804,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
17805,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
17806,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
17807,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
17808,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
17809,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
17810,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
17811,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
17812,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
17813,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
17814,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
17815,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
17816,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
17817,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
17818,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
17819,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
17820,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
17821,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
17822,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
17823,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
17824,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
17825,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
17826,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
17827,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
17828,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
17829,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
17830,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
17831,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
17832,Water,Water,Shrubland,Water,Non_Wetland,NULL,Built-up,Water
17833,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
17834,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
17835,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
17836,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
