Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDC_M_R
16173,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
16174,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
16175,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
16176,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
16177,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
16178,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16179,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
16180,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
16181,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
16182,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16183,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16184,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
16185,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
16186,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
16187,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
16188,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16189,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
16190,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16191,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
16192,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
16193,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
16194,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
16195,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
16196,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
16197,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
16198,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
16199,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
16200,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
16201,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
16202,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
16203,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
16204,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
16205,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
16206,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
16207,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
16208,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
16209,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
16210,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
16211,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
16212,Forest,Wetland,NULL,Water,Non_Wetland,Water,NULL,Cropland
16213,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Wetland,Forest
16214,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
16215,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
16216,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16217,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
16218,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16219,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16220,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
16221,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
16222,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
16223,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
16224,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
16225,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
16226,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
16227,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
16228,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
16229,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16230,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16231,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
16232,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
16233,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
16234,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
16235,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16236,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
16237,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
16238,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
16239,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
16240,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
16241,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16242,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
16243,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
16244,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
16245,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16246,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
16247,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
16248,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
16249,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
16250,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
16251,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
16252,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16253,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16254,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16255,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16256,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
16257,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
16258,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
16259,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16260,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16261,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
16262,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
16263,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
16264,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16265,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16266,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
16267,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
16268,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16269,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16270,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
16271,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16272,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
16273,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
16274,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
16275,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
16276,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16277,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
16278,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
16279,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
16280,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
16281,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
16282,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16283,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
16284,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
16285,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
16286,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
16287,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
16288,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
16289,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
16290,Forest,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Cropland
16291,Forest,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Water
16292,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Wetland,Cropland
16293,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Wetland,Water
16294,Forest,Wetland,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
16295,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
16296,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
16297,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
16298,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
16299,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
16300,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
16301,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
16302,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16303,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16304,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
16305,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
16306,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
16307,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
16308,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
16309,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,NULL
16310,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Grassland
16311,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
16312,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
16313,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
16314,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
16315,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
16316,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
16317,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
16318,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
16319,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
16320,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
16321,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
16322,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
16323,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
16324,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
16325,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
16326,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
16327,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
16328,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
16329,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
16330,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16331,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16332,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
16333,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
16334,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
16335,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
16336,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
16337,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
16338,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
16339,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
16340,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
16341,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
16342,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
16343,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
16344,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
16345,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
16346,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
16347,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
16348,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
16349,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
16350,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16351,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
16352,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
16353,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
16354,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Cropland
16355,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
16356,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
16357,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Cropland
16358,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Cropland
16359,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
16360,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
16361,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
16362,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Wetland
16363,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
16364,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
16365,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
16366,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
16367,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
16368,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16369,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
16370,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
16371,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
16372,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
16373,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
16374,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
16375,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
16376,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
16377,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
16378,Forest,Wetland,Bareland,Water,Non_Wetland,Water,NULL,Cropland
16379,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Wetland
16380,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
16381,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Water,Forest
16382,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
16383,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
16384,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
16385,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
16386,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Wetland
16387,Forest,Wetland,Built-up,Water,Non_Wetland,Forest,Wetland,Forest
16388,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
16389,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
16390,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
16391,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
16392,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
16393,Forest,Wetland,Water,NULL,Water,Forest,NULL,Forest
16394,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Wetland
16395,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
16396,Forest,Wetland,Water,NULL,Water,Forest,Water,Wetland
16397,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
16398,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
16399,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
16400,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
16401,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
16402,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
16403,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
16404,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
16405,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Grassland
16406,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Cropland
16407,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Forest
16408,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
16409,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
16410,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
16411,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
16412,Forest,Wetland,Water,Non_Water,Water,Water,Water,Bareland
16413,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
16414,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
16415,Forest,Wetland,Water,Non_Water,Water,Forest,NULL,Grassland
16416,Forest,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
16417,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Grassland
16418,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Wetland
16419,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Water
16420,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
16421,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Water
16422,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
16423,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
16424,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
16425,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
16426,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
16427,Forest,Wetland,Water,Water,Water,NULL,Water,Water
16428,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
16429,Forest,Wetland,Water,Water,Water,NULL,Forest,Forest
16430,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
16431,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
16432,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
16433,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
16434,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
16435,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
16436,Forest,Wetland,Water,Water,Water,Wetland,Forest,Wetland
16437,Forest,Wetland,Water,Water,Water,Water,NULL,Cropland
16438,Forest,Wetland,Water,Water,Water,Water,NULL,Water
16439,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
16440,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
16441,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
16442,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
16443,Forest,Wetland,Water,Water,Water,Water,Water,Water
16444,Forest,Wetland,Water,Water,Water,Water,Water,Forest
16445,Forest,Wetland,Water,Water,Water,Water,Forest,Grassland
16446,Forest,Wetland,Water,Water,Water,Water,Forest,Cropland
16447,Forest,Wetland,Water,Water,Water,Forest,NULL,Wetland
16448,Forest,Wetland,Water,Water,Water,Forest,NULL,Forest
16449,Forest,Wetland,Water,Water,Water,Forest,Wetland,Cropland
16450,Forest,Wetland,Water,Water,Water,Forest,Wetland,Wetland
16451,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
16452,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
16453,Forest,Wetland,Water,Water,Water,Forest,Water,Water
16454,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
16455,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
16456,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16457,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
16458,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
16459,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
16460,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16461,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16462,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
16463,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
16464,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
16465,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
16466,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
16467,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16468,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16469,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
16470,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
16471,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
16472,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16473,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16474,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
16475,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
16476,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
16477,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16478,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
16479,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
16480,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
16481,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
16482,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
16483,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
16484,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
16485,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
16486,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16487,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16488,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
16489,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
16490,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
16491,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
16492,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
16493,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
16494,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
16495,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16496,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16497,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
16498,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
16499,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
16500,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16501,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
16502,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
16503,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
16504,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
16505,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
16506,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
16507,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
16508,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
16509,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
16510,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
16511,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16512,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16513,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
