Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R
15222,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15223,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15224,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
15225,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
15226,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
15227,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
15228,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
15229,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
15230,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15231,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15232,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
15233,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
15234,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15235,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
15236,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15237,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
15238,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
15239,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15240,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15241,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15242,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
15243,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
15244,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,NULL
15245,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15246,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
15247,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
15248,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15249,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
15250,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
15251,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
15252,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
15253,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
15254,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
15255,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
15256,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
15257,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
15258,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15259,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
15260,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
15261,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
15262,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15263,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
15264,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
15265,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
15266,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
15267,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15268,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
15269,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
15270,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
15271,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
15272,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
15273,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
15274,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
15275,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
15276,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
15277,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
15278,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
15279,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
15280,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
15281,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
15282,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
15283,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
15284,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
15285,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
15286,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
15287,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
15288,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
15289,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
15290,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
15291,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
15292,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
15293,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
15294,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
15295,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15296,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15297,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
15298,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
15299,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
15300,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15301,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
15302,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
15303,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
15304,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
15305,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
15306,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
15307,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
15308,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
15309,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
15310,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Cropland
15311,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
15312,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
15313,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,NULL
15314,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
15315,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
15316,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
15317,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
15318,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
15319,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
15320,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
15321,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
15322,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
15323,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
15324,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
15325,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
15326,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
15327,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
15328,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
15329,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15330,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
15331,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
15332,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
15333,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
15334,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15335,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
15336,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
15337,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
15338,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
15339,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
15340,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
15341,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
15342,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15343,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15344,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Water
15345,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
15346,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15347,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15348,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15349,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15350,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15351,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15352,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15353,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15354,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15355,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15356,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
15357,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15358,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
15359,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
15360,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15361,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15362,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15363,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15364,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
15365,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15366,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15367,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
15368,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
15369,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15370,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
15371,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15372,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
15373,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
15374,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
15375,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
15376,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
15377,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
15378,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15379,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15380,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
15381,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
15382,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
15383,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
15384,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
15385,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
15386,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
15387,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
15388,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
15389,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
15390,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
15391,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
15392,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
15393,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
15394,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15395,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15396,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
15397,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15398,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15399,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15400,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15401,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
15402,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15403,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15404,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
15405,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
15406,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15407,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15408,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15409,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15410,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15411,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
15412,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15413,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
15414,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15415,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15416,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
15417,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15418,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15419,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15420,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15421,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,NULL
15422,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,NULL
15423,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Forest
15424,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,NULL
15425,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
15426,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
15427,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,NULL
15428,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
15429,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15430,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
15431,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
15432,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
15433,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
15434,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water,NULL
15435,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Water
15436,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Forest
15437,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15438,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
15439,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,NULL
15440,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
15441,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
15442,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
15443,Forest,NULL,Grassland,Water,Non_Wetland,Water,NULL,Wetland
15444,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
15445,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15446,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
15447,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
15448,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
15449,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
15450,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
15451,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15452,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
15453,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15454,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15455,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
15456,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
15457,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
15458,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
15459,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15460,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
15461,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15462,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
15463,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
15464,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
15465,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
15466,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15467,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
15468,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
15469,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
15470,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
15471,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
15472,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
15473,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
15474,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
15475,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
15476,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
15477,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
15478,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
15479,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
15480,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
15481,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
15482,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
15483,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
15484,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15485,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15486,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
15487,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15488,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
15489,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15490,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15491,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15492,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15493,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15494,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15495,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15496,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15497,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15498,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15499,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15500,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15501,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15502,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
15503,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15504,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15505,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15506,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15507,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15508,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15509,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
15510,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
15511,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15512,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
15513,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
15514,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
15515,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15516,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15517,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15518,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15519,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15520,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15521,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
15522,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15523,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15524,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
15525,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15526,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
15527,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15528,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15529,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
15530,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
15531,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15532,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
15533,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
15534,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
15535,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
15536,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
15537,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
15538,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
15539,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
15540,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
15541,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
15542,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
15543,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
