Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEA_M_R
2035,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2036,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2037,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
2038,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2039,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2040,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2041,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
2042,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2043,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2044,Water,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
2045,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2046,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
2047,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2048,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2049,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
2050,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2051,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2052,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
2053,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2054,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2055,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
2056,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2057,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2058,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
2059,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2060,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2061,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
2062,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2063,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2064,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
2065,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2066,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
2067,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2068,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2069,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2070,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2071,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
2072,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2073,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
2074,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2075,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2076,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2077,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2078,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2079,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2080,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
2081,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2082,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2083,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2084,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
2085,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
2086,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2087,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2088,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
2089,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2090,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2091,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2092,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2093,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Bareland
2094,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
2095,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
2096,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Bareland
2097,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2098,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2099,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
2100,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
2101,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2102,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2103,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
2104,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
2105,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
2106,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Bareland
2107,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2108,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2109,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2110,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2111,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2112,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2113,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2114,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2115,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2116,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2117,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2118,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2119,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2120,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2121,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2122,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
2123,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2124,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2125,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2126,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2127,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2128,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2129,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2130,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2131,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2132,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2133,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
2134,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
2135,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2136,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2137,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2138,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2139,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2140,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2141,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2142,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2143,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2144,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2145,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2146,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2147,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2148,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2149,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2150,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2151,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2152,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2153,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2154,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2155,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2156,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2157,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2158,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
2159,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2160,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2161,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2162,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2163,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2164,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2165,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
2166,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2167,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2168,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2169,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2170,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2171,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2172,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2173,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2174,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2175,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2176,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2177,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
2178,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2179,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
2180,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2181,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2182,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
2183,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2184,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2185,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2186,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
2187,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2188,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2189,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
2190,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2191,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
2192,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2193,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2194,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2195,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2196,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2197,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2198,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2199,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2200,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2201,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2202,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2203,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2204,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2205,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2206,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2207,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2208,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2209,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
2210,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2211,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2212,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2213,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2214,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2215,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2216,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
2217,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2218,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2219,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2220,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2221,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2222,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2223,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2224,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2225,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2226,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2227,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2228,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2229,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2230,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2231,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2232,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
2233,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2234,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2235,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2236,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2237,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Water
2238,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2239,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2240,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2241,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2242,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
2243,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
2244,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
2245,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2246,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2247,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2248,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2249,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2250,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
2251,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
2252,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2253,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2254,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
2255,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2256,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
2257,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2258,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2259,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
2260,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2261,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2262,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2263,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2264,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
2265,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2266,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2267,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2268,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2269,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2270,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2271,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2272,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2273,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2274,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2275,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2276,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2277,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2278,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2279,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2280,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2281,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2282,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2283,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2284,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
2285,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
2286,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2287,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2288,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2289,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2290,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2291,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2292,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2293,Water,Water,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
2294,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2295,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
2296,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Built-up
2297,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2298,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2299,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2300,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Bareland
2301,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2302,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2303,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2304,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
2305,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2306,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
2307,Water,Water,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
2308,Water,Water,Wetland,NULL,Wetland,Built-up,Grassland,Forest
2309,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Water
2310,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Forest
2311,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Water
2312,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Forest
2313,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
2314,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2315,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2316,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2317,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2318,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2319,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2320,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2321,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2322,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
2323,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2324,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2325,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2326,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2327,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
2328,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2329,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2330,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2331,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2332,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2333,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2334,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2335,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
2336,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2337,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2338,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2339,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2340,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2341,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
2342,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2343,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2344,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Bareland
2345,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
2346,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2347,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2348,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2349,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
2350,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2351,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2352,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2353,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
2354,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2355,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2356,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
2357,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2358,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2359,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2360,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2361,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2362,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
2363,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2364,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2365,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2366,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2367,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2368,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
2369,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2370,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2371,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2372,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Bareland
2373,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
2374,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
2375,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2376,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
2377,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2378,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2379,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2380,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2381,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2382,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2383,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
2384,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Bareland
2385,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
2386,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2387,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2388,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2389,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2390,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2391,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2392,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2393,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
2394,Water,Water,Wetland,Water,Wetland,Built-up,Grassland,Water
2395,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
2396,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
