Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCG_M_R
1716,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1717,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1718,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1719,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
1720,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
1721,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1722,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1723,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1724,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1725,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1726,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1727,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1728,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1729,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1730,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1731,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1732,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
1733,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1734,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1735,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1736,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1737,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
1738,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
1739,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1740,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1741,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1742,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1743,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1744,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1745,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
1746,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1747,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1748,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1749,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1750,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1751,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1752,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1753,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1754,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1755,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1756,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
1757,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1758,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1759,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1760,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1761,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1762,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1763,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1764,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1765,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1766,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1767,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1768,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1769,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1770,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1771,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1772,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1773,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1774,Water,Water,Water,NULL,Water,NULL,Water,Water
1775,Water,Water,Water,NULL,Water,NULL,Water,Forest
1776,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1777,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1778,Water,Water,Water,NULL,Water,Wetland,Bareland,Grassland
1779,Water,Water,Water,NULL,Water,Wetland,Bareland,Water
1780,Water,Water,Water,NULL,Water,Wetland,Water,Water
1781,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1782,Water,Water,Water,NULL,Water,Wetland,Forest,Water
1783,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
1784,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
1785,Water,Water,Water,NULL,Water,Bareland,Wetland,Bareland
1786,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
1787,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
1788,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1789,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
1790,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
1791,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
1792,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
1793,Water,Water,Water,NULL,Water,Bareland,Water,Water
1794,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
1795,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1796,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
1797,Water,Water,Water,NULL,Water,Water,Grassland,Water
1798,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1799,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1800,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
1801,Water,Water,Water,NULL,Water,Water,Wetland,Water
1802,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1803,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
1804,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
1805,Water,Water,Water,NULL,Water,Water,Bareland,Water
1806,Water,Water,Water,NULL,Water,Water,Bareland,Forest
1807,Water,Water,Water,NULL,Water,Water,Water,Grassland
1808,Water,Water,Water,NULL,Water,Water,Water,Bareland
1809,Water,Water,Water,NULL,Water,Water,Water,Water
1810,Water,Water,Water,NULL,Water,Water,Water,Forest
1811,Water,Water,Water,NULL,Water,Water,Forest,Water
1812,Water,Water,Water,NULL,Water,Water,Forest,Forest
1813,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1814,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1815,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
1816,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1817,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Bareland
1818,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Water
1819,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1820,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1821,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1822,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
1823,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
1824,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
1825,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
1826,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
1827,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
1828,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1829,Water,Water,Water,Non_Water,Water,Bareland,Forest,Water
1830,Water,Water,Water,Non_Water,Water,Bareland,Forest,Forest
1831,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
1832,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
1833,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1834,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1835,Water,Water,Water,Non_Water,Water,Water,Bareland,Bareland
1836,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
1837,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
1838,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1839,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1840,Water,Water,Water,Non_Water,Water,Water,Water,Water
1841,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1842,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1843,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1844,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1845,Water,Water,Water,Water,Water,NULL,Water,Bareland
1846,Water,Water,Water,Water,Water,NULL,Water,Water
1847,Water,Water,Water,Water,Water,NULL,Water,Forest
1848,Water,Water,Water,Water,Water,Cropland,Water,Water
1849,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1850,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1851,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1852,Water,Water,Water,Water,Water,Wetland,Bareland,Water
1853,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1854,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1855,Water,Water,Water,Water,Water,Wetland,Water,Bareland
1856,Water,Water,Water,Water,Water,Wetland,Water,Water
1857,Water,Water,Water,Water,Water,Wetland,Water,Forest
1858,Water,Water,Water,Water,Water,Wetland,Forest,Water
1859,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
1860,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
1861,Water,Water,Water,Water,Water,Bareland,Wetland,Bareland
1862,Water,Water,Water,Water,Water,Bareland,Wetland,Water
1863,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
1864,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
1865,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
1866,Water,Water,Water,Water,Water,Bareland,Bareland,Water
1867,Water,Water,Water,Water,Water,Bareland,Water,Grassland
1868,Water,Water,Water,Water,Water,Bareland,Water,Wetland
1869,Water,Water,Water,Water,Water,Bareland,Water,Bareland
1870,Water,Water,Water,Water,Water,Bareland,Water,Water
1871,Water,Water,Water,Water,Water,Bareland,Water,Forest
1872,Water,Water,Water,Water,Water,Bareland,Forest,Water
1873,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1874,Water,Water,Water,Water,Water,Water,Wetland,Bareland
1875,Water,Water,Water,Water,Water,Water,Wetland,Water
1876,Water,Water,Water,Water,Water,Water,Wetland,Forest
1877,Water,Water,Water,Water,Water,Water,Bareland,Grassland
1878,Water,Water,Water,Water,Water,Water,Bareland,Bareland
1879,Water,Water,Water,Water,Water,Water,Bareland,Water
1880,Water,Water,Water,Water,Water,Water,Water,Grassland
1881,Water,Water,Water,Water,Water,Water,Water,Wetland
1882,Water,Water,Water,Water,Water,Water,Water,Bareland
1883,Water,Water,Water,Water,Water,Water,Water,Water
1884,Water,Water,Water,Water,Water,Water,Water,Forest
1885,Water,Water,Water,Water,Water,Water,Forest,Water
1886,Water,Water,Water,Water,Water,Water,Forest,Forest
1887,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1888,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1889,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1890,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1891,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1892,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1893,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1894,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1895,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1896,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1897,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1898,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1899,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1900,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1901,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1902,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1903,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
1904,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1905,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1906,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1907,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1908,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1909,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
1910,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1911,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1912,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1913,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1914,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1915,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1916,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1917,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1918,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1919,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1920,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1921,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1922,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1923,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1924,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1925,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1926,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1927,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1928,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1929,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1930,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1931,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1932,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1933,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1934,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1935,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1936,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1937,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1938,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1939,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1940,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1941,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1942,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1943,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1944,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1945,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1946,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1947,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1948,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1949,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1950,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1951,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1952,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1953,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1954,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1955,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
1956,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1957,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1958,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1959,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1960,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1961,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1962,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
1963,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1964,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1965,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1966,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
1967,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1968,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1969,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1970,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1971,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1972,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1973,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1974,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
1975,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1976,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1977,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
1978,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1979,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1980,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
1981,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Bareland
1982,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
1983,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1984,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
1985,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1986,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1987,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
1988,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1989,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1990,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1991,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1992,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1993,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1994,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1995,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1996,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1997,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1998,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1999,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2000,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2001,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2002,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2003,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2004,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2005,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2006,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2007,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2008,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2009,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2010,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2011,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2012,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2013,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
2014,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2015,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2016,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
2017,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2018,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2019,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2020,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2021,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Bareland
2022,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
2023,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
2024,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2025,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
2026,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2027,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2028,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
2029,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2030,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2031,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2032,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2033,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2034,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2035,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2036,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2037,Water,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2038,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2039,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2040,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2041,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2042,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2043,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2044,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2045,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2046,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2047,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2048,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2049,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2050,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2051,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2052,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2053,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2054,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2055,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2056,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2057,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2058,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2059,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2060,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2061,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2062,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2063,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2064,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2065,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2066,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Bareland
2067,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2068,Water,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
2069,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2070,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2071,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2072,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2073,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2074,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2075,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2076,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2077,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2078,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2079,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2080,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2081,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2082,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
2083,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
2084,Water,Forest,Water,Water,Water,NULL,Wetland,Forest
2085,Water,Forest,Water,Water,Water,NULL,Forest,Forest
2086,Water,Forest,Water,Water,Water,Water,Wetland,Forest
2087,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2088,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2089,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2090,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2091,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2092,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2093,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2094,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2095,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2096,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2097,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2098,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
