Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R
738,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
739,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
740,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
741,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
742,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
743,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
744,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
745,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
746,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
747,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
748,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
749,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
750,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
751,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
752,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
753,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
754,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
755,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
756,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
757,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
758,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
759,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
760,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
761,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
762,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
763,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
764,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
765,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
766,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
767,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
768,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
769,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
770,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
771,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
772,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
773,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
774,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
775,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
776,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
777,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
778,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
779,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
780,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
781,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
782,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
783,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
784,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
785,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
786,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
787,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
788,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
789,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
790,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
791,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
792,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
793,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
794,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
795,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
796,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
797,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
798,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
799,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
800,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
801,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
802,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
803,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
804,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
805,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
806,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
807,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
808,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
809,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
810,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
811,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
812,Forest,Wetland,Water,Water,Water,Water,Water,Water
813,Forest,Wetland,Water,Water,Water,Water,Water,Forest
814,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
815,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
816,Forest,Bareland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
817,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
818,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
819,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
820,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
821,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Forest
822,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
823,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
824,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
825,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
826,Forest,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
827,Forest,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Forest
828,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
829,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
830,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
831,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
832,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
833,Forest,Bareland,Water,Water,Water,Wetland,Water,Bareland
834,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
835,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
836,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
837,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
838,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
839,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
840,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
841,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
842,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
843,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
844,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
845,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
846,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
847,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
848,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
849,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
850,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
851,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
852,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
853,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
854,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
855,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
856,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
857,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
858,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
859,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
860,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
861,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
862,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
863,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
864,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
865,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
866,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
867,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
868,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
869,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
870,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
871,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
872,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
873,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
874,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
875,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
876,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
877,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
878,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
879,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
880,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
881,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
882,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
883,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
884,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
885,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
886,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
887,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
888,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
889,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
890,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
891,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
892,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
893,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
894,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
895,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
896,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
897,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
898,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
899,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
900,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
901,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
902,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
903,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
904,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
905,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
906,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
907,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
908,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
909,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
910,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
911,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
912,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
913,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
914,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
915,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
916,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
917,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
918,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
919,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
920,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
921,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
922,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
923,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
924,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
925,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
926,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
927,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
928,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
929,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
930,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
931,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
932,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
933,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
934,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
935,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
936,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
937,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
938,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
939,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
940,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
941,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
942,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
943,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
944,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
945,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
946,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
947,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
948,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
949,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
950,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
951,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
952,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
953,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
954,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
955,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
956,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
957,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
958,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
959,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
960,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
961,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
962,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
963,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
964,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
965,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
966,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
967,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Water
968,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
969,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
970,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
971,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
972,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
973,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
974,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
975,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
976,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
977,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
978,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
979,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
980,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
981,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
982,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
983,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
984,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
985,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Water
986,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
987,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
988,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
989,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
990,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
991,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
992,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
993,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
994,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
995,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
996,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
997,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
998,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
999,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1000,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1001,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1002,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1003,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1004,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1005,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1006,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1007,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1008,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1009,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1010,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1011,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1012,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1013,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1014,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1015,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1016,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1017,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1018,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1019,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1020,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1021,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1022,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1023,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1024,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1025,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1026,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1027,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1028,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1029,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1030,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1031,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1032,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1033,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1034,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1035,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1036,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1037,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1038,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1039,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1040,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1041,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1042,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1043,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1044,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1045,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1046,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1047,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1048,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1049,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
1050,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1051,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1052,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1053,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1054,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1055,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
1056,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1057,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1058,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1059,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1060,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1061,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1062,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1063,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1064,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1065,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1066,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1067,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1068,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1069,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1070,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1071,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1072,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1073,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1074,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1075,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1076,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1077,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1078,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1079,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
1080,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1081,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1082,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1083,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1084,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1085,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1086,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1087,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1088,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1089,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1090,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1091,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1092,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1093,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1094,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1095,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1096,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1097,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1098,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
