Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTD_M_R
1055,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1056,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1057,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1058,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1059,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1060,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1061,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1063,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1064,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1065,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1066,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1067,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1068,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1069,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1070,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1071,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1072,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1073,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1074,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1075,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1076,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1078,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1079,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1080,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1081,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1082,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1083,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1084,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1085,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1086,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1087,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1088,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1089,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1090,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1091,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1092,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1093,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1094,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1095,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1096,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1097,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1098,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1099,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1100,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1101,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1102,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1103,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1104,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1106,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1107,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1108,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1109,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1110,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1111,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1112,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1113,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1114,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1115,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1116,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1117,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1118,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1119,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1121,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1122,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1123,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1125,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1126,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1127,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1129,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1130,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1131,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1133,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1134,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1135,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1136,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1137,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1138,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1139,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1140,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1141,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1142,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1143,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1144,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1146,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1147,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1148,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1149,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1150,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1151,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1152,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1153,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1154,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1155,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1156,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1157,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1158,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1159,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1160,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1161,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1162,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1163,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1164,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1165,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1166,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1167,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1168,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1169,Forest,Water,Water,Water,Water,NULL,NULL,Water
1170,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1171,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1173,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1174,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1175,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1176,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1177,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1178,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1179,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1180,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1181,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1182,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1183,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1184,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1185,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1187,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1188,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1189,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1190,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1191,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1192,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1193,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1194,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1195,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1196,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1197,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1198,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1199,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1200,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1201,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1202,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1205,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1206,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1207,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1208,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1209,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1210,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1211,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1212,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1213,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1214,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1215,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1216,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1217,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1218,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1219,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1220,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1221,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1222,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1223,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1224,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1225,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1226,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1227,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1228,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1229,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1230,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1231,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1232,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1233,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
1234,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1235,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1236,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1237,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1238,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1239,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1240,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1241,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1242,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1243,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1244,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1245,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1246,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1247,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1248,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1249,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1250,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1251,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1252,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1253,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
