Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R
13546,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
13547,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
13548,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
13549,Forest,Wetland,Water,NULL,Water,Forest,Forest,Water
13550,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
13551,Forest,Wetland,Water,Non_Water,Water,NULL,Forest,Forest
13552,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
13553,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Forest
13554,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
13555,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
13556,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
13557,Forest,Wetland,Water,Non_Water,Water,Wetland,Bareland,Water
13558,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
13559,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
13560,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
13561,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
13562,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
13563,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Water
13564,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Forest
13565,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
13566,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
13567,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
13568,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Water
13569,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
13570,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
13571,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
13572,Forest,Wetland,Water,Water,Water,Wetland,NULL,Forest
13573,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
13574,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
13575,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
13576,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
13577,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
13578,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
13579,Forest,Wetland,Water,Water,Water,Wetland,Forest,Water
13580,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
13581,Forest,Wetland,Water,Water,Water,Bareland,NULL,Water
13582,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Water
13583,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
13584,Forest,Wetland,Water,Water,Water,Bareland,Forest,Forest
13585,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
13586,Forest,Wetland,Water,Water,Water,Water,Water,Water
13587,Forest,Wetland,Water,Water,Water,Water,Water,Forest
13588,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
13589,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
13590,Forest,Wetland,Water,Water,Water,Forest,Water,Water
13591,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
13592,Forest,Wetland,Water,Water,Water,Forest,Forest,Water
13593,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
13594,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13595,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13596,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
13597,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
13598,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
13599,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13600,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13601,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13602,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13603,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
13604,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
13605,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13606,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13607,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13608,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
13609,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
13610,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
13611,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
13612,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
13613,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
13614,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
13615,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13616,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
13617,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
13618,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
13619,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
13620,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
13621,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
13622,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
13623,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
13624,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
13625,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
13626,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
13627,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
13628,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13629,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
13630,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
13631,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
13632,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
13633,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
13634,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
13635,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
13636,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
13637,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13638,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
13639,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
13640,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
13641,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
13642,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
13643,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
13644,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
13645,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13646,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
13647,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13648,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13649,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
13650,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
13651,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
13652,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
13653,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
13654,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
13655,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
13656,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
13657,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
13658,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13659,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
13660,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
13661,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
13662,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13663,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13664,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13665,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
13666,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13667,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Bareland,NULL
13668,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
13669,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
13670,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
13671,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
13672,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
13673,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
13674,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
13675,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13676,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
13677,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
13678,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
13679,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
13680,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
13681,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
13682,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
13683,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
13684,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
13685,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13686,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
13687,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
13688,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
13689,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
13690,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
13691,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
13692,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
13693,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,NULL
13694,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
13695,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
13696,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
13697,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Water
13698,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
13699,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
13700,Forest,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Forest
13701,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
13702,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Water
13703,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
13704,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
13705,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
13706,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
13707,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13708,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13709,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13710,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13711,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
13712,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13713,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13714,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13715,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13716,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
13717,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
13718,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
13719,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
13720,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13721,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
13722,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13723,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13724,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13725,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13726,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13727,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13728,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13729,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13730,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
13731,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
13732,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13733,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13734,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13735,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13736,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13737,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13738,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
13739,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
13740,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
13741,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
13742,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13743,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
13744,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
13745,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
13746,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
13747,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
13748,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
13749,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
13750,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
13751,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
13752,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
13753,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
13754,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
13755,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
13756,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
13757,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
13758,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
13759,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13760,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
13761,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13762,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
13763,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
13764,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
13765,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
13766,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13767,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13768,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13769,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13770,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13771,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
13772,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13773,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13774,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13775,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13776,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13777,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13778,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13779,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13780,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13781,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
13782,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13783,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13784,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13785,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
13786,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
13787,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
13788,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
13789,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
13790,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13791,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13792,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13793,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13794,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13795,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13796,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13797,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13798,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13799,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13800,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13801,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13802,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13803,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13804,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13805,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13806,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13807,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13808,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13809,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13810,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13811,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13812,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13813,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
13814,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13815,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
13816,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13817,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
13818,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13819,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13820,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13821,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13822,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13823,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13824,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
13825,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
13826,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13827,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13828,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13829,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
13830,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
13831,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13832,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13833,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13834,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
13835,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
13836,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
13837,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13838,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13839,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13840,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
13841,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13842,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13843,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13844,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
13845,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13846,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
13847,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13848,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
13849,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13850,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13851,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
13852,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13853,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13854,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13855,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13856,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13857,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
13858,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
13859,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
13860,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13861,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13862,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
13863,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13864,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13865,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13866,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
13867,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13868,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13869,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13870,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13871,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13872,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
13873,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
13874,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13875,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13876,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13877,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
