Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEM_M_R
15664,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
15665,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
15666,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
15667,Forest,Water,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
15668,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
15669,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
15670,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
15671,Forest,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
15672,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
15673,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
15674,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
15675,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
15676,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
15677,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
15678,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
15679,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
15680,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Water
15681,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
15682,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
15683,Forest,Water,NULL,Water,Non_Wetland,Forest,Built-up,Forest
15684,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
15685,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
15686,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
15687,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
15688,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
15689,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15690,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
15691,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
15692,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
15693,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
15694,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
15695,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
15696,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15697,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
15698,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15699,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15700,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15701,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15702,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15703,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15704,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15705,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
15706,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15707,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
15708,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
15709,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
15710,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15711,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
15712,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
15713,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
15714,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15715,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15716,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
15717,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15718,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
15719,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
15720,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15721,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
15722,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15723,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
15724,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15725,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15726,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
15727,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
15728,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
15729,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
15730,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
15731,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
15732,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15733,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
15734,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15735,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15736,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
15737,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15738,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15739,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
15740,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15741,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
15742,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
15743,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
15744,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
15745,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
15746,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
15747,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
15748,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
15749,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
15750,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
15751,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
15752,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
15753,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
15754,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
15755,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
15756,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
15757,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
15758,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
15759,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
15760,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15761,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
15762,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
15763,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
15764,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
15765,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
15766,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
15767,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
15768,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
15769,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
15770,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
15771,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15772,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
15773,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15774,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15775,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
15776,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15777,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15778,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15779,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15780,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15781,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15782,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
15783,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
15784,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15785,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
15786,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
15787,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15788,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15789,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15790,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15791,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
15792,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
15793,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15794,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
15795,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15796,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15797,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
15798,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
15799,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
15800,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
15801,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
15802,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
15803,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
15804,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
15805,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
15806,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
15807,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
15808,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
15809,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
15810,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
15811,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
15812,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15813,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Water
15814,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
15815,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
15816,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
15817,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
15818,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
15819,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
15820,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15821,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
15822,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15823,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
15824,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
15825,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
15826,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
15827,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
15828,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
15829,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
15830,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
15831,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
15832,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
15833,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
15834,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
15835,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
15836,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
15837,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
15838,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
15839,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
15840,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
15841,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
15842,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
15843,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
15844,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
15845,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
15846,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
15847,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
15848,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
15849,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
15850,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
15851,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
15852,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
15853,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
15854,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
15855,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
15856,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Wetland
15857,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
15858,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
15859,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Wetland
15860,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
15861,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
15862,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
15863,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
15864,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
15865,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
15866,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15867,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
15868,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
15869,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15870,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15871,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
15872,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
15873,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
15874,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
15875,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
15876,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15877,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15878,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
15879,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15880,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15881,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Forest
15882,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15883,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15884,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
15885,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
15886,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
15887,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
15888,Forest,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
15889,Forest,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Forest
15890,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
15891,Forest,Water,Grassland,Water,Non_Wetland,Forest,Shrubland,Forest
15892,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
15893,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15894,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15895,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15896,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15897,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15898,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
15899,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15900,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15901,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
15902,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
15903,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
15904,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
15905,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15906,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15907,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15908,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
15909,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15910,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15911,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15912,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15913,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
15914,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
15915,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
15916,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15917,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
15918,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15919,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15920,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15921,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
15922,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15923,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
15924,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15925,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15926,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15927,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15928,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15929,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
15930,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Water
15931,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15932,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Water
15933,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15934,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
15935,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
15936,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
15937,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
15938,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
15939,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
15940,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Water
15941,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15942,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
15943,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
15944,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Cropland
15945,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
15946,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
15947,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Wetland
15948,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
15949,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
15950,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
15951,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
15952,Forest,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
15953,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
15954,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
15955,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
15956,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Water
15957,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
15958,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
15959,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
15960,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
15961,Forest,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
15962,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
15963,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
15964,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
15965,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
15966,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
15967,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
15968,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
15969,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
15970,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
15971,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
15972,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
15973,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
15974,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
15975,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
15976,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
15977,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
15978,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
15979,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
15980,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
15981,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
15982,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
15983,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
15984,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
15985,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
15986,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
15987,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
15988,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,NULL
15989,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
15990,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
15991,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
15992,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
15993,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
15994,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
15995,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Water
15996,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
15997,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
15998,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
15999,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
16000,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
