Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXE_M_R
10670,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
10671,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,NULL
10672,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10673,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10674,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10675,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10676,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10677,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
10678,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
10679,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10680,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10681,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10682,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10683,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
10684,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
10685,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
10686,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
10687,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10688,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10689,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10690,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10691,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10692,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10693,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10694,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
10695,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
10696,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
10697,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
10698,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10699,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10700,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10701,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10702,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10703,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10704,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10705,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10706,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10707,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
10708,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
10709,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
10710,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10711,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10712,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10713,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
10714,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10715,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
10716,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10717,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10718,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10719,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10720,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10721,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10722,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10723,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10724,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10725,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
10726,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
10727,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10728,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
10729,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
10730,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10731,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
10732,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10733,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10734,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10735,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
10736,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
10737,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
10738,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
10739,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10740,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
10741,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
10742,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
10743,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
10744,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
10745,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
10746,Forest,Built-up,Water,NULL,Water,Shrubland,NULL,NULL
10747,Forest,Built-up,Water,NULL,Water,Shrubland,NULL,Grassland
10748,Forest,Built-up,Water,NULL,Water,Wetland,Shrubland,Forest
10749,Forest,Built-up,Water,NULL,Water,Bareland,NULL,NULL
10750,Forest,Built-up,Water,NULL,Water,Bareland,Forest,NULL
10751,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10752,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10753,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10754,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10755,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10756,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10757,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10758,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10759,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10760,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10761,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10762,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10763,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10764,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10765,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10766,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10767,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10768,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10769,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10770,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
10771,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10772,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10773,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10774,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10775,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10776,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10777,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10778,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10779,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10780,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10781,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10782,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10783,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10784,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
10785,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10786,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
10787,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10788,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10789,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10790,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10791,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
10792,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10793,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10794,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10795,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10796,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10797,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10798,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10799,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10800,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
10801,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
10802,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10803,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
10804,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
10805,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
10806,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
10807,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10808,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10809,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10810,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
10811,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
10812,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
10813,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
10814,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
10815,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
10816,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
10817,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10818,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10819,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10820,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10821,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10822,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
10823,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10824,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10825,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10826,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10827,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10828,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10829,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10830,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
10831,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10832,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
10833,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
10834,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
10835,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
10836,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
10837,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
10838,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10839,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
10840,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10841,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10842,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10843,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10844,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10845,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
10846,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10847,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10848,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
10849,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
10850,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
10851,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
10852,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
10853,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10854,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
10855,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
10856,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
10857,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
10858,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
10859,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
10860,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
10861,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
10862,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10863,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10864,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
10865,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
10866,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
10867,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10868,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10869,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
10870,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
10871,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10872,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
10873,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10874,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
10875,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10876,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
10877,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
10878,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
10879,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10880,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
10881,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
10882,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
10883,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
10884,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
10885,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
10886,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
10887,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
10888,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
10889,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
10890,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
10891,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
10892,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10893,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
10894,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10895,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10896,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10897,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10898,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10899,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10900,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10901,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10902,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
10903,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10904,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
10905,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10906,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10907,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
10908,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10909,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10910,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
10911,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10912,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
10913,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10914,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10915,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10916,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10917,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10918,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
10919,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10920,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
10921,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10922,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10923,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
10924,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10925,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10926,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10927,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
10928,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10929,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
10930,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10931,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10932,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10933,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
10934,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10935,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
10936,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
10937,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10938,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
10939,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
10940,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
10941,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
10942,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10943,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
10944,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10945,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
10946,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10947,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
10948,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
10949,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10950,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
10951,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10952,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
10953,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10954,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10955,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
10956,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10957,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
10958,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10959,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10960,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10961,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
10962,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10963,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
10964,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
10965,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
10966,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
10967,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
10968,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
10969,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
10970,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10971,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
10972,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
10973,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
10974,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
10975,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
10976,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
10977,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
10978,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
10979,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
10980,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
10981,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
10982,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10983,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
10984,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10985,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10986,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10987,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
10988,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
10989,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
10990,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10991,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10992,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
10993,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10994,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10995,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10996,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
10997,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
10998,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
10999,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11000,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
11001,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
