Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NYJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NYJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NYJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NYJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NYJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NYJ_M_R
690,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
691,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
692,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
693,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
694,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
695,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
696,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
697,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
698,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
699,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
700,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
701,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
702,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
704,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
705,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
706,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
707,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
708,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
709,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
710,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
711,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
712,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
713,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
714,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
715,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
716,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
717,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
718,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
719,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
720,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
721,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
722,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
723,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
724,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
725,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
726,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
727,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
728,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
729,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
730,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
731,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
732,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
733,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
734,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
735,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
736,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
738,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
739,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
740,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
741,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
742,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
743,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
745,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
746,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
747,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
748,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
749,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
750,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
751,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
752,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
753,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
754,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
755,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
756,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
757,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
758,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
759,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
760,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
761,Wetland,Water,Water,Water,Water,NULL,NULL,Water
762,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
763,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
764,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
765,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
766,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
767,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
768,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
769,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
770,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
771,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
772,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
773,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
774,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
776,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
777,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
778,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
779,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
780,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
781,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
782,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
783,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
784,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
785,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
786,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
787,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
788,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
789,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
790,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
791,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
792,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
793,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
794,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
795,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
796,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
797,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
798,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
799,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
800,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
801,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
803,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
804,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
805,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
806,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
807,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
808,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
809,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
810,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
811,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
812,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
813,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
814,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
815,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
817,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
818,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
819,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
820,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
821,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
822,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
823,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
824,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
825,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
826,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
827,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
828,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
829,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
830,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
831,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
832,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
833,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
834,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
835,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
836,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
837,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
838,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
839,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
840,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
841,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
842,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
843,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
844,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
845,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
846,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
847,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
848,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
849,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
850,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
851,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
852,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
853,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
854,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
855,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
856,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
857,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
858,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
859,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
860,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
861,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
862,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
863,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
864,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
865,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
866,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
867,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
868,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
869,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
870,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
871,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
872,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
873,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
874,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
875,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
876,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
877,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
878,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
879,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
880,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
881,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
882,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
884,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
886,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
887,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
888,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
889,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
890,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
891,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
892,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
893,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
894,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
895,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
896,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
897,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
898,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
899,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
900,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
901,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
902,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
903,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
904,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
905,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
906,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
907,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
908,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
909,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
910,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
911,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
912,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
913,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
914,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
915,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
916,Bareland,Water,Water,Water,Water,NULL,NULL,Water
917,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
918,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
919,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
920,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
921,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
922,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
923,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
924,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
925,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
926,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
927,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
928,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
929,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
930,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
932,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
933,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
934,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
935,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
936,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
937,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
938,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
939,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
940,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
941,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
942,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
943,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
944,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
945,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
946,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
947,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
948,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
949,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
950,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
951,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
952,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
953,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
954,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
955,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
956,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
957,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
958,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
959,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
960,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
961,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
962,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
963,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
964,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
965,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
966,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
967,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
968,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
969,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
970,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
971,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
972,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
973,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
974,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
975,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
976,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
977,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
978,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
979,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
980,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
981,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
982,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
983,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
984,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
985,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
986,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
987,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
988,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
989,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
990,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
991,Water,NULL,Water,NULL,Water,NULL,NULL,Water
992,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
993,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
994,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
995,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
996,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
997,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
998,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
999,Water,NULL,Water,Water,Water,NULL,NULL,Water
1000,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1001,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1003,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1005,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1006,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1008,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1009,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1010,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1011,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1012,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1013,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1014,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1016,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1018,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1020,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1021,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1022,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1023,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1024,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1025,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1026,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
1027,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1028,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1030,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1031,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1032,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1033,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1035,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1036,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1037,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1038,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1039,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1040,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1041,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1042,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1043,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1044,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1045,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
