Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBE_M_R
689,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
690,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
691,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
692,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
693,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
694,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
695,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
696,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
697,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
698,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
699,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
700,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
701,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
702,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
703,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
704,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
705,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
706,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
707,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
708,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
709,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
710,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
711,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
712,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
713,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
714,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
715,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
716,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
717,Water,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
718,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
719,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,NULL
720,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
721,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
722,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
723,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
724,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
725,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
726,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
727,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
728,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
729,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
730,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
731,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
732,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
733,Water,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
734,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
735,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
736,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
737,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
738,Water,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
739,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
740,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,NULL
741,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
742,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
743,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
744,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
745,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
746,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
747,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
748,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
749,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
750,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
751,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
752,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
753,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
754,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
755,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
756,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
757,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
758,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
759,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
760,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
761,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
762,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
763,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
764,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
765,Water,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
766,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
767,Water,Water,Water,NULL,Water,NULL,Water,NULL
768,Water,Water,Water,NULL,Water,NULL,Forest,NULL
769,Water,Water,Water,NULL,Water,Grassland,Wetland,NULL
770,Water,Water,Water,NULL,Water,Grassland,Water,NULL
771,Water,Water,Water,NULL,Water,Wetland,Grassland,NULL
772,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
773,Water,Water,Water,NULL,Water,Wetland,Water,NULL
774,Water,Water,Water,NULL,Water,Wetland,Forest,NULL
775,Water,Water,Water,NULL,Water,Bareland,Grassland,NULL
776,Water,Water,Water,NULL,Water,Bareland,Wetland,NULL
777,Water,Water,Water,NULL,Water,Bareland,Bareland,NULL
778,Water,Water,Water,NULL,Water,Bareland,Water,NULL
779,Water,Water,Water,NULL,Water,Water,Grassland,NULL
780,Water,Water,Water,NULL,Water,Water,Wetland,NULL
781,Water,Water,Water,NULL,Water,Water,Bareland,NULL
782,Water,Water,Water,NULL,Water,Water,Water,NULL
783,Water,Water,Water,NULL,Water,Water,Forest,NULL
784,Water,Water,Water,NULL,Water,Forest,Wetland,NULL
785,Water,Water,Water,NULL,Water,Forest,Water,NULL
786,Water,Water,Water,NULL,Water,Forest,Forest,NULL
787,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
788,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
789,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
790,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
791,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
792,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
793,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
794,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
795,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
796,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
797,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
798,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
799,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
800,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
801,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
802,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
803,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
804,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
805,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
806,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
807,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
808,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
809,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
810,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
811,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
812,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
813,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
814,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
815,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
816,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
817,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
818,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
819,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
820,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
821,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
822,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
823,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
824,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
825,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
826,Water,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
827,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
828,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
829,Water,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
830,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
831,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
832,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
833,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
834,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
835,Water,Forest,Wetland,NULL,Wetland,Water,Water,NULL
836,Water,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
837,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
838,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
839,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
840,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
841,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
842,Water,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
843,Water,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
844,Water,Forest,Built-up,NULL,Non_Wetland,Water,Forest,NULL
845,Water,Forest,Water,NULL,Water,NULL,Water,NULL
846,Water,Forest,Water,NULL,Water,Wetland,Water,NULL
847,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
848,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
849,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
850,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
851,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
852,Water,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
853,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
854,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
855,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
856,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
857,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
858,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
859,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
860,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
861,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
862,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
863,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
864,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,NULL
865,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
866,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
867,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
868,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
869,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
870,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
871,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
872,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
873,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
874,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
875,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
876,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
877,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
878,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
879,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
880,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
881,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
882,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
883,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
884,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
885,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
886,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
887,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
888,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
889,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
890,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
891,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
892,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
893,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
894,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
895,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
896,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
897,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
898,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
899,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
900,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
901,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
902,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
903,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
904,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
905,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
906,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
907,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
908,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
909,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
910,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
911,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
912,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
913,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
914,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
915,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
916,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
917,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
918,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
919,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
920,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
921,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
922,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
923,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
924,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
925,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
926,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
927,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
928,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
929,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
930,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
931,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
932,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
933,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
934,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
935,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
936,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
937,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
938,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
939,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
940,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
941,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
942,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
943,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
944,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
945,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
946,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
947,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
948,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
949,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
950,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
951,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
952,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
953,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
954,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
955,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
956,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
957,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
958,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
959,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
960,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
961,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
962,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
963,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,NULL
964,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
965,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
966,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
967,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
968,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
969,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
970,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
971,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
972,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
973,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
974,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
975,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
976,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
977,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
978,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
979,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
980,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
981,Forest,NULL,Water,NULL,Water,Wetland,Grassland,NULL
982,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
983,Forest,NULL,Water,NULL,Water,Bareland,Grassland,NULL
984,Forest,NULL,Water,NULL,Water,Bareland,Forest,NULL
985,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
986,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
987,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
988,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
989,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
990,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
991,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
992,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
993,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
994,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
995,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
996,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
997,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
998,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
999,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1000,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1001,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1002,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1003,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1004,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1005,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1006,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1007,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1008,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
1009,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
1010,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
1011,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1012,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1013,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1014,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
1015,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1016,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1017,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1018,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1019,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1020,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1021,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1022,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1023,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1024,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1025,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1026,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1027,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1028,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
1029,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1030,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1031,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1032,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1033,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1034,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1035,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1036,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1037,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,NULL
1038,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1039,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
1040,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,NULL
1041,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1042,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,NULL
1043,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1044,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1045,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1046,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1047,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
