Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTD_M_R
6908,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6909,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6910,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6911,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6912,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6913,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6914,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6915,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6916,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6917,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6918,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6919,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
6920,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6921,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6922,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6923,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
6924,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6925,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6926,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
6927,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
6928,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
6929,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6930,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6931,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6932,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6933,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6934,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6935,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6936,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
6937,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
6938,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
6939,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6940,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6941,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6942,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6943,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6944,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
6945,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6946,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6947,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6948,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6949,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6950,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6951,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6952,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6953,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6954,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6955,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
6956,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6957,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
6958,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
6959,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6960,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6961,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6962,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6963,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
6964,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6965,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6966,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
6967,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6968,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
6969,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6970,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
6971,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
6972,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6973,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6974,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6975,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6976,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6977,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
6978,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
6979,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6980,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
6981,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6982,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6983,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
6984,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6985,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6986,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6987,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
6988,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
6989,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6990,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6991,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6992,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
6993,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6994,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
6995,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6996,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
6997,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
6998,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
6999,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7000,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7001,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
7002,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7003,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Built-up
7004,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
7005,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
7006,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7007,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
7008,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
7009,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
7010,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7011,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
7012,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
7013,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
7014,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
7015,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
7016,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
7017,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
7018,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
7019,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
7020,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
7021,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
7022,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
7023,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
7024,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
7025,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7026,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
7027,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
7028,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
7029,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
7030,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
7031,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
7032,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7033,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
7034,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Built-up
7035,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
7036,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7037,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
7038,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
7039,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
7040,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
7041,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
7042,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
7043,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
7044,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
7045,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
7046,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7047,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
7048,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7049,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
7050,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
7051,Bareland,NULL,Wetland,Water,Wetland,Bareland,Built-up,Bareland
7052,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
7053,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
7054,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
7055,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
7056,Bareland,NULL,Wetland,Water,Wetland,Built-up,Water,Bareland
7057,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
7058,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
7059,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
7060,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7061,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
7062,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7063,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7064,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7065,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
7066,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
7067,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7068,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
7069,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
7070,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
7071,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
7072,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
7073,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
7074,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
7075,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7076,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7077,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7078,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7079,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7080,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
7081,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
7082,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7083,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7084,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
7085,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
7086,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7087,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
7088,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
7089,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
7090,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7091,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7092,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
7093,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7094,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7095,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7096,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7097,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7098,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7099,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7100,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7101,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7102,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7103,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7104,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7105,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7106,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
7107,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7108,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7109,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7110,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7111,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7112,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7113,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7114,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7115,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7116,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7117,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7118,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7119,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
7120,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
7121,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
7122,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
7123,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
7124,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7125,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
7126,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
7127,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
7128,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
7129,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7130,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7131,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7132,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
7133,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7134,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
7135,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
7136,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
7137,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7138,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7139,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
7140,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
7141,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
7142,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
7143,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7144,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
7145,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
7146,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7147,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7148,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
7149,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
7150,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7151,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
7152,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
7153,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
7154,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
7155,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
7156,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
7157,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
7158,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
7159,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
7160,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7161,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Bareland
7162,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Forest
7163,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
7164,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Bareland
7165,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Built-up
7166,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Water
7167,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Forest
7168,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
7169,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Forest
7170,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
7171,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
7172,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
7173,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
7174,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
7175,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
7176,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
7177,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
7178,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
7179,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
7180,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
7181,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
7182,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
7183,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7184,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
7185,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
7186,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
7187,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
7188,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
7189,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
7190,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
7191,Bareland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
7192,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
7193,Bareland,NULL,Water,NULL,Water,Water,Water,Bareland
7194,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Water
7195,Bareland,NULL,Water,Water,Water,NULL,Water,Water
7196,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
7197,Bareland,NULL,Water,Water,Water,Water,Water,Water
7198,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7199,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7200,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7201,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7202,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7203,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7204,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
7205,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
7206,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7207,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7208,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
7209,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7210,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7211,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7212,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7213,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7214,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7215,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7216,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7217,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7218,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7219,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7220,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7221,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7222,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7223,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7224,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7225,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7226,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7227,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7228,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7229,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7230,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7231,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7232,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
7233,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7234,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7235,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
