Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCB_M_R
13074,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
13075,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
13076,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
13077,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
13078,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
13079,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
13080,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
13081,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
13082,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
13083,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
13084,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
13085,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
13086,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
13087,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
13088,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
13089,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
13090,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
13091,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13092,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
13093,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13094,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
13095,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
13096,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
13097,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13098,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
13099,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13100,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
13101,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
13102,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
13103,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
13104,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
13105,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13106,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
13107,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13108,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13109,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
13110,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13111,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
13112,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
13113,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
13114,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
13115,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
13116,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13117,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13118,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
13119,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
13120,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
13121,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
13122,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
13123,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
13124,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
13125,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
13126,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
13127,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
13128,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
13129,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
13130,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
13131,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
13132,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
13133,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
13134,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13135,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
13136,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
13137,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
13138,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
13139,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
13140,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
13141,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
13142,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
13143,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
13144,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
13145,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
13146,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
13147,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
13148,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
13149,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
13150,Forest,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
13151,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
13152,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
13153,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Bareland
13154,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
13155,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
13156,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
13157,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
13158,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
13159,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
13160,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
13161,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
13162,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
13163,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
13164,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
13165,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
13166,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13167,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
13168,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13169,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
13170,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13171,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13172,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13173,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13174,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13175,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13176,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13177,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13178,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13179,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13180,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13181,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13182,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13183,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13184,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13185,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13186,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
13187,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
13188,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
13189,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13190,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13191,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
13192,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13193,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13194,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
13195,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
13196,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
13197,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
13198,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13199,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13200,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
13201,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13202,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13203,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13204,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13205,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13206,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13207,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13208,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13209,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13210,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13211,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
13212,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13213,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13214,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
13215,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
13216,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
13217,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
13218,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
13219,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
13220,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
13221,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
13222,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
13223,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
13224,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13225,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
13226,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
13227,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13228,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13229,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13230,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13231,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
13232,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13233,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13234,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
13235,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13236,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13237,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
13238,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13239,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
13240,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
13241,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13242,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13243,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13244,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
13245,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13246,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
13247,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13248,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
13249,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
13250,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Bareland
13251,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
13252,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13253,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
13254,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
13255,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
13256,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
13257,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
13258,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
13259,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
13260,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
13261,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
13262,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
13263,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
13264,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
13265,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
13266,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
13267,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
13268,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
13269,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
13270,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
13271,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
13272,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
13273,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
13274,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
13275,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
13276,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
13277,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
13278,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
13279,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
13280,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
13281,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
13282,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
13283,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
13284,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
13285,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
13286,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
13287,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
13288,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
13289,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13290,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13291,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
13292,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
13293,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
13294,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
13295,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
13296,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
13297,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
13298,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13299,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13300,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13301,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
13302,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13303,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13304,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
13305,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13306,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
13307,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
13308,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
13309,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
13310,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
13311,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
13312,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
13313,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
13314,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13315,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
13316,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
13317,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13318,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
13319,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
13320,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
13321,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
13322,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
13323,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
13324,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
13325,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
13326,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
13327,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
13328,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13329,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13330,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
13331,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
13332,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13333,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13334,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
13335,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
13336,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13337,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
13338,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
13339,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
13340,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
13341,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
13342,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
13343,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
13344,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
13345,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
13346,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
13347,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
13348,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
13349,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
13350,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
13351,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
13352,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
13353,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
13354,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
13355,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
13356,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
13357,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
13358,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
13359,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
13360,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
13361,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
13362,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13363,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13364,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13365,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
13366,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
13367,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
13368,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13369,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
13370,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
13371,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13372,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13373,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13374,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13375,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13376,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
13377,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
13378,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Water
13379,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13380,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13381,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
13382,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13383,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
13384,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
13385,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
13386,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
13387,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
13388,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
13389,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
13390,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Water
13391,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13392,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
13393,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
13394,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
13395,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
13396,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
13397,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
13398,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
13399,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest,Forest
13400,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
13401,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
13402,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
13403,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
13404,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
13405,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
13406,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
13407,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
13408,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
13409,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Bareland
13410,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
13411,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
13412,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
13413,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
13414,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
13415,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
