Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGT_M_R
5130,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5131,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
5132,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5133,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5134,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5135,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5136,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5137,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5138,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5139,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5140,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5141,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5142,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5143,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5144,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5145,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5146,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5147,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5148,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5149,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5150,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5151,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5152,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5153,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5154,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5155,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5156,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5157,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5158,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5159,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5160,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5161,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5162,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5163,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5164,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5165,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5166,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5167,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5168,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5169,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5170,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5171,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5172,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5173,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5174,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
5175,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5176,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5177,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5178,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5179,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5180,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5181,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5182,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5183,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5184,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5185,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5186,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5187,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5188,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5189,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5190,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
5191,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
5192,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
5193,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5194,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5195,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5196,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5197,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5198,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5199,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5200,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5201,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5202,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
5203,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5204,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5205,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
5206,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
5207,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5208,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5209,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5210,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5211,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5212,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5213,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5214,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5215,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5216,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5217,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5218,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5219,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5220,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5221,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
5222,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5223,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5224,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5225,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5226,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5227,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5228,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5229,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5230,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5231,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5232,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5233,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5234,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5235,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
5236,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5237,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
5238,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5239,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5240,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5241,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5242,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
5243,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5244,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5245,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5246,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5247,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
5248,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
5249,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
5250,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5251,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5252,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5253,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
5254,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5255,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5256,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5257,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5258,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5259,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5260,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5261,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5262,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5263,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5264,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
5265,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5266,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5267,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
5268,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5269,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5270,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
5271,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5272,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5273,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5274,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5275,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5276,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5277,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5278,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5279,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5280,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5281,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5282,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5283,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5284,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5285,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5286,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5287,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5288,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5289,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5290,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5291,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5292,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5293,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5294,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5295,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5296,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5297,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5298,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5299,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5300,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5301,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5302,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5303,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5304,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5305,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5306,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5307,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5308,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5309,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5310,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5311,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5312,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5313,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5314,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5315,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5316,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5317,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5318,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5319,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5320,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5321,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5322,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5323,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5324,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5325,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5326,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5327,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5328,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
5329,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5330,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
5331,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5332,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5333,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5334,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5335,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5336,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
5337,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5338,Cropland,Cropland,Wetland,Water,Wetland,Cropland,Grassland,Grassland
5339,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5340,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5341,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5342,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
5343,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5344,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5345,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5346,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5347,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5348,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5349,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5350,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5351,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5352,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5353,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5354,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5355,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5356,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5357,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5358,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5359,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5360,Cropland,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
5361,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5362,Cropland,Cropland,Water,Water,Water,Cropland,Grassland,Grassland
5363,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5364,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5365,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5366,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5367,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5368,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5369,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5370,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5371,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5372,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5373,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5374,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5375,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5376,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5377,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5378,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5379,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5380,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5381,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5382,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5383,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5384,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5385,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5386,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5387,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5388,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5389,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5390,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5391,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5392,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5393,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5394,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5395,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5396,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5397,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5398,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5399,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5400,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5401,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5402,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5403,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5404,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5405,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5406,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5407,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5408,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5409,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5410,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5411,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5412,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5413,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5414,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
5415,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
5416,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5417,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5418,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5419,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5420,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5421,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5422,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5423,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5424,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5425,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5426,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5427,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5428,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5429,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5430,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
5431,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
5432,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5433,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5434,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
5435,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5436,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5437,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5438,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5439,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
