Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUT_M_R
867,Cropland,Cropland,Wetland,Water,Wetland,Water
868,Cropland,Cropland,Wetland,Water,Wetland,Forest
869,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
870,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
871,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
872,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
873,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
874,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
875,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
876,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
877,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
878,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
879,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
880,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
881,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
882,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
883,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
884,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
885,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
886,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
887,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
888,Cropland,Cropland,Water,NULL,Water,Grassland
889,Cropland,Cropland,Water,NULL,Water,Cropland
890,Cropland,Cropland,Water,NULL,Water,Bareland
891,Cropland,Cropland,Water,NULL,Water,Water
892,Cropland,Cropland,Water,NULL,Water,Forest
893,Cropland,Cropland,Water,Non_Water,Water,Grassland
894,Cropland,Cropland,Water,Non_Water,Water,Cropland
895,Cropland,Cropland,Water,Non_Water,Water,Bareland
896,Cropland,Cropland,Water,Non_Water,Water,Water
897,Cropland,Cropland,Water,Non_Water,Water,Forest
898,Cropland,Cropland,Water,Water,Water,Grassland
899,Cropland,Cropland,Water,Water,Water,Cropland
900,Cropland,Cropland,Water,Water,Water,Bareland
901,Cropland,Cropland,Water,Water,Water,Water
902,Cropland,Cropland,Water,Water,Water,Forest
903,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
904,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
905,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
906,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
907,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
908,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
909,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
910,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
911,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
912,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
913,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
914,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Built-up
915,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
916,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
917,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
918,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
919,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
920,Cropland,Cropland,Forest,Water,Non_Wetland,Water
921,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
922,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
923,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
924,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
925,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
926,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
927,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
928,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
929,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
930,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
931,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
932,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
933,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland
934,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
935,Cropland,Bareland,Wetland,Non_Water,Wetland,Forest
936,Cropland,Bareland,Wetland,Water,Wetland,Bareland
937,Cropland,Bareland,Wetland,Water,Wetland,Water
938,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
939,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
940,Cropland,Bareland,Water,Water,Water,Water
941,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
942,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
943,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
944,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
945,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
946,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
947,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
948,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
949,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
950,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
951,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
952,Cropland,Built-up,Shrubland,Water,Non_Wetland,Forest
953,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
954,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
955,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
956,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
957,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
958,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
959,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
960,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
961,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
962,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
963,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
964,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
965,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
966,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
967,Cropland,Built-up,Wetland,NULL,Wetland,Water
968,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
969,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
970,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
971,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
972,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
973,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
974,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
975,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
976,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
977,Cropland,Built-up,Water,NULL,Water,Grassland
978,Cropland,Built-up,Water,Water,Water,Water
979,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
980,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
981,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
982,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
983,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
984,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
985,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
986,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Built-up
987,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Water
988,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
989,Cropland,Built-up,Forest,Water,Non_Wetland,Water
990,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
991,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
992,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
993,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
994,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
995,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
996,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
997,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
998,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
999,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
1000,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1001,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
1002,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1003,Cropland,Water,Grassland,NULL,Non_Wetland,Water
1004,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1005,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1006,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1007,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1008,Cropland,Water,Cropland,NULL,Non_Wetland,Built-up
1009,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1010,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1011,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1012,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1013,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
1014,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1015,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1016,Cropland,Water,Cropland,Water,Non_Wetland,Water
1017,Cropland,Water,Wetland,NULL,Wetland,Water
1018,Cropland,Water,Wetland,NULL,Wetland,Forest
1019,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
1020,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1021,Cropland,Water,Wetland,Non_Water,Wetland,Bareland
1022,Cropland,Water,Wetland,Non_Water,Wetland,Water
1023,Cropland,Water,Wetland,Non_Water,Wetland,Forest
1024,Cropland,Water,Wetland,Water,Wetland,Grassland
1025,Cropland,Water,Wetland,Water,Wetland,Cropland
1026,Cropland,Water,Wetland,Water,Wetland,Bareland
1027,Cropland,Water,Wetland,Water,Wetland,Water
1028,Cropland,Water,Wetland,Water,Wetland,Forest
1029,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1030,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1031,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1032,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1033,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1034,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
1035,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
1036,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
1037,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1038,Cropland,Water,Bareland,Water,Non_Wetland,Water
1039,Cropland,Water,Bareland,Water,Non_Wetland,Forest
1040,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
1041,Cropland,Water,Built-up,Water,Non_Wetland,Bareland
1042,Cropland,Water,Water,NULL,Water,Grassland
1043,Cropland,Water,Water,NULL,Water,Water
1044,Cropland,Water,Water,NULL,Water,Forest
1045,Cropland,Water,Water,Non_Water,Water,Bareland
1046,Cropland,Water,Water,Non_Water,Water,Water
1047,Cropland,Water,Water,Non_Water,Water,Forest
1048,Cropland,Water,Water,Water,Water,Grassland
1049,Cropland,Water,Water,Water,Water,Bareland
1050,Cropland,Water,Water,Water,Water,Water
1051,Cropland,Water,Water,Water,Water,Forest
1052,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1053,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1054,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1055,Cropland,Water,Forest,NULL,Non_Wetland,Water
1056,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1057,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
1058,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
1059,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
1060,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
1061,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1062,Cropland,Water,Forest,Water,Non_Wetland,Grassland
1063,Cropland,Water,Forest,Water,Non_Wetland,Water
1064,Cropland,Water,Forest,Water,Non_Wetland,Forest
1065,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
1066,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1067,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1068,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1069,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1070,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1071,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1072,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1073,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1074,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1075,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1076,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1077,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1078,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1079,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1080,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1081,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Water
1082,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1083,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1084,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1085,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1086,Cropland,Forest,Cropland,NULL,Non_Wetland,Water
1087,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1088,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1089,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1090,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water
1091,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1092,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1093,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1094,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
1095,Cropland,Forest,Cropland,Water,Non_Wetland,Water
1096,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
1097,Cropland,Forest,Wetland,Non_Water,Wetland,Water
1098,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1099,Cropland,Forest,Wetland,Water,Wetland,Grassland
1100,Cropland,Forest,Wetland,Water,Wetland,Water
1101,Cropland,Forest,Wetland,Water,Wetland,Forest
1102,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1103,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1104,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1105,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1106,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1107,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1108,Cropland,Forest,Bareland,Water,Non_Wetland,Water
1109,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1110,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1111,Cropland,Forest,Built-up,Water,Non_Wetland,Bareland
1112,Cropland,Forest,Built-up,Water,Non_Wetland,Forest
1113,Cropland,Forest,Water,Non_Water,Water,Grassland
1114,Cropland,Forest,Water,Non_Water,Water,Forest
1115,Cropland,Forest,Water,Water,Water,Water
1116,Cropland,Forest,Water,Water,Water,Forest
1117,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1118,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1119,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1120,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1121,Cropland,Forest,Forest,NULL,Non_Wetland,Water
1122,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1123,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1124,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1125,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1126,Cropland,Forest,Forest,Non_Water,Non_Wetland,Built-up
1127,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water
1128,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1129,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1130,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
1131,Cropland,Forest,Forest,Water,Non_Wetland,Bareland
1132,Cropland,Forest,Forest,Water,Non_Wetland,Water
1133,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1134,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1135,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1136,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1137,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1138,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1139,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1140,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1141,Wetland,NULL,Wetland,Water,Wetland,Water
1142,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1143,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1144,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1145,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1146,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1147,Wetland,NULL,Water,Water,Water,Water
1148,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1149,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1150,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1151,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1152,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1153,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1154,Wetland,NULL,Forest,Water,Non_Wetland,Water
1155,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1156,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1157,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1158,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1159,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1160,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1161,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1162,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1163,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1164,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1165,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1166,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
1167,Wetland,Cropland,Wetland,Water,Wetland,Water
1168,Wetland,Cropland,Water,NULL,Water,Forest
1169,Wetland,Cropland,Water,Non_Water,Water,Forest
1170,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1171,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1172,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1173,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1174,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1175,Wetland,Wetland,Water,Water,Water,Water
1176,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1177,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1178,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1179,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1180,Wetland,Bareland,Forest,NULL,Non_Wetland,Grassland
1181,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1182,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1183,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1184,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1185,Wetland,Water,Wetland,Water,Wetland,Water
1186,Wetland,Water,Water,NULL,Water,Wetland
1187,Wetland,Water,Water,Water,Water,Grassland
1188,Wetland,Water,Water,Water,Water,Water
1189,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1190,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1191,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1192,Wetland,Water,Forest,NULL,Non_Wetland,Water
1193,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1194,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1195,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1196,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1197,Wetland,Water,Forest,Water,Non_Wetland,Water
1198,Wetland,Water,Forest,Water,Non_Wetland,Forest
1199,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1200,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1201,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1202,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1203,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1204,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1205,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1206,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1207,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1208,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1209,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1210,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1211,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1212,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1213,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1214,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1215,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1216,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1217,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1218,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1219,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1220,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1221,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1222,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1223,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1224,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1225,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1226,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1227,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1228,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1229,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1230,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1231,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1232,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1233,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1234,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1235,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1236,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1237,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1238,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1239,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1240,Bareland,NULL,Wetland,NULL,Wetland,Forest
1241,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1242,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
1243,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1244,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1245,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1246,Bareland,NULL,Wetland,Water,Wetland,Grassland
1247,Bareland,NULL,Wetland,Water,Wetland,Bareland
1248,Bareland,NULL,Wetland,Water,Wetland,Water
1249,Bareland,NULL,Wetland,Water,Wetland,Forest
1250,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1251,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1252,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1253,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1254,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1255,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1256,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1257,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1258,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1259,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1260,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1261,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1262,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1263,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1264,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1265,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1266,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1267,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1268,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1269,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1270,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1271,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1272,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
1273,Bareland,NULL,Water,NULL,Water,Bareland
1274,Bareland,NULL,Water,NULL,Water,Water
1275,Bareland,NULL,Water,Non_Water,Water,Grassland
1276,Bareland,NULL,Water,Non_Water,Water,Cropland
1277,Bareland,NULL,Water,Non_Water,Water,Bareland
1278,Bareland,NULL,Water,Non_Water,Water,Water
1279,Bareland,NULL,Water,Non_Water,Water,Forest
1280,Bareland,NULL,Water,Water,Water,Grassland
1281,Bareland,NULL,Water,Water,Water,Bareland
1282,Bareland,NULL,Water,Water,Water,Water
1283,Bareland,NULL,Water,Water,Water,Forest
1284,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1285,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1286,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1287,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1288,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1289,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1290,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1291,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1292,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
