Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHV_M_R
21853,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
21854,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
21855,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
21856,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
21857,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
21858,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
21859,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
21860,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
21861,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Forest
21862,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
21863,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
21864,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
21865,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
21866,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Built-up
21867,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
21868,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
21869,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
21870,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
21871,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Forest
21872,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Forest
21873,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
21874,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
21875,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
21876,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
21877,Forest,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
21878,Forest,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Built-up
21879,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
21880,Forest,Built-up,Water,NULL,Water,NULL,NULL,Water
21881,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
21882,Forest,Built-up,Water,NULL,Water,NULL,Bareland,Forest
21883,Forest,Built-up,Water,NULL,Water,NULL,Built-up,Grassland
21884,Forest,Built-up,Water,NULL,Water,NULL,Built-up,Water
21885,Forest,Built-up,Water,NULL,Water,NULL,Built-up,Forest
21886,Forest,Built-up,Water,NULL,Water,NULL,Water,Grassland
21887,Forest,Built-up,Water,NULL,Water,NULL,Water,Forest
21888,Forest,Built-up,Water,NULL,Water,NULL,Forest,Forest
21889,Forest,Built-up,Water,NULL,Water,Wetland,NULL,Grassland
21890,Forest,Built-up,Water,NULL,Water,Wetland,NULL,Forest
21891,Forest,Built-up,Water,NULL,Water,Wetland,Water,Water
21892,Forest,Built-up,Water,NULL,Water,Wetland,Water,Forest
21893,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
21894,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
21895,Forest,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
21896,Forest,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
21897,Forest,Built-up,Water,NULL,Water,Built-up,Water,Forest
21898,Forest,Built-up,Water,NULL,Water,Water,NULL,Water
21899,Forest,Built-up,Water,NULL,Water,Water,NULL,Forest
21900,Forest,Built-up,Water,NULL,Water,Water,Bareland,Grassland
21901,Forest,Built-up,Water,NULL,Water,Water,Bareland,Bareland
21902,Forest,Built-up,Water,NULL,Water,Water,Bareland,Forest
21903,Forest,Built-up,Water,NULL,Water,Water,Built-up,Water
21904,Forest,Built-up,Water,NULL,Water,Water,Built-up,Forest
21905,Forest,Built-up,Water,NULL,Water,Water,Water,Water
21906,Forest,Built-up,Water,NULL,Water,Water,Forest,Water
21907,Forest,Built-up,Water,NULL,Water,Water,Forest,Forest
21908,Forest,Built-up,Water,NULL,Water,Forest,NULL,Water
21909,Forest,Built-up,Water,NULL,Water,Forest,NULL,Forest
21910,Forest,Built-up,Water,NULL,Water,Forest,Bareland,Forest
21911,Forest,Built-up,Water,NULL,Water,Forest,Built-up,Forest
21912,Forest,Built-up,Water,NULL,Water,Forest,Water,Forest
21913,Forest,Built-up,Water,NULL,Water,Forest,Forest,Forest
21914,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
21915,Forest,Built-up,Water,Non_Water,Water,NULL,Wetland,Grassland
21916,Forest,Built-up,Water,Non_Water,Water,NULL,Water,Forest
21917,Forest,Built-up,Water,Non_Water,Water,NULL,Forest,Forest
21918,Forest,Built-up,Water,Non_Water,Water,Wetland,NULL,Water
21919,Forest,Built-up,Water,Non_Water,Water,Wetland,NULL,Forest
21920,Forest,Built-up,Water,Non_Water,Water,Wetland,Built-up,Forest
21921,Forest,Built-up,Water,Non_Water,Water,Wetland,Forest,Forest
21922,Forest,Built-up,Water,Non_Water,Water,Water,NULL,Water
21923,Forest,Built-up,Water,Non_Water,Water,Water,Built-up,Forest
21924,Forest,Built-up,Water,Non_Water,Water,Water,Water,Bareland
21925,Forest,Built-up,Water,Non_Water,Water,Water,Water,Water
21926,Forest,Built-up,Water,Non_Water,Water,Forest,NULL,Forest
21927,Forest,Built-up,Water,Non_Water,Water,Forest,Wetland,Forest
21928,Forest,Built-up,Water,Non_Water,Water,Forest,Built-up,Forest
21929,Forest,Built-up,Water,Non_Water,Water,Forest,Forest,Forest
21930,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
21931,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
21932,Forest,Built-up,Water,Water,Water,NULL,Wetland,Water
21933,Forest,Built-up,Water,Water,Water,NULL,Wetland,Forest
21934,Forest,Built-up,Water,Water,Water,NULL,Water,Grassland
21935,Forest,Built-up,Water,Water,Water,NULL,Water,Water
21936,Forest,Built-up,Water,Water,Water,NULL,Water,Forest
21937,Forest,Built-up,Water,Water,Water,NULL,Forest,Forest
21938,Forest,Built-up,Water,Water,Water,Wetland,NULL,Forest
21939,Forest,Built-up,Water,Water,Water,Wetland,Water,Forest
21940,Forest,Built-up,Water,Water,Water,Built-up,NULL,Grassland
21941,Forest,Built-up,Water,Water,Water,Built-up,Built-up,Water
21942,Forest,Built-up,Water,Water,Water,Water,NULL,Water
21943,Forest,Built-up,Water,Water,Water,Water,NULL,Forest
21944,Forest,Built-up,Water,Water,Water,Water,Grassland,Forest
21945,Forest,Built-up,Water,Water,Water,Water,Bareland,Forest
21946,Forest,Built-up,Water,Water,Water,Water,Built-up,Water
21947,Forest,Built-up,Water,Water,Water,Water,Built-up,Forest
21948,Forest,Built-up,Water,Water,Water,Water,Water,Water
21949,Forest,Built-up,Water,Water,Water,Water,Water,Forest
21950,Forest,Built-up,Water,Water,Water,Water,Forest,Water
21951,Forest,Built-up,Water,Water,Water,Water,Forest,Forest
21952,Forest,Built-up,Water,Water,Water,Forest,NULL,Forest
21953,Forest,Built-up,Water,Water,Water,Forest,Built-up,Forest
21954,Forest,Built-up,Water,Water,Water,Forest,Water,Forest
21955,Forest,Built-up,Water,Water,Water,Forest,Forest,Forest
21956,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
21957,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
21958,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
21959,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
21960,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
21961,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
21962,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
21963,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Water
21964,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
21965,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
21966,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
21967,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
21968,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
21969,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
21970,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
21971,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
21972,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
21973,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
21974,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
21975,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
21976,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Water
21977,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
21978,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
21979,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Bareland
21980,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Built-up
21981,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Water
21982,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
21983,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
21984,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
21985,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
21986,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
21987,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Water
21988,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
21989,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
21990,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21991,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
21992,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
21993,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
21994,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
21995,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
21996,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
21997,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
21998,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
21999,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
22000,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
22001,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
22002,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
22003,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
22004,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
22005,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
22006,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
22007,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
22008,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
22009,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
22010,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
22011,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
22012,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
22013,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
22014,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
22015,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Water
22016,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
22017,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
22018,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
22019,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
22020,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
22021,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
22022,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
22023,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
22024,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
22025,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
22026,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
22027,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
22028,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
22029,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
22030,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
22031,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Water
22032,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
22033,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
22034,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
22035,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
22036,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
22037,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
22038,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
22039,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
22040,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
22041,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
22042,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
22043,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
22044,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
22045,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
22046,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
22047,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
22048,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
22049,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
22050,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
22051,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
22052,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
22053,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
22054,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
22055,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
22056,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
22057,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
22058,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
22059,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
22060,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
22061,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
22062,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Grassland
22063,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Water
22064,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
22065,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
22066,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
22067,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
22068,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
22069,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Water
22070,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
22071,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Water
22072,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
22073,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
22074,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
22075,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Water
22076,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
22077,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
22078,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
22079,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
22080,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
22081,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Water
22082,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
22083,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
22084,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
22085,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
22086,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
22087,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
22088,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
22089,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Bareland
22090,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
22091,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Water
22092,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
22093,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Bareland
22094,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
22095,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
22096,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
22097,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
22098,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Water
22099,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
22100,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
22101,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
22102,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
22103,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
22104,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Water
22105,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
22106,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
22107,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
22108,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
22109,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22110,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
22111,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
22112,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
22113,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Water
22114,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Forest
22115,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,NULL,Grassland
22116,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,NULL,Forest
22117,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Forest
22118,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Forest
22119,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
22120,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
22121,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,Built-up,Water
22122,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
22123,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Forest
22124,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
22125,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
22126,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
22127,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
22128,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
22129,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
22130,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
22131,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Cropland
22132,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
22133,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Wetland,Forest
22134,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
22135,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,NULL,Forest
22136,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Built-up,Forest
22137,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
22138,Forest,Built-up,Forest,Water,Non_Wetland,Built-up,Forest,Forest
22139,Forest,Built-up,Forest,Water,Non_Wetland,Water,NULL,Forest
22140,Forest,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Forest
22141,Forest,Built-up,Forest,Water,Non_Wetland,Water,Water,Forest
22142,Forest,Built-up,Forest,Water,Non_Wetland,Forest,NULL,Forest
22143,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Built-up,Forest
22144,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Water,Forest
22145,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Forest,Forest
22146,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
22147,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
22148,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
22149,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
22150,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
22151,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
22152,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
22153,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
22154,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
22155,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
22156,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
22157,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
22158,Forest,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
22159,Forest,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Water
22160,Forest,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
22161,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
22162,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
22163,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
22164,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
22165,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
22166,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
22167,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
22168,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
22169,Forest,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
22170,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
22171,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
22172,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
22173,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
22174,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
22175,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
22176,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
22177,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
22178,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Water
22179,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
22180,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
22181,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Built-up
22182,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
22183,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
22184,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
22185,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
22186,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
22187,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
22188,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
22189,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
22190,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
22191,Forest,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
22192,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
22193,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Water,Forest
22194,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
22195,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
22196,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
22197,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
22198,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
