Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQD_M_R
3321,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3322,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3323,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3324,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3325,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3326,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Wetland,Grassland
3327,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Wetland
3328,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Water
3329,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3330,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3331,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3332,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3333,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3334,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3335,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3336,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3337,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3338,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3339,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3340,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3341,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3342,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3343,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3344,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3345,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3346,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3347,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3348,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3349,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3350,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3351,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3352,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3353,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3354,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
3355,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
3356,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
3357,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
3358,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3359,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3360,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3361,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3362,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3363,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3364,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3365,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3366,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3367,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3368,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3369,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
3370,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3371,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3372,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3373,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3374,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3375,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3376,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3377,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
3378,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3379,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3380,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3381,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3382,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
3383,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3384,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3385,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3386,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3387,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3388,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
3389,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
3390,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3391,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3392,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3393,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3394,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3395,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3396,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3397,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3398,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3399,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3400,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3401,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3402,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3403,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3404,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3405,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3406,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3407,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
3408,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3409,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3410,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3411,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3412,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3413,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3414,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3415,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3416,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3417,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3418,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3419,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3420,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3421,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3422,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3423,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3424,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3425,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3426,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3427,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
3428,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
3429,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3430,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
3431,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3432,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3433,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3434,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3435,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
3436,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3437,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3438,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
3439,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3440,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3441,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3442,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3443,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3444,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
3445,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
3446,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3447,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
3448,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3449,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3450,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
3451,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
3452,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
3453,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
3454,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Wetland
3455,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Forest
3456,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3457,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3458,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3459,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3460,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3461,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3462,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3463,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3464,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3465,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3466,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3467,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3468,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3469,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3470,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3471,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3472,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3473,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3474,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3475,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3476,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3477,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3478,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3479,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3480,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
3481,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
3482,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3483,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3484,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3485,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3486,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3487,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
3488,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3489,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
3490,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
3491,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
3492,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3493,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3494,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3495,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3496,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3497,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3498,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3499,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3500,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3501,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3502,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3503,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3504,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3505,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3506,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3507,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3508,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3509,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
3510,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3511,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3512,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3513,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3514,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3515,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
3516,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3517,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3518,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3519,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3520,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3521,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3522,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3523,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
3524,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3525,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3526,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3527,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3528,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3529,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3530,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3531,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3532,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3533,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3534,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3535,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3536,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3537,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3538,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3539,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3540,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3541,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3542,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3543,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3544,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3545,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3547,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
3548,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3549,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3550,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
3551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3552,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
3553,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
3554,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
3555,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3556,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
3557,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3558,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3559,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3560,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3561,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
3562,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
3563,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3564,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
3565,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3566,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3567,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
3568,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
3569,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3570,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3571,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3572,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3573,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3574,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3575,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3576,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3577,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3578,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3579,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3580,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3581,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3582,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3583,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3584,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3585,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3586,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3587,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3588,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3589,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3590,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3591,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3592,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3593,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3594,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3595,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
3596,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3597,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3598,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3599,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3600,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
3601,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3602,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3603,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3604,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3605,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3606,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3607,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3608,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3609,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3610,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
3611,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
3612,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
3613,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3614,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3615,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3616,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3617,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3618,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3619,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3620,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3621,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3622,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3623,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3624,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3625,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3626,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3627,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3628,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3629,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
3630,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3631,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3632,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3633,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
3634,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3635,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3636,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3637,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3638,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
3639,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3640,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3641,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
3642,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Wetland
3643,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
3644,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3645,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
3646,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3647,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3648,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
