Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLA_M_R
2058,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2059,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2060,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2061,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2062,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2063,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2064,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2065,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2066,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2067,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2068,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2069,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2070,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2071,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
2072,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2073,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
2074,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
2075,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2076,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2077,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2078,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2079,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2080,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2081,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2082,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2083,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2084,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2085,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
2086,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2087,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2088,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2089,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2090,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2091,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2092,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2093,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2094,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2095,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2096,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2097,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2098,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
2099,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2100,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2101,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
2102,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2103,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2104,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2105,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2106,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2107,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2108,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
2109,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2110,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
2111,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2112,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
2113,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2114,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2115,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2116,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2117,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
2118,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2119,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
2120,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2121,Water,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
2122,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2123,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
2124,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2125,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
2126,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
2127,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2128,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2129,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2130,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2131,Water,Water,Water,NULL,Water,NULL,Water,Water
2132,Water,Water,Water,NULL,Water,NULL,Water,Forest
2133,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
2134,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2135,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2136,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2137,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
2138,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
2139,Water,Water,Water,NULL,Water,Wetland,Water,Water
2140,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2141,Water,Water,Water,NULL,Water,Wetland,Forest,Grassland
2142,Water,Water,Water,NULL,Water,Wetland,Forest,Water
2143,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
2144,Water,Water,Water,NULL,Water,Bareland,Water,Water
2145,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2146,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2147,Water,Water,Water,NULL,Water,Water,Wetland,Water
2148,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2149,Water,Water,Water,NULL,Water,Water,Water,Grassland
2150,Water,Water,Water,NULL,Water,Water,Water,Wetland
2151,Water,Water,Water,NULL,Water,Water,Water,Water
2152,Water,Water,Water,NULL,Water,Water,Water,Forest
2153,Water,Water,Water,NULL,Water,Water,Forest,Water
2154,Water,Water,Water,NULL,Water,Water,Forest,Forest
2155,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
2156,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
2157,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2158,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2159,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
2160,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2161,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2162,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2163,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2164,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2165,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2166,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2167,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2168,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2169,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2170,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2171,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2172,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2173,Water,Water,Water,Non_Water,Water,Water,Water,Water
2174,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2175,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2176,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
2177,Water,Water,Water,Water,Water,NULL,Wetland,Water
2178,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2179,Water,Water,Water,Water,Water,NULL,Water,Grassland
2180,Water,Water,Water,Water,Water,NULL,Water,Wetland
2181,Water,Water,Water,Water,Water,NULL,Water,Water
2182,Water,Water,Water,Water,Water,NULL,Water,Forest
2183,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2184,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2185,Water,Water,Water,Water,Water,Grassland,Water,Water
2186,Water,Water,Water,Water,Water,Grassland,Water,Forest
2187,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2188,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2189,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2190,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2191,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2192,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2193,Water,Water,Water,Water,Water,Wetland,Water,Water
2194,Water,Water,Water,Water,Water,Wetland,Water,Forest
2195,Water,Water,Water,Water,Water,Wetland,Forest,Forest
2196,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
2197,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2198,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2199,Water,Water,Water,Water,Water,Bareland,Water,Water
2200,Water,Water,Water,Water,Water,Bareland,Water,Forest
2201,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2202,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2203,Water,Water,Water,Water,Water,Water,Wetland,Water
2204,Water,Water,Water,Water,Water,Water,Wetland,Forest
2205,Water,Water,Water,Water,Water,Water,Water,Grassland
2206,Water,Water,Water,Water,Water,Water,Water,Wetland
2207,Water,Water,Water,Water,Water,Water,Water,Bareland
2208,Water,Water,Water,Water,Water,Water,Water,Water
2209,Water,Water,Water,Water,Water,Water,Water,Forest
2210,Water,Water,Water,Water,Water,Water,Forest,Water
2211,Water,Water,Water,Water,Water,Water,Forest,Forest
2212,Water,Water,Water,Water,Water,Forest,Wetland,Grassland
2213,Water,Water,Water,Water,Water,Forest,Water,Water
2214,Water,Water,Water,Water,Water,Forest,Water,Forest
2215,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2216,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2217,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2218,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2219,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2220,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2221,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2222,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2223,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2224,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2225,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2226,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2227,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2228,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2229,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2230,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2231,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2232,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2233,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2234,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2235,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2236,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2237,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2238,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2239,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2240,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2241,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2242,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
2243,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2244,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2245,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2246,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2247,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2248,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2249,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
2250,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2251,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2252,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2253,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2254,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2255,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2256,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2257,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2258,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
2259,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2260,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2261,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2262,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2263,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2264,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2265,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2266,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2267,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2268,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2269,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2270,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2271,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2272,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2273,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2274,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2275,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2276,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
2277,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2278,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2279,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2280,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2281,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2282,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2283,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2284,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2285,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2286,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2287,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2288,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Wetland
2289,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2290,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2291,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2292,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2293,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2294,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2295,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2296,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2297,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2298,Water,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2299,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2300,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2301,Water,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2302,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2303,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2304,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2305,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2306,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2307,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2308,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2309,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2310,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2311,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2312,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2313,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2314,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2315,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2316,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2317,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2318,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2319,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2320,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2321,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2322,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2323,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2324,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2325,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2326,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2327,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2328,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2329,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2330,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2331,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2332,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2333,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2334,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2335,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2336,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2337,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2338,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2339,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2340,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2341,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2342,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2343,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2344,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2345,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
2346,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2347,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2348,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2349,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2350,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2351,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2352,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2353,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2354,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2355,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
2356,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2357,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
2358,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
2359,Water,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2360,Water,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2361,Water,Forest,Water,NULL,Water,Water,Wetland,Water
2362,Water,Forest,Water,NULL,Water,Water,Water,Grassland
2363,Water,Forest,Water,NULL,Water,Water,Water,Water
2364,Water,Forest,Water,NULL,Water,Water,Water,Forest
2365,Water,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2366,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
2367,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2368,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
2369,Water,Forest,Water,Non_Water,Water,Water,Water,Water
2370,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
2371,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2372,Water,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2373,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
2374,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
2375,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
2376,Water,Forest,Water,Water,Water,Wetland,Water,Water
2377,Water,Forest,Water,Water,Water,Wetland,Water,Forest
2378,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
2379,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
2380,Water,Forest,Water,Water,Water,Water,Wetland,Water
2381,Water,Forest,Water,Water,Water,Water,Wetland,Forest
2382,Water,Forest,Water,Water,Water,Water,Water,Grassland
2383,Water,Forest,Water,Water,Water,Water,Water,Wetland
2384,Water,Forest,Water,Water,Water,Water,Water,Water
2385,Water,Forest,Water,Water,Water,Water,Water,Forest
2386,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2387,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2388,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2389,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2390,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2391,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2392,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2393,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2394,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2395,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2396,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2397,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2398,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2399,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2400,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2401,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2402,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2403,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2404,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2405,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2406,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2407,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2408,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2409,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2410,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2411,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2412,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2413,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2414,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2415,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2416,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2417,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2418,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2419,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2420,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2421,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2422,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2423,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2424,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2425,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2426,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2427,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2428,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2429,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2430,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2431,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2432,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2433,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2434,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2435,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
