Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCV_M_R
704,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
705,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
706,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
707,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
708,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
709,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
710,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
711,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
712,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
713,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
714,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
715,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
716,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
717,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
718,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
719,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
720,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
721,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
722,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
723,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
724,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
725,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
726,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
727,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
728,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
729,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
730,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
731,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
732,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
733,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
734,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
735,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
736,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
737,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
738,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
739,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
740,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
741,Water,Water,Wetland,Water,Wetland,Water,Water,Water
742,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
743,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
744,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
745,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
746,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
747,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
748,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
749,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
750,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
751,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
752,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
753,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
754,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
755,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
756,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
757,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
758,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
759,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
760,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
761,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
762,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
763,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
764,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
765,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
766,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
767,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
768,Water,Water,Water,NULL,Water,NULL,Wetland,Water
769,Water,Water,Water,NULL,Water,NULL,Water,Water
770,Water,Water,Water,NULL,Water,NULL,Water,Forest
771,Water,Water,Water,NULL,Water,Grassland,Water,Water
772,Water,Water,Water,NULL,Water,Grassland,Water,Forest
773,Water,Water,Water,NULL,Water,Wetland,Water,Water
774,Water,Water,Water,NULL,Water,Wetland,Water,Forest
775,Water,Water,Water,NULL,Water,Water,Wetland,Water
776,Water,Water,Water,NULL,Water,Water,Wetland,Forest
777,Water,Water,Water,NULL,Water,Water,Water,Water
778,Water,Water,Water,NULL,Water,Water,Water,Forest
779,Water,Water,Water,NULL,Water,Water,Forest,Water
780,Water,Water,Water,NULL,Water,Water,Forest,Forest
781,Water,Water,Water,NULL,Water,Forest,Water,Water
782,Water,Water,Water,NULL,Water,Forest,Water,Forest
783,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
784,Water,Water,Water,Non_Water,Water,NULL,Water,Water
785,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
786,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
787,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
788,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
789,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
790,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
791,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
792,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
793,Water,Water,Water,Non_Water,Water,Water,Water,Water
794,Water,Water,Water,Non_Water,Water,Water,Water,Forest
795,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
796,Water,Water,Water,Non_Water,Water,Forest,Water,Water
797,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
798,Water,Water,Water,Water,Water,NULL,Wetland,Water
799,Water,Water,Water,Water,Water,NULL,Wetland,Forest
800,Water,Water,Water,Water,Water,NULL,Water,Water
801,Water,Water,Water,Water,Water,NULL,Water,Forest
802,Water,Water,Water,Water,Water,Grassland,Wetland,Water
803,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
804,Water,Water,Water,Water,Water,Grassland,Water,Grassland
805,Water,Water,Water,Water,Water,Grassland,Water,Water
806,Water,Water,Water,Water,Water,Grassland,Water,Forest
807,Water,Water,Water,Water,Water,Wetland,Wetland,Water
808,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
809,Water,Water,Water,Water,Water,Wetland,Water,Bareland
810,Water,Water,Water,Water,Water,Wetland,Water,Water
811,Water,Water,Water,Water,Water,Wetland,Water,Forest
812,Water,Water,Water,Water,Water,Bareland,Water,Water
813,Water,Water,Water,Water,Water,Water,Wetland,Water
814,Water,Water,Water,Water,Water,Water,Wetland,Forest
815,Water,Water,Water,Water,Water,Water,Water,Bareland
816,Water,Water,Water,Water,Water,Water,Water,Water
817,Water,Water,Water,Water,Water,Water,Water,Forest
818,Water,Water,Water,Water,Water,Water,Forest,Water
819,Water,Water,Water,Water,Water,Water,Forest,Forest
820,Water,Water,Water,Water,Water,Forest,Wetland,Water
821,Water,Water,Water,Water,Water,Forest,Wetland,Forest
822,Water,Water,Water,Water,Water,Forest,Water,Water
823,Water,Water,Water,Water,Water,Forest,Water,Forest
824,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
825,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
826,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
827,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
828,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
829,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
830,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
831,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
832,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
833,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
834,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
835,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
836,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
837,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
838,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
839,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
840,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
841,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
842,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
843,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
844,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
845,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
846,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
847,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
848,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
849,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
850,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
851,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
852,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
853,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
854,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
855,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
856,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
857,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
858,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
859,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
860,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
861,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
862,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
863,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
864,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
865,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
866,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
867,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
868,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
869,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
870,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
871,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
872,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
873,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
874,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
875,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
876,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
877,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
878,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
879,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
880,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
881,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
882,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
883,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
884,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
885,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
886,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
887,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
888,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
889,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
890,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
891,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
892,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
893,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
894,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
895,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
896,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
897,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
898,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
899,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
900,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
901,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
902,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
903,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
904,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
905,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
906,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
907,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
908,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
909,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
910,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
911,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
912,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
913,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
914,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
915,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
916,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
917,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
918,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
919,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
920,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
921,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
922,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
923,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
924,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
925,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
926,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
927,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
928,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
929,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
930,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
931,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
932,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
933,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
934,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
935,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
936,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
937,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
938,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
939,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
940,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
941,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
942,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
943,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
944,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
945,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
946,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
947,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
948,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
949,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
950,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
951,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
952,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
953,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
954,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
955,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
956,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
957,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
958,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
959,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
960,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
961,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
962,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
963,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
964,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
965,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
966,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
967,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
968,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
969,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
970,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
971,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
972,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
973,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
974,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
975,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
976,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
977,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
978,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
979,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
980,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
981,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
982,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
983,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
984,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
985,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
986,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
987,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
988,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
989,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
990,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
991,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
992,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
993,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
994,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
995,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
996,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
997,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
998,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
999,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1000,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1001,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1002,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1003,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1004,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1005,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1006,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1007,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Forest
1008,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1009,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1010,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
1011,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1012,Forest,NULL,Water,Water,Water,Water,Water,Forest
1013,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1014,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1015,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1016,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1017,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1018,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1019,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1020,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1021,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1022,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1023,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1024,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1025,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1026,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1027,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1028,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1029,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1030,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1031,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1032,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1033,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1034,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1035,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1036,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1037,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1038,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1039,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1040,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1041,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1042,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1043,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1044,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1045,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1046,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1047,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1048,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1049,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1050,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1051,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1052,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1053,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1054,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1055,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1056,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1057,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1058,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1059,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1060,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1061,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1062,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1063,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1064,Forest,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Water
1065,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1066,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1067,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1068,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1069,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1070,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1071,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1072,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1073,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
