Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMK_M_R
1514,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1515,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Grassland
1516,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1517,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1518,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1519,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1520,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1521,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1522,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1523,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
1524,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1525,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1526,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1527,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1528,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1529,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1530,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1531,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
1532,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1533,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1534,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1535,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1536,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1537,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
1538,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1539,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1540,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1541,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1542,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
1543,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
1544,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1545,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1546,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1547,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1548,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Grassland
1549,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
1550,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1551,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
1552,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1553,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1554,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Grassland
1555,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1556,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1557,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1558,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1559,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1560,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1561,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1562,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1563,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1564,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1565,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1566,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1567,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1568,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1569,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1570,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1571,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1572,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1573,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
1574,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1575,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1576,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1577,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1578,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1579,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1580,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1581,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1582,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
1583,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1584,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1585,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
1586,Water,Forest,Water,NULL,Water,Forest,Grassland,Forest
1587,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
1588,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1589,Water,Forest,Water,Water,Water,NULL,NULL,Water
1590,Water,Forest,Water,Water,Water,Forest,Wetland,Forest
1591,Water,Forest,Water,Water,Water,Forest,Water,Forest
1592,Water,Forest,Water,Water,Water,Forest,Forest,Forest
1593,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1594,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1595,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1596,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1597,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1598,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1599,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1600,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1601,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1602,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1603,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1604,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1605,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1606,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1607,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1608,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1609,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1610,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1611,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1612,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1613,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1614,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1615,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1616,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1617,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1618,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1619,Water,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
1620,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
1621,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1623,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1624,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1625,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1626,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1627,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1628,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1629,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1630,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1631,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1632,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1633,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1634,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1635,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1636,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1637,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1638,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1639,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1640,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1641,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1642,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1643,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1644,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1645,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1646,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1647,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1648,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1649,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1650,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1651,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1652,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1653,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1654,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
1655,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1656,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1657,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1658,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1659,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1660,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1661,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1662,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1663,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1664,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1665,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1666,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1667,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1668,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1669,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1670,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1671,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1672,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1673,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1674,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1675,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1676,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1677,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1678,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1679,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1680,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1681,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1682,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1683,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1684,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1685,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1686,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1687,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1688,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1689,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1690,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1691,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1692,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1693,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1694,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1695,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1696,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1697,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1698,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1699,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1700,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1701,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1702,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1703,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1704,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1705,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1706,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1707,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1708,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1709,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1710,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1711,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1712,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1713,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1714,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1715,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1716,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1717,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1718,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1719,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1720,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1721,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1722,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1723,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1724,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1725,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1726,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1727,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1728,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1729,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1730,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1731,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1732,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1733,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1734,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1735,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1736,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1737,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1738,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1739,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1740,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1741,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
1742,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1743,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1744,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1745,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1746,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1747,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1748,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1749,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1750,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1751,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1752,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1753,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1754,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1755,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
1756,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
1757,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
1758,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1759,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1760,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1761,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
1762,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1763,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1764,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1765,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1766,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1767,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1768,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1769,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1770,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1771,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1772,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1773,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1774,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1775,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1776,Forest,NULL,Water,NULL,Water,Grassland,Bareland,NULL
1777,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1778,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Water
1779,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1780,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1781,Forest,NULL,Water,NULL,Water,Water,Bareland,Water
1782,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
1783,Forest,NULL,Water,NULL,Water,Forest,Grassland,Bareland
1784,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
1785,Forest,NULL,Water,NULL,Water,Forest,Water,Grassland
1786,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
1787,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
1788,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
1789,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1790,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1791,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1792,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1793,Forest,NULL,Water,Water,Water,Grassland,Bareland,Water
1794,Forest,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1795,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
1796,Forest,NULL,Water,Water,Water,Water,Bareland,Water
1797,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1798,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1799,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1800,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1801,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1802,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1803,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1804,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1805,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1806,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1807,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1808,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1809,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1810,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1811,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1812,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1813,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1814,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1815,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1816,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1817,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1818,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1819,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1820,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1821,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1822,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1823,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1824,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1825,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1826,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1827,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1828,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1829,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1830,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1831,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1832,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1833,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1834,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1835,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1836,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1837,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1838,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1839,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1840,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1841,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1842,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1843,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1844,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1845,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1846,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1847,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1848,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1849,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1850,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1851,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1852,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1853,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
1854,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1855,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
1856,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1857,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1858,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1859,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1860,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
