Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRG_M_R
1966,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1967,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1968,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1969,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1970,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1971,Bareland,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1972,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1973,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1974,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1975,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1976,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1977,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1978,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1979,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1980,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1981,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1982,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1983,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1984,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1985,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1986,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1987,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1988,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
1989,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1990,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
1991,Bareland,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1992,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1993,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1994,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1995,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1996,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1997,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1998,Bareland,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1999,Bareland,Forest,Water,NULL,Water,Wetland,Wetland,Water
2000,Bareland,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
2001,Bareland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2002,Bareland,Forest,Water,Water,Water,Grassland,Wetland,Water
2003,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2004,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2005,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2006,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2007,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2008,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2009,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2010,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2011,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2012,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
2013,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2014,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2015,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2016,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2017,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2018,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2019,Bareland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2020,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2021,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2022,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2023,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
2024,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2025,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2026,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2027,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2028,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2029,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2030,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2031,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2032,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2033,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2034,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2035,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2036,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2037,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2038,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2039,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2040,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2041,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2042,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2043,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2044,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2045,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2046,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
2047,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2048,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2049,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2050,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2051,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2052,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2053,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
2054,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2055,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2056,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2057,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2058,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2059,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2060,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2061,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2062,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2063,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
2064,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2065,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2066,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2067,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2068,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2069,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2070,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2071,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2072,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2073,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2074,Water,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Grassland
2075,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2076,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2077,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2078,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2079,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
2080,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2081,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2082,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2083,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2084,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2085,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2086,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2087,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
2088,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2089,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2090,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2091,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2092,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2093,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2094,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
2095,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2096,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2097,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2098,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2099,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2100,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2101,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2102,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2103,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2104,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2105,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2106,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2107,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2108,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2109,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2110,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2111,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2112,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
2113,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2114,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2115,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2116,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2117,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2118,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
2119,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2120,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2121,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
2122,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2123,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2124,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
2125,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2126,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2127,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2128,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2129,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2130,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
2131,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
2132,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2133,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2134,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
2135,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2136,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2137,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2138,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2139,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2140,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2141,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2142,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
2143,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2144,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2145,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2146,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2147,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
2148,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2149,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2150,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2151,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2152,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2153,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2154,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2155,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2156,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
2157,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2158,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2159,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
2160,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
2161,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2162,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2163,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2164,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2165,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
2166,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
2167,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2168,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
2169,Water,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
2170,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
2171,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2172,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
2173,Water,NULL,Water,NULL,Water,Wetland,Water,Bareland
2174,Water,NULL,Water,NULL,Water,Wetland,Water,Water
2175,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
2176,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
2177,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
2178,Water,NULL,Water,NULL,Water,Water,Water,Grassland
2179,Water,NULL,Water,NULL,Water,Water,Water,Water
2180,Water,NULL,Water,NULL,Water,Water,Water,Forest
2181,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
2182,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
2183,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
2184,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2185,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
2186,Water,NULL,Water,Non_Water,Water,Water,Grassland,Forest
2187,Water,NULL,Water,Non_Water,Water,Water,Bareland,Water
2188,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
2189,Water,NULL,Water,Non_Water,Water,Water,Water,Water
2190,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2191,Water,NULL,Water,Water,Water,Grassland,Grassland,Bareland
2192,Water,NULL,Water,Water,Water,Grassland,Grassland,Forest
2193,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
2194,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
2195,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
2196,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
2197,Water,NULL,Water,Water,Water,Wetland,Water,Bareland
2198,Water,NULL,Water,Water,Water,Wetland,Water,Water
2199,Water,NULL,Water,Water,Water,Wetland,Water,Forest
2200,Water,NULL,Water,Water,Water,Water,Shrubland,Grassland
2201,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
2202,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
2203,Water,NULL,Water,Water,Water,Water,Grassland,Water
2204,Water,NULL,Water,Water,Water,Water,Grassland,Forest
2205,Water,NULL,Water,Water,Water,Water,Water,Grassland
2206,Water,NULL,Water,Water,Water,Water,Water,Wetland
2207,Water,NULL,Water,Water,Water,Water,Water,Bareland
2208,Water,NULL,Water,Water,Water,Water,Water,Water
2209,Water,NULL,Water,Water,Water,Water,Water,Forest
2210,Water,NULL,Water,Water,Water,Water,Forest,Water
2211,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2212,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2213,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2214,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2215,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2216,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2217,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2218,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2219,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2220,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2221,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2222,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2223,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2224,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
2225,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2226,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2227,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2228,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2229,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2230,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2231,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2232,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
2233,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
2234,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2235,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2236,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2237,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2238,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2239,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2240,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2241,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2242,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
2243,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2244,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2245,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2246,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
2247,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2248,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2249,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2250,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2251,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2252,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2253,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2254,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2255,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2256,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2257,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2258,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2259,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Bareland
2260,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2261,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2262,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2263,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
2264,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
2265,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2266,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2267,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
2268,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2269,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2270,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2271,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2272,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2273,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2274,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2275,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2276,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2277,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2278,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2279,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2280,Water,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
2281,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2282,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2283,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2284,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2285,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2286,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2287,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
2288,Water,Cropland,Wetland,NULL,Wetland,Water,Forest,Forest
2289,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
2290,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2291,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
2292,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
2293,Water,Cropland,Water,Water,Water,Water,Grassland,Water
2294,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2295,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2296,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2297,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2298,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2299,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2300,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
2301,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2302,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2303,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2304,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2305,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2306,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2307,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2308,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2309,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2310,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2311,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
2312,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
2313,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2314,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2315,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
2316,Water,Wetland,Water,Water,Water,Water,Water,Grassland
2317,Water,Wetland,Water,Water,Water,Water,Water,Water
2318,Water,Wetland,Water,Water,Water,Water,Water,Forest
2319,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
