Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBU_M_R
2795,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2796,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
2797,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Water
2798,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Water
2799,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2800,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
2801,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
2802,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
2803,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
2804,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
2805,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
2806,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2807,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2808,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
2809,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
2810,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
2811,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2812,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
2813,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
2814,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2815,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2816,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
2817,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
2818,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2819,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2820,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2821,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2822,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Bareland
2823,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
2824,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
2825,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2826,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
2827,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2828,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2829,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2830,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2831,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2832,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
2833,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
2834,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
2835,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
2836,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2837,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
2838,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2839,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2840,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
2841,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
2842,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2843,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2844,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2845,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2846,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2847,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2848,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
2849,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2850,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
2851,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
2852,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
2853,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2854,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2855,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2856,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
2857,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
2858,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2859,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
2860,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2861,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2862,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
2863,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
2864,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2865,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Water
2866,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2867,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
2868,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2869,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2870,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2871,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2872,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
2873,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
2874,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
2875,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
2876,Water,NULL,NULL,Water,Non_Wetland,NULL,Forest,Forest
2877,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
2878,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Water
2879,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
2880,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
2881,Water,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Built-up
2882,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
2883,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
2884,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
2885,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
2886,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
2887,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
2888,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
2889,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
2890,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Forest
2891,Water,NULL,NULL,Water,Non_Wetland,Forest,NULL,Water
2892,Water,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2893,Water,NULL,NULL,Water,Non_Wetland,Forest,Bareland,Forest
2894,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Water
2895,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
2896,Water,NULL,NULL,Water,Non_Wetland,Forest,Forest,Water
2897,Water,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
2898,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2899,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2900,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2901,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2902,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2903,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2904,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2905,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2906,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2907,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2908,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
2909,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2910,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
2911,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2912,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
2913,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2914,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2915,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
2916,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2917,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2918,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2919,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2920,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2921,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2922,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
2923,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2924,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2925,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2926,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2927,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2928,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2929,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2930,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2931,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
2932,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2933,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2934,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2935,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2936,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2937,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2938,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
2939,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2940,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
2941,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2942,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
2943,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2944,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2945,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2946,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2947,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
2948,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2949,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
2950,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
2951,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2952,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2953,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
2954,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2955,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2956,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2957,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
2958,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2959,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
2960,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2961,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
2962,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2963,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2964,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2965,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2966,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2967,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2968,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
2969,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2970,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2971,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2972,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
2973,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2974,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
2975,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2976,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
2977,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
2978,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
2979,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2980,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2981,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2982,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2983,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
2984,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Water
2985,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2986,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Water
2987,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
2988,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2989,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Water
2990,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
2991,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2992,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
2993,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
2994,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
2995,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Water
2996,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2997,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Water
2998,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2999,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3000,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Water
3001,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3002,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Water
3003,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3004,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3005,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3006,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
3007,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3008,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
3009,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3010,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3011,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3012,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
3013,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
3014,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3015,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
3016,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water,Water
3017,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water,Forest
3018,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3019,Water,NULL,Grassland,Water,Non_Wetland,Water,NULL,Water
3020,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
3021,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
3022,Water,NULL,Grassland,Water,Non_Wetland,Forest,Water,Water
3023,Water,NULL,Grassland,Water,Non_Wetland,Forest,Water,Forest
3024,Water,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Forest
3025,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3026,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3027,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3028,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3029,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3030,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3031,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3032,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3033,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3034,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3035,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3036,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3037,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
3038,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
3039,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3040,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3041,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3042,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3043,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3044,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
3045,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3046,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3047,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3048,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
3049,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3050,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3051,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
3052,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
3053,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
3054,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
3055,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3056,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3057,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3058,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
3059,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
3060,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3061,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3062,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3063,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3064,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3065,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3066,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3067,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3068,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3069,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3070,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
3071,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3072,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3073,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3074,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
3075,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
3076,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
3077,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Water
3078,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
3079,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3080,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3081,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3082,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
3083,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
3084,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3085,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3086,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
3087,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3088,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3089,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
3090,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
3091,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3092,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3093,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
3094,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
3095,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
3096,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
3097,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
3098,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
3099,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
3100,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
3101,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
3102,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3103,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3104,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3105,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3106,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3107,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
3108,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3109,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3110,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3111,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3112,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3113,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3114,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3115,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3116,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3117,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3118,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
3119,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3120,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
3121,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
3122,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3123,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
3124,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3125,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3126,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3127,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3128,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
3129,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3130,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3131,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3132,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3133,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3134,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3135,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
3136,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3137,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
3138,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
3139,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Water
3140,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
