Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVR_M_R
863,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
864,Cropland,Water,Cropland,NULL,Non_Wetland,Water
865,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
866,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
867,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
868,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
869,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
870,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
871,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
872,Cropland,Water,Cropland,Water,Non_Wetland,Water
873,Cropland,Water,Cropland,Water,Non_Wetland,Forest
874,Cropland,Water,Wetland,NULL,Wetland,Forest
875,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
876,Cropland,Water,Wetland,Non_Water,Wetland,Water
877,Cropland,Water,Wetland,Non_Water,Wetland,Forest
878,Cropland,Water,Wetland,Water,Wetland,Grassland
879,Cropland,Water,Wetland,Water,Wetland,Water
880,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
881,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
882,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
883,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
884,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
885,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
886,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
887,Cropland,Water,Bareland,Water,Non_Wetland,Water
888,Cropland,Water,Built-up,Water,Non_Wetland,Water
889,Cropland,Water,Water,NULL,Water,Grassland
890,Cropland,Water,Water,NULL,Water,Bareland
891,Cropland,Water,Water,NULL,Water,Water
892,Cropland,Water,Water,NULL,Water,Forest
893,Cropland,Water,Water,Non_Water,Water,Grassland
894,Cropland,Water,Water,Non_Water,Water,Bareland
895,Cropland,Water,Water,Non_Water,Water,Forest
896,Cropland,Water,Water,Water,Water,Grassland
897,Cropland,Water,Water,Water,Water,Bareland
898,Cropland,Water,Water,Water,Water,Water
899,Cropland,Water,Water,Water,Water,Forest
900,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
901,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
902,Cropland,Water,Forest,NULL,Non_Wetland,Water
903,Cropland,Water,Forest,NULL,Non_Wetland,Forest
904,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
905,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
906,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
907,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
908,Cropland,Water,Forest,Water,Non_Wetland,Grassland
909,Cropland,Water,Forest,Water,Non_Wetland,Bareland
910,Cropland,Water,Forest,Water,Non_Wetland,Water
911,Cropland,Water,Forest,Water,Non_Wetland,Forest
912,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
913,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
914,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
915,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
916,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
917,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
918,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
919,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
920,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
921,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
922,Cropland,Forest,Shrubland,Water,Non_Wetland,Bareland
923,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
924,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
925,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
926,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
927,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
928,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
929,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
930,Cropland,Forest,Grassland,Water,Non_Wetland,Bareland
931,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
932,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
933,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
934,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
935,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
936,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
937,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water
938,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
939,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
940,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
941,Cropland,Forest,Wetland,NULL,Wetland,Forest
942,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
943,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
944,Cropland,Forest,Wetland,Water,Wetland,Grassland
945,Cropland,Forest,Wetland,Water,Wetland,Bareland
946,Cropland,Forest,Wetland,Water,Wetland,Water
947,Cropland,Forest,Wetland,Water,Wetland,Forest
948,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
949,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
950,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
951,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
952,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
953,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
954,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
955,Cropland,Forest,Bareland,Water,Non_Wetland,Bareland
956,Cropland,Forest,Bareland,Water,Non_Wetland,Water
957,Cropland,Forest,Bareland,Water,Non_Wetland,Forest
958,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
959,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
960,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
961,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
962,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Forest
963,Cropland,Forest,Water,NULL,Water,Grassland
964,Cropland,Forest,Water,Non_Water,Water,Grassland
965,Cropland,Forest,Water,Non_Water,Water,Water
966,Cropland,Forest,Water,Water,Water,Grassland
967,Cropland,Forest,Water,Water,Water,Cropland
968,Cropland,Forest,Water,Water,Water,Water
969,Cropland,Forest,Water,Water,Water,Forest
970,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
971,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
972,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
973,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
974,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
975,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
976,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
977,Cropland,Forest,Forest,Water,Non_Wetland,Bareland
978,Cropland,Forest,Forest,Water,Non_Wetland,Water
979,Cropland,Forest,Forest,Water,Non_Wetland,Forest
980,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
981,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
982,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
983,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
984,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
985,Wetland,NULL,Wetland,Water,Wetland,Grassland
986,Wetland,NULL,Wetland,Water,Wetland,Water
987,Wetland,NULL,Bareland,Water,Non_Wetland,Water
988,Wetland,NULL,Water,Water,Water,Water
989,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
990,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
991,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
992,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
993,Wetland,NULL,Forest,Water,Non_Wetland,Water
994,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
995,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
996,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
997,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
998,Wetland,Cropland,Wetland,Water,Wetland,Water
999,Wetland,Cropland,Water,NULL,Water,Forest
1000,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1001,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1002,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1003,Wetland,Wetland,Wetland,Water,Wetland,Water
1004,Wetland,Wetland,Water,Water,Water,Water
1005,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
1006,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1007,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1008,Wetland,Bareland,Water,Water,Water,Water
1009,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1010,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1011,Wetland,Water,Wetland,Non_Water,Wetland,Water
1012,Wetland,Water,Wetland,Water,Wetland,Grassland
1013,Wetland,Water,Wetland,Water,Wetland,Water
1014,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1015,Wetland,Water,Water,Non_Water,Water,Grassland
1016,Wetland,Water,Water,Water,Water,Water
1017,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland
1018,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1019,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1020,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1021,Wetland,Forest,Wetland,NULL,Wetland,Forest
1022,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1023,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1024,Wetland,Forest,Water,Non_Water,Water,Forest
1025,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1026,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1027,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1028,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1029,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1030,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1031,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1032,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1033,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1034,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1035,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1036,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1037,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1038,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1039,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1040,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1041,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1042,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1043,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1044,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1045,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1046,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1047,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1048,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1049,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1050,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1051,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1052,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1053,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1054,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1055,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1056,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1057,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1058,Bareland,NULL,Wetland,NULL,Wetland,Water
1059,Bareland,NULL,Wetland,NULL,Wetland,Forest
1060,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1061,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1062,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1063,Bareland,NULL,Wetland,Water,Wetland,Grassland
1064,Bareland,NULL,Wetland,Water,Wetland,Bareland
1065,Bareland,NULL,Wetland,Water,Wetland,Water
1066,Bareland,NULL,Wetland,Water,Wetland,Forest
1067,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1068,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1069,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1070,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1071,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1072,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1073,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1074,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1075,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1076,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1077,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1078,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1079,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1080,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1081,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1082,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1083,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1084,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1085,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1086,Bareland,NULL,Water,NULL,Water,Bareland
1087,Bareland,NULL,Water,NULL,Water,Water
1088,Bareland,NULL,Water,Non_Water,Water,Bareland
1089,Bareland,NULL,Water,Non_Water,Water,Water
1090,Bareland,NULL,Water,Water,Water,Grassland
1091,Bareland,NULL,Water,Water,Water,Bareland
1092,Bareland,NULL,Water,Water,Water,Water
1093,Bareland,NULL,Water,Water,Water,Forest
1094,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1095,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1096,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1097,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1098,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1099,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1100,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1101,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1102,Bareland,NULL,Forest,Water,Non_Wetland,Water
1103,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1104,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1105,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1106,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1107,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1108,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1109,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1110,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1111,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1112,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1113,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1114,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1115,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1116,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1117,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1118,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1119,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1120,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1121,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1122,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1123,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1124,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1125,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1126,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1127,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1128,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1129,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1130,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1131,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1132,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1133,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1134,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1135,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1136,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1137,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1138,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1139,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1140,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1141,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1142,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1143,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1144,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1145,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1146,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1147,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1148,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1149,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1150,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1151,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1152,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1153,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1154,Bareland,Bareland,Wetland,NULL,Wetland,Water
1155,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1156,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1157,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1158,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1159,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1160,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1161,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1162,Bareland,Bareland,Wetland,Water,Wetland,Water
1163,Bareland,Bareland,Wetland,Water,Wetland,Forest
1164,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1165,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1166,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1167,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1168,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1169,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1170,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1171,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1172,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1173,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1174,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1175,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1176,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1177,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1178,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1179,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1180,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1181,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1182,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1183,Bareland,Bareland,Water,NULL,Water,Grassland
1184,Bareland,Bareland,Water,NULL,Water,Bareland
1185,Bareland,Bareland,Water,NULL,Water,Water
1186,Bareland,Bareland,Water,NULL,Water,Forest
1187,Bareland,Bareland,Water,Non_Water,Water,Grassland
1188,Bareland,Bareland,Water,Non_Water,Water,Bareland
1189,Bareland,Bareland,Water,Non_Water,Water,Water
1190,Bareland,Bareland,Water,Non_Water,Water,Forest
1191,Bareland,Bareland,Water,Water,Water,Grassland
1192,Bareland,Bareland,Water,Water,Water,Bareland
1193,Bareland,Bareland,Water,Water,Water,Water
1194,Bareland,Bareland,Water,Water,Water,Forest
1195,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1196,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1197,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1198,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1199,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1200,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1201,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1202,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1203,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1204,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1205,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1206,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1207,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1208,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1209,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1210,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1211,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1212,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1213,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1214,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1215,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1216,Bareland,Built-up,Wetland,Water,Wetland,Water
1217,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1218,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1219,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1220,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1221,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1222,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1223,Bareland,Built-up,Water,NULL,Water,Forest
1224,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1225,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1226,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1227,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1228,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1229,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1230,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1231,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1232,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1233,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1234,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1235,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1236,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1237,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1238,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1239,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1240,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1241,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1242,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1243,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1244,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1245,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1246,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1247,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1248,Bareland,Water,Grassland,Water,Non_Wetland,Water
1249,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1250,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1251,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1252,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1253,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1254,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1255,Bareland,Water,Cropland,Non_Water,Non_Wetland,Built-up
1256,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1257,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1258,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1259,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1260,Bareland,Water,Cropland,Water,Non_Wetland,Water
1261,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1262,Bareland,Water,Wetland,NULL,Wetland,Water
1263,Bareland,Water,Wetland,NULL,Wetland,Forest
1264,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1265,Bareland,Water,Wetland,Non_Water,Wetland,Water
1266,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1267,Bareland,Water,Wetland,Water,Wetland,Grassland
1268,Bareland,Water,Wetland,Water,Wetland,Bareland
1269,Bareland,Water,Wetland,Water,Wetland,Water
1270,Bareland,Water,Wetland,Water,Wetland,Forest
1271,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1272,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1273,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1274,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1275,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1276,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1277,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1278,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1279,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1280,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1281,Bareland,Water,Bareland,Water,Non_Wetland,Water
1282,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1283,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1284,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1285,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1286,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1287,Bareland,Water,Built-up,Non_Water,Non_Wetland,Built-up
1288,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1289,Bareland,Water,Built-up,Water,Non_Wetland,Water
