Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBP_M_R
25268,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
25269,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
25270,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
25271,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
25272,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
25273,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
25274,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
25275,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
25276,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
25277,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
25278,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
25279,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
25280,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
25281,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
25282,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
25283,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
25284,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
25285,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
25286,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
25287,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
25288,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
25289,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
25290,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
25291,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
25292,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
25293,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
25294,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
25295,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
25296,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
25297,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
25298,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
25299,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
25300,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
25301,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
25302,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
25303,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
25304,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
25305,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
25306,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
25307,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
25308,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
25309,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
25310,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
25311,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
25312,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
25313,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
25314,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
25315,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
25316,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
25317,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
25318,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
25319,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
25320,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
25321,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
25322,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
25323,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
25324,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
25325,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
25326,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
25327,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
25328,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
25329,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
25330,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
25331,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
25332,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
25333,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
25334,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
25335,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
25336,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
25337,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
25338,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
25339,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
25340,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
25341,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
25342,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
25343,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
25344,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
25345,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
25346,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
25347,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
25348,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
25349,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
25350,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
25351,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
25352,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
25353,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
25354,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
25355,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
25356,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
25357,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
25358,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
25359,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
25360,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
25361,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
25362,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
25363,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
25364,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
25365,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
25366,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
25367,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
25368,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
25369,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
25370,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
25371,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
25372,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
25373,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
25374,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
25375,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
25376,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
25377,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
25378,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
25379,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
25380,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
25381,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
25382,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
25383,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
25384,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
25385,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
25386,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
25387,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
25388,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
25389,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,NULL
25390,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
25391,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
25392,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
25393,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
25394,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
25395,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
25396,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
25397,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
25398,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
25399,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
25400,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
25401,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
25402,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
25403,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
25404,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
25405,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
25406,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
25407,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
25408,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
25409,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
25410,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
25411,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
25412,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
25413,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
25414,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
25415,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
25416,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
25417,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
25418,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
25419,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
25420,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
25421,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
25422,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
25423,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
25424,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
25425,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
25426,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
25427,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
25428,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
25429,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
25430,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
25431,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
25432,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
25433,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
25434,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
25435,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
25436,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
25437,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
25438,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
25439,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
25440,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
25441,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
25442,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
25443,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
25444,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
25445,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
25446,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
25447,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
25448,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
25449,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
25450,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
25451,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
25452,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
25453,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
25454,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
25455,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
25456,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
25457,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
25458,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
25459,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
25460,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
25461,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
25462,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
25463,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
25464,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
25465,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,NULL
25466,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
25467,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
25468,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
25469,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
25470,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
25471,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
25472,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
25473,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
25474,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
25475,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
25476,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
25477,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
25478,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
25479,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
25480,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
25481,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
25482,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
25483,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
25484,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
25485,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
25486,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
25487,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
25488,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
25489,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
25490,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
25491,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
25492,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
25493,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
25494,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
25495,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
25496,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
25497,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
25498,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
25499,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
25500,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
25501,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
25502,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
25503,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
25504,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
25505,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
25506,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
25507,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
25508,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
25509,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
25510,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
25511,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
25512,Forest,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
25513,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
25514,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
25515,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
25516,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
25517,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
25518,Forest,NULL,NULL,Water,Non_Wetland,Cropland,NULL,NULL
25519,Forest,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
25520,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
25521,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
25522,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
25523,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
25524,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
25525,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
25526,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
25527,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
25528,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
25529,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
25530,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
25531,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
25532,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
25533,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
25534,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
25535,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
25536,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
25537,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
25538,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
25539,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
25540,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
25541,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
25542,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
25543,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
25544,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
25545,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
25546,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
25547,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
25548,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
25549,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
25550,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
25551,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
25552,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
25553,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
25554,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
25555,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
25556,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
25557,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
25558,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
25559,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
25560,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
25561,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
25562,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
25563,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
25564,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
25565,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
25566,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
25567,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
25568,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
25569,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
25570,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
25571,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
25572,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
25573,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
25574,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
25575,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
25576,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
25577,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
25578,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
25579,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
25580,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
25581,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
25582,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
25583,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
25584,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
25585,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
25586,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
25587,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
25588,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
25589,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
25590,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
25591,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
