Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEH_M_R
2936,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2937,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2938,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2939,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2940,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2941,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2942,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2943,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2944,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2945,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2946,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2947,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2948,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2949,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2950,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2951,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2952,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2953,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2954,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2955,Water,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2956,Water,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
2957,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Grassland
2958,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2959,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2960,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2961,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2962,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2963,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2964,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2965,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2966,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2967,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2968,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2969,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2970,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
2971,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
2972,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
2973,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2974,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2975,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2976,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2977,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2978,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2979,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2980,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2981,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2982,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2983,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2984,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2985,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
2986,Water,Cropland,Water,NULL,Water,Water,Grassland,Bareland
2987,Water,Cropland,Water,NULL,Water,Water,Water,Bareland
2988,Water,Cropland,Water,Water,Water,Forest,Grassland,Forest
2989,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2990,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2991,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2992,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2993,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2994,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2995,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2996,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2997,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2998,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2999,Water,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3000,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3001,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Forest
3002,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
3003,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3004,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3005,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3006,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3007,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
3008,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
3009,Water,Bareland,Water,Water,Water,NULL,NULL,Water
3010,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3011,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
3012,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3013,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
3014,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Water
3015,Water,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3016,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
3017,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,NULL,Water
3018,Water,Built-up,NULL,Water,Non_Wetland,Bareland,NULL,Water
3019,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Forest
3020,Water,Built-up,NULL,Water,Non_Wetland,Water,NULL,Water
3021,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3022,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3023,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3024,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3025,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
3026,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
3027,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
3028,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
3029,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
3030,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
3031,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
3032,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
3033,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3034,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3035,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3036,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3037,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3038,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3039,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3040,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3041,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3042,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3043,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3044,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3045,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3046,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3047,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water,Bareland,Water
3048,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3049,Water,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Water
3050,Water,Built-up,Grassland,Water,Non_Wetland,Water,NULL,Grassland
3051,Water,Built-up,Grassland,Water,Non_Wetland,Water,NULL,Water
3052,Water,Built-up,Grassland,Water,Non_Wetland,Water,Bareland,Forest
3053,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3054,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3055,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3056,Water,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
3057,Water,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
3058,Water,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Forest
3059,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Forest
3060,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
3061,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Water
3062,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
3063,Water,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
3064,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
3065,Water,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Water
3066,Water,Built-up,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3067,Water,Built-up,Wetland,Water,Wetland,Grassland,NULL,Forest
3068,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
3069,Water,Built-up,Wetland,Water,Wetland,Water,Water,Forest
3070,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3071,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3072,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3073,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3074,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
3075,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3076,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3077,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
3078,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3079,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
3080,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
3081,Water,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Forest
3082,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Water
3083,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Forest
3084,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
3085,Water,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
3086,Water,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Forest
3087,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
3088,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Forest
3089,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
3090,Water,Built-up,Water,NULL,Water,Grassland,NULL,Water
3091,Water,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
3092,Water,Built-up,Water,NULL,Water,Bareland,NULL,Water
3093,Water,Built-up,Water,NULL,Water,Bareland,NULL,Forest
3094,Water,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
3095,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
3096,Water,Built-up,Water,NULL,Water,Water,NULL,Grassland
3097,Water,Built-up,Water,NULL,Water,Water,NULL,Water
3098,Water,Built-up,Water,NULL,Water,Water,Bareland,Water
3099,Water,Built-up,Water,NULL,Water,Water,Bareland,Forest
3100,Water,Built-up,Water,NULL,Water,Water,Water,Water
3101,Water,Built-up,Water,Non_Water,Water,Bareland,NULL,Water
3102,Water,Built-up,Water,Non_Water,Water,Bareland,NULL,Forest
3103,Water,Built-up,Water,Non_Water,Water,Bareland,Bareland,Grassland
3104,Water,Built-up,Water,Non_Water,Water,Bareland,Water,Water
3105,Water,Built-up,Water,Non_Water,Water,Bareland,Water,Forest
3106,Water,Built-up,Water,Non_Water,Water,Water,Bareland,Water
3107,Water,Built-up,Water,Non_Water,Water,Water,Bareland,Forest
3108,Water,Built-up,Water,Water,Water,Bareland,NULL,Forest
3109,Water,Built-up,Water,Water,Water,Bareland,Bareland,Water
3110,Water,Built-up,Water,Water,Water,Water,NULL,Water
3111,Water,Built-up,Water,Water,Water,Water,Bareland,Forest
3112,Water,Built-up,Water,Water,Water,Water,Water,Water
3113,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3114,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3115,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3116,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3117,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3118,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3119,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3120,Water,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3121,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3122,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3123,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
3124,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3125,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3126,Water,Built-up,Forest,Water,Non_Wetland,Bareland,NULL,Forest
3127,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Water
3128,Water,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Water
3129,Water,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Forest
3130,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
3131,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Forest
3132,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3133,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3134,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3135,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3136,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3137,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
3138,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3139,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3140,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3141,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3142,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3143,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3144,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3145,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
3146,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3147,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3148,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3149,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
3150,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3151,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3152,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
3153,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3154,Water,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
3155,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3156,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
3157,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3158,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
3159,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3160,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
3161,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
3162,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
3163,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3164,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3165,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3166,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3167,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
3168,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3169,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
3170,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3171,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3172,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3173,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3174,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3175,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3176,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
3177,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3178,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3179,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3180,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3181,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3182,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3183,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3184,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3185,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
3186,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
3187,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3188,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
3189,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3190,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
3191,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3192,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
3193,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
3194,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
3195,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
3196,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
3197,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3198,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
3199,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
3200,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3201,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3202,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
3203,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3204,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3205,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3206,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3207,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3208,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3209,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3210,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3211,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
3212,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3213,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
3214,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
3215,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
3216,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
3217,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Forest
3218,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
3219,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
3220,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
3221,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
3222,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
3223,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
3224,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
3225,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
3226,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
3227,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
3228,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
3229,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
3230,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
3231,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3232,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
3233,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3234,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3235,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3236,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3237,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3238,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3239,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3240,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3241,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
3242,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3243,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3244,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3245,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3246,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3247,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3248,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3249,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3250,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
3251,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3252,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3253,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3254,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3255,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3256,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3257,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3258,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3259,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3260,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3261,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3262,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3263,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
3264,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3265,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3266,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3267,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3268,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3269,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3270,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3271,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3272,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3273,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3274,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3275,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3276,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3277,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3278,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3279,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3280,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
3281,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
3282,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
3283,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3284,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3285,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3286,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
3287,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
3288,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3289,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
