Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZH_M_R
4019,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4020,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4021,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4022,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4023,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4024,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4025,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4026,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4027,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
4028,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4029,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4030,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
4031,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
4032,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4033,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4034,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4035,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4036,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4037,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4038,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4039,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4040,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4041,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
4042,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4043,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
4044,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
4045,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
4046,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4047,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4048,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4049,Water,Water,Wetland,Water,Wetland,Grassland,Water,Cropland
4050,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4051,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4052,Water,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
4053,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4054,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4055,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4056,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4057,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4058,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4059,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4060,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4061,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
4062,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4063,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4064,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4065,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4066,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4067,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4068,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4069,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4070,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
4071,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4072,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
4073,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4074,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4075,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4076,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4077,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4078,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4079,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4080,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4081,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Water
4082,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4083,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4084,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4085,Water,Water,Water,NULL,Water,NULL,NULL,Water
4086,Water,Water,Water,NULL,Water,NULL,NULL,Forest
4087,Water,Water,Water,NULL,Water,NULL,Wetland,Water
4088,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
4089,Water,Water,Water,NULL,Water,NULL,Water,Wetland
4090,Water,Water,Water,NULL,Water,NULL,Water,Water
4091,Water,Water,Water,NULL,Water,NULL,Water,Forest
4092,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
4093,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
4094,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
4095,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
4096,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
4097,Water,Water,Water,NULL,Water,Grassland,Water,Water
4098,Water,Water,Water,NULL,Water,Wetland,NULL,Water
4099,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
4100,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
4101,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
4102,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4103,Water,Water,Water,NULL,Water,Wetland,Wetland,Bareland
4104,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
4105,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
4106,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
4107,Water,Water,Water,NULL,Water,Wetland,Water,Water
4108,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4109,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
4110,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
4111,Water,Water,Water,NULL,Water,Bareland,NULL,Water
4112,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
4113,Water,Water,Water,NULL,Water,Water,NULL,Grassland
4114,Water,Water,Water,NULL,Water,Water,NULL,Water
4115,Water,Water,Water,NULL,Water,Water,NULL,Forest
4116,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
4117,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
4118,Water,Water,Water,NULL,Water,Water,Grassland,Water
4119,Water,Water,Water,NULL,Water,Water,Grassland,Forest
4120,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
4121,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
4122,Water,Water,Water,NULL,Water,Water,Wetland,Water
4123,Water,Water,Water,NULL,Water,Water,Wetland,Forest
4124,Water,Water,Water,NULL,Water,Water,Water,Grassland
4125,Water,Water,Water,NULL,Water,Water,Water,Wetland
4126,Water,Water,Water,NULL,Water,Water,Water,Water
4127,Water,Water,Water,NULL,Water,Water,Water,Forest
4128,Water,Water,Water,NULL,Water,Water,Forest,Grassland
4129,Water,Water,Water,NULL,Water,Water,Forest,Water
4130,Water,Water,Water,NULL,Water,Water,Forest,Forest
4131,Water,Water,Water,NULL,Water,Forest,Wetland,Water
4132,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
4133,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
4134,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
4135,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4136,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4137,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4138,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4139,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4140,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4141,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
4142,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
4143,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
4144,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
4145,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
4146,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4147,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4148,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4149,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
4150,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
4151,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
4152,Water,Water,Water,Non_Water,Water,Water,Water,Water
4153,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4154,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4155,Water,Water,Water,Water,Water,NULL,Wetland,Water
4156,Water,Water,Water,Water,Water,NULL,Wetland,Forest
4157,Water,Water,Water,Water,Water,NULL,Water,Water
4158,Water,Water,Water,Water,Water,NULL,Water,Forest
4159,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
4160,Water,Water,Water,Water,Water,Grassland,Water,Water
4161,Water,Water,Water,Water,Water,Grassland,Water,Forest
4162,Water,Water,Water,Water,Water,Wetland,NULL,Water
4163,Water,Water,Water,Water,Water,Wetland,NULL,Forest
4164,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
4165,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
4166,Water,Water,Water,Water,Water,Wetland,Wetland,Water
4167,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
4168,Water,Water,Water,Water,Water,Wetland,Water,Grassland
4169,Water,Water,Water,Water,Water,Wetland,Water,Wetland
4170,Water,Water,Water,Water,Water,Wetland,Water,Water
4171,Water,Water,Water,Water,Water,Wetland,Water,Forest
4172,Water,Water,Water,Water,Water,Water,NULL,Water
4173,Water,Water,Water,Water,Water,Water,Grassland,Water
4174,Water,Water,Water,Water,Water,Water,Grassland,Forest
4175,Water,Water,Water,Water,Water,Water,Wetland,Grassland
4176,Water,Water,Water,Water,Water,Water,Wetland,Wetland
4177,Water,Water,Water,Water,Water,Water,Wetland,Water
4178,Water,Water,Water,Water,Water,Water,Wetland,Forest
4179,Water,Water,Water,Water,Water,Water,Water,Grassland
4180,Water,Water,Water,Water,Water,Water,Water,Wetland
4181,Water,Water,Water,Water,Water,Water,Water,Water
4182,Water,Water,Water,Water,Water,Water,Water,Forest
4183,Water,Water,Water,Water,Water,Forest,Water,Wetland
4184,Water,Water,Water,Water,Water,Forest,Water,Water
4185,Water,Water,Water,Water,Water,Forest,Water,Forest
4186,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4187,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4188,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4189,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4190,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4191,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4192,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4193,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4194,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4195,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4196,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4197,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4198,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4199,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4200,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4201,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4202,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4203,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4204,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4205,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4206,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4207,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4208,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4209,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4210,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4211,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4212,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4213,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4214,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4215,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
4216,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4217,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4218,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4219,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4220,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4221,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4222,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4223,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4224,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4225,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4226,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4227,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4228,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4229,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4230,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4231,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4232,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4233,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4234,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4235,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4236,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4237,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4238,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4239,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4240,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4241,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4242,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4243,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4244,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4245,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4246,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4247,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4248,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4249,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4250,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4251,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4252,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4253,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4254,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4255,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4256,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4257,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
4258,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4259,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
4260,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4261,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4262,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4263,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4264,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
4265,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
4266,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4267,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4268,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4269,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4270,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4271,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4272,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4273,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4274,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4275,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4276,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4277,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4278,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4279,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4280,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4281,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4282,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
4283,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
4284,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
4285,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
4286,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4287,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4288,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4289,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4290,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4291,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4292,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4293,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4294,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
4295,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4296,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
4297,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Water
4298,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
4299,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4300,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4301,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4302,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4303,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4304,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4305,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4306,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4307,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4308,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4309,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4310,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4311,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4312,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4313,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4314,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4315,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4316,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4317,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4318,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4319,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4320,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4321,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4322,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4323,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4324,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4325,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4326,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4327,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4328,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4329,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4330,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4331,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4332,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4333,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4334,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4335,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
4336,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4337,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4338,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4339,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4340,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4341,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4342,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4343,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4344,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4345,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4346,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4347,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4348,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4349,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4350,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
4351,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
4352,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4353,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
4354,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
4355,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
4356,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4357,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
4358,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4359,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4360,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4361,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4362,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4363,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4364,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4365,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4366,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4367,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
4368,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4369,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4370,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4371,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4372,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4373,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4374,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4375,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4376,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
4377,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4378,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4379,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4380,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4381,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4382,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4383,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4384,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4385,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4386,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4387,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4388,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4389,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4390,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4391,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4392,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
