Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZT_M_R
4525,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4526,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4527,Cropland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4528,Cropland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4529,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4530,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4531,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
4532,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4533,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4534,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
4535,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
4536,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4537,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4538,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4539,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4540,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4541,Cropland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
4542,Cropland,Forest,Water,Water,Water,Wetland,Wetland,Water
4543,Cropland,Forest,Water,Water,Water,Wetland,Wetland,Forest
4544,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4545,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4546,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4547,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4548,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4549,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4550,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4551,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4552,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4553,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4554,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4555,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4556,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4557,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4558,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4559,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4560,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4561,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4562,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4563,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4564,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4565,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4566,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4567,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4568,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4569,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4570,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4571,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4572,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4573,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4574,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
4575,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
4576,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4577,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4578,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4579,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4580,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4581,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
4582,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4583,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4584,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4585,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4586,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4587,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4588,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4589,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4590,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4591,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4592,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4593,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4594,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4595,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4596,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4597,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4598,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4599,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4600,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4601,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4602,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4603,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4604,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4605,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4606,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4607,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4608,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4609,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4610,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4611,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4612,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
4613,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4614,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4615,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4616,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
4617,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4618,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4619,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4620,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4621,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4622,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4623,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4624,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4625,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4626,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4627,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4628,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4629,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4630,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4631,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4632,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4633,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4634,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4635,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4636,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4637,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4638,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4639,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4640,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4641,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4642,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4643,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4644,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4645,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4646,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4647,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4648,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4649,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
4650,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4651,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4652,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4653,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
4654,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
4655,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4656,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4657,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4658,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
4659,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4660,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4661,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4662,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4663,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4664,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4665,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4666,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4667,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4668,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
4669,Wetland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
4670,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4671,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4672,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
4673,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
4674,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4675,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
4676,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4677,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4678,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4679,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4680,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4681,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4682,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4683,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
4684,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4685,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4686,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
4687,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4688,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4689,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4690,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4691,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4692,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
4693,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4694,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
4695,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4696,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4697,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
4698,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4699,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4700,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4701,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
4702,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4703,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4704,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4705,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4706,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4707,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4708,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4709,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4710,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4711,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4712,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4713,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4714,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4715,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4716,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4717,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4718,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4719,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
4720,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
4721,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
4722,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
4723,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4724,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4725,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4726,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4727,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4728,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4729,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4730,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4731,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4732,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4733,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4734,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
4735,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4736,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4737,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4738,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4739,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4740,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4741,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4742,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4743,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4744,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4745,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4746,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4747,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4748,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4749,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4750,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
4751,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
4752,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4753,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
4754,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
4755,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
4756,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
4757,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
4758,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4759,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
4760,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4761,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
4762,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
4763,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4764,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
4765,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
4766,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
4767,Wetland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
4768,Wetland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
4769,Wetland,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
4770,Wetland,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
4771,Wetland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
4772,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
4773,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
4774,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4775,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4776,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4777,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
4778,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4779,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
4780,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4781,Wetland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
4782,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4783,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4784,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
4785,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4786,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4787,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
4788,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4789,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
4790,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
4791,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
4792,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
4793,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4794,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4795,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4796,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4797,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4798,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
4799,Wetland,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
4800,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4801,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4802,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
4803,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
4804,Wetland,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
4805,Wetland,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
4806,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
4807,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4808,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
4809,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4810,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4811,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4812,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4813,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4814,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4815,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4816,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4817,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4818,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4819,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4820,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4821,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4822,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4823,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4824,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4825,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4826,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4827,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4828,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4829,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4830,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4831,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4832,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
4833,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
4834,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4835,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
4836,Wetland,NULL,Water,NULL,Water,NULL,Wetland,Grassland
4837,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
4838,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4839,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4840,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Water
4841,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4842,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
4843,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
4844,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
4845,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
4846,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
4847,Wetland,NULL,Water,NULL,Water,Water,Water,Water
4848,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4849,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4850,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
4851,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
4852,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
4853,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Water
4854,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4855,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Water
4856,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
4857,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
4858,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
4859,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
