Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFS_M_R
3642,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
3643,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3644,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
3645,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3646,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3647,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3648,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3649,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3650,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3651,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
3652,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3653,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
3654,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
3655,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3656,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
3657,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3658,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3659,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3660,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3661,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3662,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3663,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3664,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3665,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3666,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3667,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3668,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3669,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3670,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
3671,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3672,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3673,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3674,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3675,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3676,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3677,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3678,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3679,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3680,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3681,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3682,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3683,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3684,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3685,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3686,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3687,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3688,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3689,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3690,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3691,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3692,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3693,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3694,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3695,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3696,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3697,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3698,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3699,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
3700,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
3701,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
3702,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
3703,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
3704,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3705,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
3706,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3707,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
3708,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3709,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3710,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3711,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3712,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3713,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3714,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3715,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3716,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3717,Water,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Water
3718,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3719,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
3720,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
3721,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
3722,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
3723,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
3724,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
3725,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
3726,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3727,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3728,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3729,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3730,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3731,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3732,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
3733,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3734,Water,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
3735,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
3736,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Water
3737,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3738,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3739,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3740,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3741,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
3742,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3743,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3744,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3745,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3746,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3747,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3748,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3749,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3750,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3751,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3752,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3753,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
3754,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
3755,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3756,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3757,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3758,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3759,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3760,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3761,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3762,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3763,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3764,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3765,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3766,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3767,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3768,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3769,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3770,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3771,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3772,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3773,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3774,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
3775,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Forest
3776,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3777,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3778,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
3779,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3780,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
3781,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
3782,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
3783,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3784,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3785,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3786,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3787,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3788,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Water
3789,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
3790,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
3791,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
3792,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3793,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3794,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
3795,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
3796,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
3797,Water,Wetland,Water,NULL,Water,Bareland,Wetland,Grassland
3798,Water,Wetland,Water,NULL,Water,Bareland,Water,Grassland
3799,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3800,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
3801,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
3802,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
3803,Water,Wetland,Water,NULL,Water,Water,Water,Water
3804,Water,Wetland,Water,NULL,Water,Water,Water,Forest
3805,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
3806,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
3807,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
3808,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
3809,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
3810,Water,Wetland,Water,Non_Water,Water,Bareland,Wetland,Forest
3811,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Grassland
3812,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
3813,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
3814,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
3815,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3816,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
3817,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
3818,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
3819,Water,Wetland,Water,Water,Water,NULL,Wetland,Grassland
3820,Water,Wetland,Water,Water,Water,NULL,Water,Grassland
3821,Water,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
3822,Water,Wetland,Water,Water,Water,Grassland,Wetland,Water
3823,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
3824,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3825,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3826,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
3827,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3828,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
3829,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
3830,Water,Wetland,Water,Water,Water,Wetland,Water,Water
3831,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
3832,Water,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
3833,Water,Wetland,Water,Water,Water,Bareland,Wetland,Water
3834,Water,Wetland,Water,Water,Water,Bareland,Wetland,Forest
3835,Water,Wetland,Water,Water,Water,Bareland,Water,Grassland
3836,Water,Wetland,Water,Water,Water,Bareland,Water,Water
3837,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
3838,Water,Wetland,Water,Water,Water,Water,Wetland,Water
3839,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
3840,Water,Wetland,Water,Water,Water,Water,Water,Grassland
3841,Water,Wetland,Water,Water,Water,Water,Water,Wetland
3842,Water,Wetland,Water,Water,Water,Water,Water,Water
3843,Water,Wetland,Water,Water,Water,Water,Water,Forest
3844,Water,Wetland,Water,Water,Water,Forest,Water,Water
3845,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3846,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3847,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3848,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3849,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3850,Water,Wetland,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
3851,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3852,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
3853,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3854,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
3855,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
3856,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
3857,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3858,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
3859,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3860,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3861,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3862,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3863,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3864,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3865,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3866,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3867,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
3868,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3869,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3870,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3871,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3872,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
3873,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
3874,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3875,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3876,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
3877,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
3878,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
3879,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
3880,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
3881,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
3882,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
3883,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
3884,Water,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3885,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
3886,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
3887,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
3888,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
3889,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3890,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3891,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
3892,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
3893,Water,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
3894,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
3895,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
3896,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
3897,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
3898,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
3899,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
3900,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3901,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3902,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3903,Water,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
3904,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
3905,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Forest
3906,Water,Bareland,Water,NULL,Water,Water,Water,Water
3907,Water,Bareland,Water,NULL,Water,Water,Water,Forest
3908,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
3909,Water,Bareland,Water,Non_Water,Water,Water,Water,Forest
3910,Water,Bareland,Water,Water,Water,Bareland,Water,Water
3911,Water,Bareland,Water,Water,Water,Water,Bareland,Water
3912,Water,Bareland,Water,Water,Water,Water,Water,Grassland
3913,Water,Bareland,Water,Water,Water,Water,Water,Water
3914,Water,Bareland,Water,Water,Water,Water,Water,Forest
3915,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
3916,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
3917,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
3918,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3919,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3920,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
3921,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
3922,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Water
3923,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
3924,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
3925,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
3926,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
3927,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3928,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Grassland
3929,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
3930,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3931,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3932,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
3933,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
3934,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
3935,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
3936,Water,Built-up,Water,Non_Water,Water,Water,Water,Grassland
3937,Water,Built-up,Water,Water,Water,Built-up,Wetland,Grassland
3938,Water,Built-up,Water,Water,Water,Built-up,Water,Grassland
3939,Water,Built-up,Water,Water,Water,Built-up,Water,Water
3940,Water,Built-up,Water,Water,Water,Water,Water,Water
3941,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3942,Water,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3943,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
3944,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3945,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3946,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3947,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3948,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3949,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3950,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3951,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
3952,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3953,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3954,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3955,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
3956,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3957,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3958,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3959,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3960,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3961,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3962,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3963,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3964,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3965,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3966,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3967,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3968,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3969,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3970,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3971,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3972,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3973,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3974,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3975,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3976,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3977,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3978,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
3979,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3980,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3981,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3982,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3983,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3984,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
3985,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
3986,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3987,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3988,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3989,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
3990,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
3991,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3992,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3993,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3994,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3995,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
3996,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3997,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3998,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3999,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4000,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4001,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4002,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4003,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4004,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4005,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
