Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPV_M_R
1030,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1031,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1032,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1033,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1035,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1036,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1037,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1038,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1039,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1040,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1042,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1043,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1044,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1045,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1047,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1048,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1049,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1050,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1052,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1053,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1054,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1055,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1056,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1057,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1058,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1059,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1060,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1061,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1062,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1063,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1064,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1065,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1066,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1067,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1068,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1069,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1070,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1071,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1072,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1073,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1074,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1075,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1077,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1078,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1079,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1080,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1081,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1082,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1083,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1084,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1085,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1086,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1087,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1089,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1090,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1091,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1092,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1093,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1094,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1095,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1096,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1097,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1098,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1099,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1101,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1102,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1103,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1104,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1106,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1107,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1108,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1109,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1110,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1111,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1112,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1113,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1114,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1115,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1116,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1117,Wetland,Wetland,Water,NULL,Water,NULL,NULL,NULL
1118,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1119,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Cropland
1120,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1121,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1122,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1123,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1124,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1125,Wetland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1126,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1127,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1128,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1129,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1131,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1132,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1133,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1134,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1135,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1136,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1137,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1138,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1139,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1140,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1141,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1142,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1143,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1144,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1145,Wetland,Water,Water,NULL,Water,NULL,NULL,Cropland
1146,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1147,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1148,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1149,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1150,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1151,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1153,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1154,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1155,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1156,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1157,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1158,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1159,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1160,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1161,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1162,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1163,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1164,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1165,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1166,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1167,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1168,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1169,Wetland,Forest,Water,NULL,Water,NULL,NULL,NULL
1170,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1171,Wetland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1172,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1173,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1174,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1175,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1176,Wetland,Forest,Water,Water,Water,NULL,NULL,Cropland
1177,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1178,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1179,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1180,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1181,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1182,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1183,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1184,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1185,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1186,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1187,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1188,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1189,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1190,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1191,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1192,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1193,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1194,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1195,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1196,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1197,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1198,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1199,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1200,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1201,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1202,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1203,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1204,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1205,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1206,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1207,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1208,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1209,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1211,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1212,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1213,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1214,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1215,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1216,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1217,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1218,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1219,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1220,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1221,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1222,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1223,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1224,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1225,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1226,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1227,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1228,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1230,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1231,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1232,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1233,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1234,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1235,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1236,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1237,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1238,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1239,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1240,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1241,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1242,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1243,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1244,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1245,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1246,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1247,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1248,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1249,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1250,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1251,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1252,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1253,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1254,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1255,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1256,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1257,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1258,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1259,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1260,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1261,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1262,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1263,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1264,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1265,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1266,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1267,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1268,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1269,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1270,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1271,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1272,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1273,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1274,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1275,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1276,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1277,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1278,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1279,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1280,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1281,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1282,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1285,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1286,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1287,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1288,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1290,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
1291,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1292,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1293,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1294,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1295,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1296,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1297,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1298,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1299,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1300,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1301,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1302,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1303,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1304,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1305,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1306,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1307,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1308,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1309,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1310,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1311,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1312,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1313,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1314,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1316,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1318,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1319,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1320,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1321,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1322,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1323,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1325,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1326,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1327,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1328,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1329,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1330,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1331,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1332,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1333,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1334,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1335,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1336,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1337,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1338,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1339,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1340,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1341,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1342,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1343,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1344,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1345,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1346,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1347,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1348,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1349,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1350,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1351,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1352,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1353,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1354,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1356,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1357,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1358,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1359,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1360,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1361,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1362,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1363,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1365,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1366,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1367,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
