Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBA_M_R
8316,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8317,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8318,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
8319,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8320,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
8321,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8322,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
8323,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
8324,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8325,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
8326,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Water
8327,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8328,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8329,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Water
8330,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8331,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8332,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
8333,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
8334,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8335,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8336,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Water
8337,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8338,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
8339,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8340,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8341,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,NULL
8342,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
8343,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8344,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
8345,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8346,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8347,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8348,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8349,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8350,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8351,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8352,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8353,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8354,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
8355,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8356,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,NULL
8357,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8358,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8359,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
8360,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8361,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8362,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8363,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8364,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8365,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8366,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
8367,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8368,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8369,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,NULL
8370,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8371,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
8372,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,NULL
8373,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8374,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8375,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
8376,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8377,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
8378,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
8379,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
8380,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
8381,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
8382,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
8383,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
8384,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
8385,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
8386,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
8387,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
8388,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
8389,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
8390,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
8391,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8392,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
8393,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
8394,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
8395,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
8396,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Forest
8397,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8398,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8399,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8400,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8401,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8402,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8403,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8404,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8405,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8406,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8407,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8408,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8409,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8410,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8411,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8412,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8413,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8414,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8415,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8416,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
8417,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8418,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
8419,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
8420,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
8421,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
8422,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
8423,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8424,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8425,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8426,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8427,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8428,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8429,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
8430,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8431,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8432,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8433,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
8434,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
8435,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8436,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
8437,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8438,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8439,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8440,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
8441,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
8442,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8443,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8444,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8445,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8446,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
8447,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
8448,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8449,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8450,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8451,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8452,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8453,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8454,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8455,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8456,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8457,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8458,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8459,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8460,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8461,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8462,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8463,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8464,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8465,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8466,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8467,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8468,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8469,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8470,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8471,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8472,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
8473,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8474,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8475,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8476,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8477,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
8478,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8479,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8480,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8481,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8482,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8483,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8484,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8485,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8486,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8487,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8488,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8489,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8490,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8491,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8492,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8493,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
8494,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8495,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8496,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8497,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8498,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8499,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8500,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8501,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8502,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8503,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8504,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8505,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8506,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8507,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8508,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
8509,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8510,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8511,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
8512,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
8513,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8514,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8515,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8516,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8517,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8518,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8519,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8520,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8521,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8522,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8523,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8524,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8525,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8526,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8527,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8528,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
8529,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8530,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8531,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8532,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
8533,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8534,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8535,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
8536,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8537,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
8538,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8539,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
8540,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
8541,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
8542,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
8543,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
8544,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8545,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8546,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8547,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8548,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
8549,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8550,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
8551,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8552,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
8553,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
8554,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8555,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
8556,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8557,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8558,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8559,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
8560,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8561,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
8562,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8563,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
8564,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8565,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
8566,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
8567,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
8568,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
8569,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
8570,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
8571,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8572,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
8573,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
8574,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Built-up
8575,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
8576,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
8577,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
8578,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
8579,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
8580,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
8581,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
8582,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
8583,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8584,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8585,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8586,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8587,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
8588,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8589,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8590,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8591,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8592,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8593,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8594,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8595,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8596,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8597,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8598,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8599,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
8600,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8601,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8602,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8603,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8604,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
8605,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8606,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8607,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8608,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8609,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8610,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8611,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
8612,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
8613,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8614,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8615,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8616,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8617,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
8618,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8619,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
8620,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
8621,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8622,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8623,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8624,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8625,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
8626,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
8627,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8628,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8629,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8630,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
8631,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
8632,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8633,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8634,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8635,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8636,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8637,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
8638,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
8639,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8640,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
