Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBM_M_R
3082,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Water
3083,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Grassland
3084,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
3085,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
3086,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Bareland
3087,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
3088,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
3089,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
3090,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
3091,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
3092,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
3093,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
3094,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
3095,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3096,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
3097,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
3098,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
3099,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
3100,Bareland,Bareland,Water,Non_Water,Water,Cropland,NULL,Water
3101,Bareland,Bareland,Water,Non_Water,Water,Water,NULL,Bareland
3102,Bareland,Bareland,Water,Non_Water,Water,Water,NULL,Water
3103,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Bareland
3104,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
3105,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
3106,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
3107,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Forest
3108,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
3109,Bareland,Bareland,Water,Water,Water,Cropland,Water,Water
3110,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
3111,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
3112,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
3113,Bareland,Bareland,Water,Water,Water,Water,Water,Water
3114,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
3115,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
3116,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3117,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
3118,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
3119,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland,Wetland,Water
3120,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3121,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3122,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Bareland
3123,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3124,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3125,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3126,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3127,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3128,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3129,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3130,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
3131,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
3132,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
3133,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3134,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3135,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3136,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3137,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3138,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3139,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3140,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Wetland,Bareland
3141,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3142,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
3143,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
3144,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3145,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
3146,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
3147,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
3148,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
3149,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3150,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3151,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3152,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
3153,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
3154,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Grassland
3155,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
3156,Bareland,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
3157,Bareland,Built-up,Water,NULL,Water,Water,NULL,Grassland
3158,Bareland,Built-up,Water,NULL,Water,Water,NULL,Bareland
3159,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3160,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3161,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3162,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3163,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3164,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3165,Bareland,Water,NULL,Water,Non_Wetland,Cropland,Water,Forest
3166,Bareland,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3167,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
3168,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3169,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
3170,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3171,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3172,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3173,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3174,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
3175,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3176,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3177,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
3178,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Water
3179,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
3180,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3181,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
3182,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3183,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
3184,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3185,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Bareland
3186,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
3187,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3188,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
3189,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
3190,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
3191,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3192,Bareland,Water,Wetland,NULL,Wetland,Cropland,NULL,Cropland
3193,Bareland,Water,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
3194,Bareland,Water,Wetland,NULL,Wetland,Cropland,Wetland,Water
3195,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3196,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Cropland
3197,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3198,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
3199,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
3200,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3201,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3202,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3203,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3204,Bareland,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Water
3205,Bareland,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
3206,Bareland,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
3207,Bareland,Water,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
3208,Bareland,Water,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
3209,Bareland,Water,Wetland,Non_Water,Wetland,Cropland,Water,Water
3210,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3211,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
3212,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3213,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3214,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3215,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3216,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3217,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3218,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3219,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
3220,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
3221,Bareland,Water,Wetland,Water,Wetland,Cropland,NULL,Grassland
3222,Bareland,Water,Wetland,Water,Wetland,Cropland,Wetland,Water
3223,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
3224,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
3225,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Forest
3226,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
3227,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
3228,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3229,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
3230,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
3231,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
3232,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
3233,Bareland,Water,Water,NULL,Water,Grassland,Wetland,Forest
3234,Bareland,Water,Water,NULL,Water,Wetland,Wetland,Water
3235,Bareland,Water,Water,NULL,Water,Water,Wetland,Grassland
3236,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
3237,Bareland,Water,Water,NULL,Water,Water,Water,Water
3238,Bareland,Water,Water,NULL,Water,Water,Water,Forest
3239,Bareland,Water,Water,Non_Water,Water,Grassland,Wetland,Water
3240,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Grassland
3241,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Water
3242,Bareland,Water,Water,Non_Water,Water,Cropland,Water,Forest
3243,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3244,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Water
3245,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
3246,Bareland,Water,Water,Water,Water,Grassland,Water,Water
3247,Bareland,Water,Water,Water,Water,Cropland,Wetland,Water
3248,Bareland,Water,Water,Water,Water,Cropland,Water,Water
3249,Bareland,Water,Water,Water,Water,Water,Wetland,Water
3250,Bareland,Water,Water,Water,Water,Water,Water,Water
3251,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3252,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
3253,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3254,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3255,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3256,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3257,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3258,Bareland,Water,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
3259,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3260,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3261,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
3262,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3263,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3264,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
3265,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3266,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3267,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
3268,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Water
3269,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3270,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3271,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
3272,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
3273,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3274,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
3275,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3276,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
3277,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3278,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Water
3279,Bareland,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
3280,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3281,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
3282,Bareland,Forest,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
3283,Bareland,Forest,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
3284,Bareland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
3285,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3286,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3287,Bareland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
3288,Bareland,Forest,Wetland,Water,Wetland,Cropland,Water,Grassland
3289,Bareland,Forest,Wetland,Water,Wetland,Cropland,Water,Water
3290,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3291,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3292,Bareland,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3293,Bareland,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
3294,Bareland,Forest,Water,Non_Water,Water,Cropland,Wetland,Grassland
3295,Bareland,Forest,Water,Non_Water,Water,Water,Water,Grassland
3296,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3297,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3298,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3299,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3300,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3301,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3302,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3303,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3304,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3305,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3306,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3307,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3308,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3309,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3310,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
3311,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
3312,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
3313,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3314,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3315,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3316,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3317,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3318,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3319,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3320,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3321,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3322,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3323,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
3324,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3325,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3326,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3327,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3328,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3329,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3330,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
3331,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3332,Water,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
3333,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3334,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3335,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3336,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3337,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3338,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3339,Water,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
3340,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3341,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3342,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3343,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3344,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3345,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3346,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3347,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3348,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3349,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3350,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3351,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3352,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3353,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
3354,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3355,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3356,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3357,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3358,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3359,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3360,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3361,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3362,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3363,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3364,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3365,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3366,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3367,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3368,Water,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
3369,Water,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
3370,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3371,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3372,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3373,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3374,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3375,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3376,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3377,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3378,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3379,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3380,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3381,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3382,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3383,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3384,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3385,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3386,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
3387,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3388,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
3389,Water,NULL,Water,NULL,Water,Water,Water,Water
3390,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3391,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3392,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
3393,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
3394,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
3395,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3396,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3397,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
3398,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
3399,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
3400,Water,NULL,Water,Water,Water,Wetland,Water,Water
3401,Water,NULL,Water,Water,Water,Wetland,Water,Forest
3402,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
3403,Water,NULL,Water,Water,Water,Water,Water,Grassland
3404,Water,NULL,Water,Water,Water,Water,Water,Wetland
3405,Water,NULL,Water,Water,Water,Water,Water,Water
3406,Water,NULL,Water,Water,Water,Water,Water,Forest
3407,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3408,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3409,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3410,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3411,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3412,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3413,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3414,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3415,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3416,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3417,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3418,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3419,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3420,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3421,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3422,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3423,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3424,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3425,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3426,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
3427,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3428,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3429,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
3430,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3431,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3432,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3433,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
3434,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3435,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
