Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQC_M_R
1031,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1032,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1034,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1035,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1036,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1037,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1038,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1039,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1040,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1041,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1042,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1043,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1044,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1045,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1047,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1048,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1050,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1051,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1052,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1053,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1054,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1055,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1056,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1059,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1061,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1062,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1063,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1064,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1066,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1067,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1068,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1069,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1070,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1071,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1073,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1075,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1077,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1078,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1079,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1080,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1081,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1082,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1083,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1084,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1085,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1086,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1087,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1088,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1089,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1090,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1091,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1093,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1094,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1095,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1097,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1098,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1099,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1100,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1101,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1102,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1104,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1105,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1106,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1107,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1108,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1109,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1111,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1112,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1113,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1114,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1115,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1116,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1117,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1118,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1119,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1120,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1121,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1122,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1123,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1124,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1125,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1126,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1127,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1128,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1130,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1131,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1132,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1133,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1134,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1135,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1136,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1137,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1138,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1139,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1140,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1142,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1143,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1144,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1145,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1146,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1147,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
