Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYS_M_R
7479,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7480,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
7481,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7482,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7483,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7484,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7485,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
7486,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
7487,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7488,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7489,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7490,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7491,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7492,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7493,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7494,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
7495,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7496,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
7497,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7498,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
7499,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7500,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7501,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7502,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7503,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7504,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
7505,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7506,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7507,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7508,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
7509,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
7510,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
7511,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
7512,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
7513,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
7514,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
7515,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
7516,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
7517,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
7518,Forest,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Forest
7519,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
7520,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
7521,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
7522,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
7523,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
7524,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
7525,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
7526,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
7527,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
7528,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
7529,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
7530,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
7531,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
7532,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
7533,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Water,Forest
7534,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Forest
7535,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7536,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7537,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7538,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7539,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7540,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7541,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7542,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7543,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
7544,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7545,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
7546,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
7547,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
7548,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7549,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
7550,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7551,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7552,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7553,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
7554,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7555,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
7556,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
7557,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7558,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
7559,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
7560,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
7561,Forest,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
7562,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
7563,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7564,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
7565,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7566,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
7567,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7568,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7569,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7570,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
7571,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7572,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
7573,Forest,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
7574,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
7575,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
7576,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
7577,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
7578,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7579,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
7580,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
7581,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
7582,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7583,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
7584,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7585,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
7586,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7587,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
7588,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
7589,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
7590,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
7591,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
7592,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
7593,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
7594,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
7595,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
7596,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
7597,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
7598,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
7599,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
7600,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
7601,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
7602,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
7603,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
7604,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
7605,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7606,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7607,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7608,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7609,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7610,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
7611,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
7612,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
7613,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7614,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7615,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7616,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
7617,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7618,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7619,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7620,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7621,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7622,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7623,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7624,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7625,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
7626,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7627,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
7628,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7629,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
7630,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7631,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7632,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7633,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
7634,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
7635,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
7636,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
7637,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
7638,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7639,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
7640,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
7641,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7642,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
7643,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7644,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
7645,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
7646,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
7647,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
7648,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
7649,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
7650,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
7651,Forest,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
7652,Forest,NULL,Wetland,Water,Wetland,Cropland,Water,Forest
7653,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7654,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
7655,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7656,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7657,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
7658,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
7659,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
7660,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
7661,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
7662,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
7663,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
7664,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
7665,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
7666,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
7667,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
7668,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
7669,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
7670,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
7671,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
7672,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
7673,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
7674,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
7675,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
7676,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
7677,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
7678,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
7679,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
7680,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Water,Forest
7681,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
7682,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Forest
7683,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
7684,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7685,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
7686,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
7687,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
7688,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7689,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
7690,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7691,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7692,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
7693,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
7694,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
7695,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
7696,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
7697,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7698,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
7699,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
7700,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Forest
7701,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
7702,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7703,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7704,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7705,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7706,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
7707,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
7708,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7709,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
7710,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
7711,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7712,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7713,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
7714,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7715,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
7716,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
7717,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7718,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7719,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
7720,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
7721,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
7722,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
7723,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
7724,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7725,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7726,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7727,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7728,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7729,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
7730,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7731,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7732,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7733,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7734,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7735,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7736,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7737,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7738,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
7739,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
7740,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
7741,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
7742,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
7743,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
7744,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
7745,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
7746,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
7747,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
7748,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
7749,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
7750,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
7751,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
7752,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
7753,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
7754,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
7755,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7756,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7757,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7758,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7759,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7760,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
7761,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
7762,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7763,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
7764,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
7765,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
7766,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
7767,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
7768,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7769,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7770,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7771,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7772,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7773,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
7774,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7775,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7776,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7777,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7778,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7779,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
7780,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
7781,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
7782,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7783,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7784,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
7785,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
7786,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
7787,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
7788,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
7789,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
7790,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
7791,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
7792,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
7793,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
7794,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
7795,Forest,NULL,Water,NULL,Water,Wetland,Forest,Water
7796,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
7797,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
7798,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
7799,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
7800,Forest,NULL,Water,NULL,Water,Water,Forest,Water
7801,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
7802,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
7803,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
7804,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
7805,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
7806,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
7807,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
7808,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
7809,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
7810,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
7811,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
7812,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
7813,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
7814,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
7815,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
7816,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
7817,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
7818,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
7819,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
7820,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
