Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGD_M_R
8068,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8069,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
8070,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8071,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
8072,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
8073,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
8074,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
8075,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8076,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
8077,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
8078,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8079,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
8080,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
8081,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
8082,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
8083,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
8084,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
8085,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
8086,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
8087,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
8088,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
8089,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
8090,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
8091,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
8092,Wetland,Water,Wetland,Non_Water,NULL,Wetland,Water,Wetland
8093,Wetland,Water,Wetland,Non_Water,NULL,Water,Water,Water
8094,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8095,Wetland,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
8096,Wetland,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
8097,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8098,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8099,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8100,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
8101,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
8102,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
8103,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8104,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
8105,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
8106,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8107,Wetland,Water,Wetland,Water,NULL,Wetland,Water,Wetland
8108,Wetland,Water,Wetland,Water,NULL,Wetland,Water,Water
8109,Wetland,Water,Wetland,Water,NULL,Bareland,Water,Water
8110,Wetland,Water,Wetland,Water,NULL,Water,Wetland,Wetland
8111,Wetland,Water,Wetland,Water,NULL,Water,Water,Wetland
8112,Wetland,Water,Wetland,Water,NULL,Water,Water,Water
8113,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
8114,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8115,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
8116,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
8117,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
8118,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8119,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Cropland
8120,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8121,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
8122,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
8123,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
8124,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
8125,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
8126,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
8127,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
8128,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
8129,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
8130,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
8131,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
8132,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
8133,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
8134,Wetland,Water,Wetland,Water,Wetland,Water,Water,Cropland
8135,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
8136,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
8137,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
8138,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8139,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
8140,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
8141,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
8142,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8143,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
8144,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
8145,Wetland,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
8146,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
8147,Wetland,Water,Water,NULL,NULL,Wetland,Water,Wetland
8148,Wetland,Water,Water,NULL,NULL,Water,Water,Wetland
8149,Wetland,Water,Water,NULL,NULL,Water,Water,Water
8150,Wetland,Water,Water,NULL,Water,Water,Wetland,Water
8151,Wetland,Water,Water,NULL,Water,Water,Wetland,Forest
8152,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
8153,Wetland,Water,Water,NULL,Water,Water,Water,Water
8154,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
8155,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
8156,Wetland,Water,Water,Water,NULL,NULL,Water,Forest
8157,Wetland,Water,Water,Water,NULL,Wetland,Water,Wetland
8158,Wetland,Water,Water,Water,NULL,Wetland,Water,Water
8159,Wetland,Water,Water,Water,NULL,Bareland,Water,Water
8160,Wetland,Water,Water,Water,NULL,Water,Water,Wetland
8161,Wetland,Water,Water,Water,NULL,Water,Water,Bareland
8162,Wetland,Water,Water,Water,NULL,Water,Water,Water
8163,Wetland,Water,Water,Water,NULL,Forest,Water,Water
8164,Wetland,Water,Water,Water,Water,NULL,Wetland,Wetland
8165,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
8166,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
8167,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
8168,Wetland,Water,Water,Water,Water,Wetland,Water,Water
8169,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
8170,Wetland,Water,Water,Water,Water,Bareland,Water,Water
8171,Wetland,Water,Water,Water,Water,Water,Grassland,Grassland
8172,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
8173,Wetland,Water,Water,Water,Water,Water,Wetland,Water
8174,Wetland,Water,Water,Water,Water,Water,Water,Wetland
8175,Wetland,Water,Water,Water,Water,Water,Water,Water
8176,Wetland,Water,Water,Water,Water,Forest,Water,Wetland
8177,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8178,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8179,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8180,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8181,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8182,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8183,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8184,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8185,Wetland,Forest,NULL,Water,Non_Wetland,Cropland,Wetland,Grassland
8186,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8187,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
8188,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8189,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8190,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8191,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8192,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8193,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8194,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8195,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8196,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
8197,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
8198,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
8199,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
8200,Wetland,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
8201,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
8202,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8203,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8204,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8205,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8206,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
8207,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8208,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
8209,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
8210,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Water
8211,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8212,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8213,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
8214,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8215,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8216,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
8217,Wetland,Forest,Wetland,Water,NULL,NULL,Water,Wetland
8218,Wetland,Forest,Wetland,Water,NULL,NULL,Water,Water
8219,Wetland,Forest,Wetland,Water,NULL,NULL,Water,Forest
8220,Wetland,Forest,Wetland,Water,NULL,Wetland,Water,Wetland
8221,Wetland,Forest,Wetland,Water,NULL,Wetland,Water,Water
8222,Wetland,Forest,Wetland,Water,Wetland,NULL,Water,Water
8223,Wetland,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
8224,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
8225,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
8226,Wetland,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
8227,Wetland,Forest,Water,Non_Water,Water,Water,Water,Wetland
8228,Wetland,Forest,Water,Water,NULL,NULL,Water,Water
8229,Wetland,Forest,Water,Water,NULL,Wetland,Water,Water
8230,Wetland,Forest,Water,Water,NULL,Water,Water,Water
8231,Wetland,Forest,Water,Water,Water,NULL,Grassland,Wetland
8232,Wetland,Forest,Water,Water,Water,NULL,Wetland,Wetland
8233,Wetland,Forest,Water,Water,Water,NULL,Wetland,Water
8234,Wetland,Forest,Water,Water,Water,NULL,Water,Water
8235,Wetland,Forest,Water,Water,Water,Cropland,Wetland,Grassland
8236,Wetland,Forest,Water,Water,Water,Cropland,Wetland,Wetland
8237,Wetland,Forest,Water,Water,Water,Wetland,Grassland,Water
8238,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
8239,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Water
8240,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
8241,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
8242,Wetland,Forest,Water,Water,Water,Water,Grassland,Water
8243,Wetland,Forest,Water,Water,Water,Water,Wetland,Water
8244,Wetland,Forest,Water,Water,Water,Water,Water,Water
8245,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8246,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8247,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8248,Wetland,Forest,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8249,Wetland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
8250,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8251,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8252,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8253,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8254,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8255,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8256,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
8257,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8258,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
8259,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
8260,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
8261,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8262,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8263,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8264,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8265,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8266,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
8267,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8268,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
8269,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8270,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
8271,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
8272,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8273,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8274,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8275,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8276,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8277,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8278,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8279,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8280,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8281,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
8282,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
8283,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8284,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8285,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
8286,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8287,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
8288,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8289,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8290,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
8291,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8292,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8293,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
8294,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8295,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
8296,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
8297,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8298,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8299,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
8300,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
8301,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8302,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8303,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8304,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
8305,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8306,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8307,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8308,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
8309,Bareland,NULL,NULL,Non_Water,Non_Wetland,Built-up,Bareland,Wetland
8310,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
8311,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
8312,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
8313,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
8314,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
8315,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
8316,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
8317,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
8318,Bareland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
8319,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8320,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8321,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8322,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8323,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8324,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8325,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8326,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8327,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8328,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8329,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8330,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8331,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8332,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8333,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8334,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8335,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8336,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8337,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8338,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
8339,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8340,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
8341,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8342,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8343,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8344,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8345,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8346,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8347,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8348,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8349,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8350,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8351,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8352,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8353,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
8354,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8355,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8356,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8357,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8358,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8359,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8360,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8361,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8362,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
8363,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8364,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8365,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8366,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8367,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8368,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8369,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
8370,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
8371,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8372,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8373,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8374,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8375,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8376,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8377,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8378,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8379,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8380,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8381,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
8382,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8383,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
8384,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8385,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
8386,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8387,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8388,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8389,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
8390,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8391,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8392,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
8393,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
8394,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8395,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
8396,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
8397,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
8398,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Wetland
8399,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8400,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8401,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
8402,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
8403,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8404,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
8405,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
8406,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
8407,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
