Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PMQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PMQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PMQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PMQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PMQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PMQ_M_R
861,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
862,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
863,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
864,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
865,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
866,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
867,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
868,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
869,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
870,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
871,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
873,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
874,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
875,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
876,Cropland,Cropland,Wetland,NULL,Wetland,Forest
877,Cropland,Cropland,Wetland,Water,Wetland,Grassland
878,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
879,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
880,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
881,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
882,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
883,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
884,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
885,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
886,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
887,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
888,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
889,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
890,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
891,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
892,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
893,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
894,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
895,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
896,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
897,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
898,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
899,Cropland,Wetland,Grassland,Water,Non_Wetland,Forest
900,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
901,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
902,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
903,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
904,Cropland,Wetland,Wetland,NULL,Wetland,Forest
905,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
906,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
907,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
908,Cropland,Wetland,Wetland,Water,Wetland,Grassland
909,Cropland,Wetland,Wetland,Water,Wetland,Wetland
910,Cropland,Wetland,Wetland,Water,Wetland,Water
911,Cropland,Wetland,Wetland,Water,Wetland,Forest
912,Cropland,Wetland,Water,Non_Water,Water,Wetland
913,Cropland,Wetland,Water,Non_Water,Water,Forest
914,Cropland,Wetland,Water,Water,Water,Grassland
915,Cropland,Wetland,Water,Water,Water,Wetland
916,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
917,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
918,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
919,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
920,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
921,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
922,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
923,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
924,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
925,Cropland,Bareland,Shrubland,Water,Non_Wetland,Wetland
926,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
927,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
928,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
929,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
930,Cropland,Bareland,Cropland,Water,Non_Wetland,Wetland
931,Cropland,Bareland,Wetland,Water,Wetland,Wetland
932,Cropland,Bareland,Wetland,Water,Wetland,Bareland
933,Cropland,Bareland,Wetland,Water,Wetland,Water
934,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
935,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
936,Cropland,Bareland,Water,Water,Water,Wetland
937,Cropland,Bareland,Water,Water,Water,Bareland
938,Cropland,Bareland,Water,Water,Water,Water
939,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
940,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
941,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
942,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
943,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
944,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
945,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
946,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
947,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
948,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
949,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
950,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
951,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
952,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
953,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
954,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
955,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
956,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
957,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
958,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
959,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
960,Cropland,Built-up,Wetland,NULL,Wetland,Forest
961,Cropland,Built-up,Wetland,Water,Wetland,Grassland
962,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
963,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
964,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
965,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
966,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
967,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
968,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
969,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
970,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
971,Cropland,Built-up,Built-up,Water,Non_Wetland,Grassland
972,Cropland,Built-up,Built-up,Water,Non_Wetland,Built-up
973,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
974,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
975,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
976,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
977,Cropland,Built-up,Forest,Water,Non_Wetland,Grassland
978,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
979,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
980,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
981,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
982,Cropland,Water,Wetland,NULL,Wetland,Water
983,Cropland,Water,Wetland,NULL,Wetland,Forest
984,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
985,Cropland,Water,Wetland,Non_Water,Wetland,Bareland
986,Cropland,Water,Wetland,Water,Wetland,Grassland
987,Cropland,Water,Wetland,Water,Wetland,Wetland
988,Cropland,Water,Wetland,Water,Wetland,Bareland
989,Cropland,Water,Wetland,Water,Wetland,Water
990,Cropland,Water,Wetland,Water,Wetland,Forest
991,Cropland,Water,Bareland,Water,Non_Wetland,Water
992,Cropland,Water,Water,Water,Water,Wetland
993,Cropland,Water,Water,Water,Water,Bareland
994,Cropland,Water,Water,Water,Water,Water
995,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
996,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
997,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
998,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
999,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1000,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1001,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1002,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1003,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1004,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1005,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1006,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
1007,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1008,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1009,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1010,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1011,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1012,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1013,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
1014,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1015,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1016,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1017,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1018,Cropland,Forest,Wetland,NULL,Wetland,Forest
1019,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
1020,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
1021,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1022,Cropland,Forest,Wetland,Water,Wetland,Grassland
1023,Cropland,Forest,Wetland,Water,Wetland,Wetland
1024,Cropland,Forest,Wetland,Water,Wetland,Forest
1025,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1026,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1027,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1028,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1029,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1030,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1031,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1032,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1033,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
1034,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
1035,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1036,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1037,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1038,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1039,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1040,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1041,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1042,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1043,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1044,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1045,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1046,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1047,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1048,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1049,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1050,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1051,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1052,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1053,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1054,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1055,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1056,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1057,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1058,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1059,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1060,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1061,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1062,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1063,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1064,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1065,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1066,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1067,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1068,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1069,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1070,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1071,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1072,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1073,Wetland,NULL,Wetland,NULL,Wetland,Water
1074,Wetland,NULL,Wetland,NULL,Wetland,Forest
1075,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1076,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1077,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1078,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1079,Wetland,NULL,Wetland,Water,Wetland,Grassland
1080,Wetland,NULL,Wetland,Water,Wetland,Cropland
1081,Wetland,NULL,Wetland,Water,Wetland,Wetland
1082,Wetland,NULL,Wetland,Water,Wetland,Water
1083,Wetland,NULL,Wetland,Water,Wetland,Forest
1084,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1085,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1086,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1087,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
1088,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
1089,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1090,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1091,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
1092,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
1093,Wetland,NULL,Water,NULL,Water,Grassland
1094,Wetland,NULL,Water,NULL,Water,Wetland
1095,Wetland,NULL,Water,NULL,Water,Forest
1096,Wetland,NULL,Water,Non_Water,Water,Grassland
1097,Wetland,NULL,Water,Non_Water,Water,Wetland
1098,Wetland,NULL,Water,Non_Water,Water,Water
1099,Wetland,NULL,Water,Non_Water,Water,Forest
1100,Wetland,NULL,Water,Water,Water,Grassland
1101,Wetland,NULL,Water,Water,Water,Cropland
1102,Wetland,NULL,Water,Water,Water,Wetland
1103,Wetland,NULL,Water,Water,Water,Water
1104,Wetland,NULL,Water,Water,Water,Forest
1105,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1106,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1107,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1108,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1109,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1110,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1111,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1112,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1113,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1114,Wetland,NULL,Forest,Water,Non_Wetland,Water
1115,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1116,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1117,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1118,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1119,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1120,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1121,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1122,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1123,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1124,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1125,Wetland,Cropland,Wetland,Water,Wetland,Forest
1126,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1127,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1128,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1129,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1130,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1131,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1132,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1133,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Built-up
1134,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1135,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1136,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1137,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1138,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1139,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1140,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1141,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1142,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1143,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1144,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1145,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1146,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1147,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1148,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1149,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1150,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1151,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1152,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1153,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1154,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1155,Wetland,Wetland,Wetland,NULL,Wetland,Water
1156,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1157,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1158,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1159,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1160,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1161,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1162,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1163,Wetland,Wetland,Wetland,Water,Wetland,Water
1164,Wetland,Wetland,Wetland,Water,Wetland,Forest
1165,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
1166,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
1167,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
1168,Wetland,Wetland,Water,NULL,Water,Grassland
1169,Wetland,Wetland,Water,NULL,Water,Wetland
1170,Wetland,Wetland,Water,NULL,Water,Water
1171,Wetland,Wetland,Water,NULL,Water,Forest
1172,Wetland,Wetland,Water,Non_Water,Water,Grassland
1173,Wetland,Wetland,Water,Non_Water,Water,Wetland
1174,Wetland,Wetland,Water,Non_Water,Water,Water
1175,Wetland,Wetland,Water,Non_Water,Water,Forest
1176,Wetland,Wetland,Water,Water,Water,Grassland
1177,Wetland,Wetland,Water,Water,Water,Wetland
1178,Wetland,Wetland,Water,Water,Water,Water
1179,Wetland,Wetland,Water,Water,Water,Forest
1180,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1181,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1182,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1183,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1184,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1185,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1186,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1187,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1188,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1189,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1190,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1191,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1192,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1193,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1194,Wetland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1195,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
1196,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1197,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
1198,Wetland,Built-up,Wetland,NULL,Wetland,Built-up
1199,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1200,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1201,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1202,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1203,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1204,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1205,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1206,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1207,Wetland,Water,Wetland,NULL,Wetland,Grassland
1208,Wetland,Water,Wetland,NULL,Wetland,Wetland
1209,Wetland,Water,Wetland,NULL,Wetland,Forest
1210,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1211,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1212,Wetland,Water,Wetland,Non_Water,Wetland,Water
1213,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1214,Wetland,Water,Wetland,Water,Wetland,Grassland
1215,Wetland,Water,Wetland,Water,Wetland,Wetland
1216,Wetland,Water,Wetland,Water,Wetland,Water
1217,Wetland,Water,Wetland,Water,Wetland,Forest
1218,Wetland,Water,Water,NULL,Water,Wetland
1219,Wetland,Water,Water,NULL,Water,Forest
1220,Wetland,Water,Water,Non_Water,Water,Wetland
1221,Wetland,Water,Water,Non_Water,Water,Water
1222,Wetland,Water,Water,Non_Water,Water,Forest
1223,Wetland,Water,Water,Water,Water,Grassland
1224,Wetland,Water,Water,Water,Water,Wetland
1225,Wetland,Water,Water,Water,Water,Water
1226,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1227,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1228,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1229,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1230,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1231,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1232,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1233,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1234,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1235,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1236,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1237,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
1238,Wetland,Forest,Grassland,Water,Non_Wetland,Forest
1239,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1240,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
1241,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1242,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1243,Wetland,Forest,Wetland,NULL,Wetland,Forest
1244,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1245,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1246,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1247,Wetland,Forest,Wetland,Water,Wetland,Grassland
1248,Wetland,Forest,Wetland,Water,Wetland,Wetland
1249,Wetland,Forest,Wetland,Water,Wetland,Forest
1250,Wetland,Forest,Water,Water,Water,Forest
1251,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1252,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1253,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1254,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1255,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1256,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1257,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1258,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1259,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1260,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1261,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1262,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1263,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1264,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1265,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1266,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1267,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1268,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1269,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1270,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1271,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1272,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1273,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1274,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1275,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1276,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1277,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1278,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1279,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up
1280,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1281,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1282,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1283,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
