Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R
19876,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19877,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
19878,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
19879,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19880,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19881,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19882,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
19883,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19884,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
19885,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
19886,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
19887,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19888,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
19889,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
19890,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
19891,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
19892,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19893,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19894,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
19895,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
19896,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19897,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19898,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
19899,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
19900,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19901,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
19902,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19903,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
19904,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
19905,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
19906,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
19907,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
19908,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
19909,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
19910,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
19911,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
19912,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
19913,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
19914,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
19915,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19916,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19917,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19918,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
19919,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19920,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19921,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19922,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
19923,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
19924,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19925,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
19926,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19927,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
19928,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19929,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
19930,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19931,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
19932,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
19933,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
19934,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
19935,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19936,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
19937,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19938,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
19939,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19940,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19941,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
19942,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
19943,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
19944,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
19945,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
19946,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
19947,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
19948,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
19949,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
19950,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
19951,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
19952,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
19953,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
19954,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
19955,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Water
19956,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19957,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
19958,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
19959,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
19960,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
19961,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
19962,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
19963,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
19964,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
19965,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
19966,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
19967,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
19968,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
19969,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
19970,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
19971,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
19972,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
19973,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
19974,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19975,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
19976,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
19977,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
19978,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
19979,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19980,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
19981,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19982,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19983,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
19984,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
19985,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
19986,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
19987,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
19988,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19989,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
19990,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
19991,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
19992,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19993,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
19994,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
19995,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
19996,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
19997,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
19998,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
19999,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
20000,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
20001,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
20002,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
20003,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
20004,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
20005,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
20006,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
20007,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
20008,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
20009,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
20010,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
20011,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
20012,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
20013,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
20014,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20015,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
20016,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
20017,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
20018,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
20019,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20020,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
20021,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
20022,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
20023,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
20024,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
20025,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
20026,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
20027,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
20028,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
20029,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
20030,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
20031,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
20032,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Built-up
20033,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
20034,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
20035,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
20036,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
20037,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
20038,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
20039,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
20040,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
20041,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
20042,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
20043,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
20044,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
20045,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
20046,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
20047,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20048,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
20049,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
20050,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
20051,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
20052,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
20053,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
20054,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
20055,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
20056,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
20057,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
20058,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
20059,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
20060,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
20061,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
20062,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
20063,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
20064,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
20065,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
20066,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
20067,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
20068,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
20069,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
20070,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
20071,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
20072,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
20073,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
20074,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
20075,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
20076,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
20077,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
20078,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
20079,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
20080,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
20081,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
20082,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
20083,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
20084,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
20085,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
20086,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
20087,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
20088,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
20089,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
20090,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
20091,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
20092,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
20093,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
20094,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
20095,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
20096,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
20097,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
20098,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
20099,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
20100,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
20101,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
20102,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
20103,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
20104,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
20105,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
20106,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
20107,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
20108,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
20109,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
20110,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
20111,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
20112,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
20113,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
20114,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
20115,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
20116,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
20117,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
20118,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
20119,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
20120,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
20121,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
20122,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
20123,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
20124,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
20125,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
20126,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
20127,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
20128,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
20129,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
20130,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
20131,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
20132,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
20133,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
20134,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
20135,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
20136,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
20137,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
20138,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
20139,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
20140,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
20141,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
20142,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
20143,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
20144,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
20145,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
20146,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
20147,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
20148,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
20149,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
20150,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
20151,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
20152,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
20153,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
20154,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
20155,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
20156,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
20157,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
20158,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
20159,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
20160,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
20161,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
20162,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Water
20163,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
20164,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
20165,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
20166,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
20167,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
20168,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
20169,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
20170,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
20171,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
20172,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
20173,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
20174,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
20175,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
20176,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
20177,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
20178,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
20179,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
20180,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
20181,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
20182,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
20183,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
20184,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
20185,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
20186,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
