Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLK_M_R
691,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
692,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
693,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
694,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
696,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
697,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
698,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
699,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
700,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
701,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
702,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
703,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
704,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
705,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
706,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
707,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
708,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
709,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
710,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
711,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
712,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
713,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
714,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
715,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
716,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
717,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
718,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
719,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
720,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
721,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
722,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
723,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
724,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
725,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
726,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
727,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
728,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
729,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
730,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
731,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
732,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
733,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
734,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
735,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
736,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
737,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
738,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
739,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
740,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
741,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
742,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
743,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
744,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
745,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
746,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
747,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
748,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
749,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
750,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
752,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
753,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
754,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
755,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
756,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
757,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
758,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
759,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
760,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
761,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
763,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
764,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
765,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
766,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
767,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
768,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
769,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
770,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
771,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
772,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
773,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
774,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
775,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
776,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
777,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
778,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
779,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
780,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
781,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
782,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
783,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
784,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
785,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
786,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
787,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
788,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
789,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
790,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
791,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
792,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
793,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
794,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
795,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
796,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
797,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
798,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
799,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
800,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
801,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
802,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
803,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
804,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
805,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
806,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
807,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
808,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
809,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
810,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
811,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
812,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
813,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
814,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
815,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
816,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
817,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
818,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
819,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
820,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
822,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
823,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
824,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
825,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
826,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
827,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
828,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
829,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
830,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
831,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
832,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
834,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
835,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
836,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
837,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
838,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
839,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
840,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
841,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
842,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
843,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
844,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
845,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
846,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
847,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
848,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
849,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
850,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
851,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
852,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
853,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
854,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
855,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
856,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
857,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
858,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
859,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
860,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
861,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
862,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
863,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
864,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
865,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
866,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
867,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
868,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
869,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
870,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
871,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
872,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
873,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
874,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
875,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
876,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
877,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
878,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
879,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
880,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
881,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
882,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
883,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
884,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
885,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
886,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
887,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
888,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
889,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
890,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
891,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
892,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
893,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
894,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
895,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
896,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
897,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
898,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
899,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
900,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
901,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
902,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
903,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
904,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
906,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
907,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
908,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
909,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
910,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
911,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
912,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
913,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
914,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
915,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
916,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
917,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
918,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
919,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
920,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
921,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
922,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
923,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
925,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
926,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
927,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
928,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
930,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
931,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
932,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
933,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
934,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
935,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
936,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
938,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
939,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
940,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
941,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
942,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
944,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
945,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
946,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
947,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
948,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
949,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
950,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
951,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
952,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
953,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
955,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
956,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
957,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
958,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
959,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
960,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
961,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
962,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
963,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
964,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
965,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
966,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
967,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
968,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
969,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
970,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
971,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
972,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
973,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
974,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
975,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
976,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
977,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
978,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
979,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
980,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
981,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
983,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
984,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
985,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
986,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
987,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
989,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
990,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
991,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
992,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
993,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
994,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
995,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
996,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
997,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
998,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
999,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1000,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1001,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1002,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1003,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1004,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1005,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1006,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1008,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1010,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1011,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1012,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1013,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1014,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1015,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1017,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1018,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1020,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1021,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1022,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1023,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1024,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1025,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1026,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1027,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1028,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
1029,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1030,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1031,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1032,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1033,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
