Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTG_M_R
9118,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9119,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9120,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9121,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9122,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
9123,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9124,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9125,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
9126,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9127,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9128,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9129,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9130,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
9131,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9132,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
9133,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9134,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9135,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9136,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
9137,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9138,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
9139,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9140,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9141,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9142,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9143,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9144,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9145,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9146,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
9147,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
9148,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9149,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9150,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9151,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9152,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9153,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9154,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
9155,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9156,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Forest
9157,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
9158,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
9159,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Cropland
9160,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
9161,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
9162,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9163,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
9164,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9165,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9166,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9167,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
9168,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9169,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9170,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
9171,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
9172,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9173,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
9174,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
9175,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9176,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
9177,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9178,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
9179,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
9180,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
9181,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
9182,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9183,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
9184,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9185,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9186,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9187,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9188,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
9189,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9190,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9191,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9192,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9193,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9194,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9195,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9196,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9197,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9198,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9199,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9200,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9201,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9202,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9203,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
9204,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
9205,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9206,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
9207,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
9208,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9209,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9210,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9211,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9212,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9213,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9214,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9215,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9216,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9217,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9218,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9219,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9220,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9221,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9222,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9223,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9224,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9225,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9226,Forest,Wetland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9227,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9228,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9229,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Cropland
9230,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9231,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Forest
9232,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9233,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
9234,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9235,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9236,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9237,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
9238,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
9239,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9240,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
9241,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9242,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
9243,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9244,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9245,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9246,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9247,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
9248,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
9249,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
9250,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9251,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
9252,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
9253,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9254,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
9255,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9256,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
9257,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9258,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9259,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
9260,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
9261,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9262,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Forest
9263,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Forest,Forest
9264,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
9265,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Forest,Grassland
9266,Forest,Wetland,Cropland,Water,Non_Wetland,Forest,Water,Forest
9267,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
9268,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9269,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9270,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
9271,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
9272,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9273,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
9274,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9275,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
9276,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9277,Forest,Wetland,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
9278,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9279,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9280,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9281,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9282,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
9283,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9284,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9285,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
9286,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
9287,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
9288,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
9289,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
9290,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
9291,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Grassland
9292,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9293,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
9294,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9295,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
9296,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9297,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
9298,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
9299,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
9300,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Forest
9301,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
9302,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
9303,Forest,Wetland,Water,Water,Water,Water,Water,Water
9304,Forest,Wetland,Water,Water,Water,Water,Water,Forest
9305,Forest,Wetland,Water,Water,Water,Water,Forest,Water
9306,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
9307,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9308,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9309,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9310,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
9311,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9312,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9313,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9314,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9315,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9316,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9317,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9318,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9319,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
9320,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9321,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9322,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
9323,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
9324,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9325,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
9326,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
9327,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
9328,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
9329,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
9330,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
9331,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9332,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
9333,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9334,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9335,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9336,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
9337,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9338,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9339,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9340,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9341,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9342,Forest,Bareland,Wetland,Water,Wetland,NULL,Water,Water
9343,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
9344,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9345,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
9346,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9347,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9348,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9349,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9350,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9351,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9352,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
9353,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9354,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
9355,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
9356,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9357,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9358,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9359,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9360,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9361,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9362,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9363,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9364,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9365,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9366,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9367,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
9368,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
9369,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9370,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9371,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9372,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
9373,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9374,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
9375,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9376,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9377,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
9378,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
9379,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9380,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
9381,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
9382,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9383,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9384,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9385,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9386,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9387,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
9388,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
9389,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
9390,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9391,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9392,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9393,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
9394,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9395,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9396,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9397,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
9398,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
9399,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
9400,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9401,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9402,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9403,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9404,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
9405,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9406,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9407,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
9408,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9409,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9410,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9411,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
9412,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
9413,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
9414,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
9415,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9416,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9417,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
9418,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9419,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9420,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
9421,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9422,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9423,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9424,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9425,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9426,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9427,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9428,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9429,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9430,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9431,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9432,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9433,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9434,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9435,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9436,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9437,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9438,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
9439,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9440,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9441,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9442,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9443,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
9444,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
9445,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9446,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
