Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUV_M_R
14021,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
14022,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
14023,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
14024,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
14025,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14026,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
14027,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
14028,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
14029,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
14030,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
14031,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
14032,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14033,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
14034,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
14035,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
14036,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
14037,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
14038,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
14039,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14040,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14041,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
14042,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
14043,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14044,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14045,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
14046,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
14047,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
14048,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14049,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
14050,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14051,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
14052,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
14053,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
14054,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
14055,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14056,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
14057,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14058,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
14059,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
14060,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
14061,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
14062,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
14063,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14064,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14065,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14066,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14067,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
14068,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14069,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14070,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14071,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
14072,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14073,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
14074,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14075,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
14076,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14077,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
14078,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
14079,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
14080,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14081,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
14082,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14083,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
14084,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
14085,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
14086,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14087,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
14088,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
14089,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14090,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
14091,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
14092,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
14093,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14094,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
14095,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
14096,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
14097,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
14098,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
14099,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14100,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14101,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
14102,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
14103,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
14104,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
14105,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14106,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
14107,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
14108,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
14109,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
14110,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
14111,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
14112,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
14113,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14114,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
14115,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14116,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
14117,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
14118,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14119,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
14120,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
14121,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14122,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
14123,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
14124,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14125,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14126,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
14127,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
14128,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
14129,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
14130,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14131,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
14132,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14133,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
14134,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
14135,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
14136,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14137,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
14138,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
14139,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
14140,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
14141,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
14142,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14143,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
14144,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
14145,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
14146,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
14147,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
14148,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
14149,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
14150,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
14151,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14152,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
14153,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
14154,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
14155,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
14156,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
14157,Water,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
14158,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
14159,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
14160,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
14161,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
14162,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
14163,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,NULL
14164,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
14165,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
14166,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
14167,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
14168,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
14169,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
14170,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
14171,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
14172,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
14173,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14174,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14175,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
14176,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
14177,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
14178,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
14179,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Bareland
14180,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
14181,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
14182,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
14183,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
14184,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
14185,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
14186,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
14187,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
14188,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
14189,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
14190,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
14191,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
14192,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Bareland
14193,Water,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
14194,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
14195,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
14196,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
14197,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
14198,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
14199,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
14200,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
14201,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
14202,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
14203,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
14204,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
14205,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
14206,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
14207,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
14208,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
14209,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14210,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
14211,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
14212,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
14213,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
14214,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Cropland
14215,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Wetland
14216,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
14217,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
14218,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
14219,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
14220,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
14221,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
14222,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
14223,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
14224,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
14225,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
14226,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
14227,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
14228,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
14229,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
14230,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
14231,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
14232,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
14233,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
14234,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
14235,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
14236,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
14237,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
14238,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,NULL
14239,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
14240,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
14241,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
14242,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
14243,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
14244,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
14245,Water,Water,Wetland,NULL,Wetland,NULL,Water,Cropland
14246,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
14247,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
14248,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
14249,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
14250,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
14251,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
14252,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
14253,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
14254,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
14255,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
14256,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
14257,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
14258,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
14259,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
14260,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
14261,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
14262,Water,Water,Wetland,NULL,Wetland,Shrubland,Built-up,Grassland
14263,Water,Water,Wetland,NULL,Wetland,Shrubland,Built-up,Water
14264,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
14265,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
14266,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Cropland
14267,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
14268,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
14269,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
14270,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
14271,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
14272,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
14273,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
14274,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
14275,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
14276,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
14277,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
14278,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
14279,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
14280,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
14281,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
14282,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
14283,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
14284,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Forest
14285,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Water
14286,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
14287,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
14288,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
14289,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
14290,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
14291,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
14292,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Bareland
14293,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
14294,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
14295,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
14296,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
14297,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
14298,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
14299,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Grassland
14300,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
14301,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
14302,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
14303,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
14304,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
14305,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
14306,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
14307,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
14308,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
14309,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
14310,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
14311,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
14312,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
14313,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
14314,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14315,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
14316,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
14317,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
14318,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
14319,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
14320,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
14321,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
14322,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
14323,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
14324,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
14325,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
14326,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14327,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
14328,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
14329,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
14330,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
14331,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
14332,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
14333,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
14334,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
14335,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
14336,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
14337,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
14338,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Bareland
14339,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
14340,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
14341,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
14342,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
14343,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
14344,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
14345,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
14346,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
14347,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
14348,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
14349,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
14350,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
14351,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
14352,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
14353,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
14354,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
14355,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
14356,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
14357,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
14358,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
14359,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
14360,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
14361,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
14362,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
14363,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
14364,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
14365,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
14366,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
14367,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
14368,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14369,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
14370,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14371,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
14372,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
14373,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
