Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRB_M_R
9587,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
9588,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9589,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
9590,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9591,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9592,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9593,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9594,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9595,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
9596,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9597,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9598,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9599,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9600,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9601,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9602,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9603,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9604,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9605,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
9606,Wetland,Wetland,Bareland,NULL,Non_Wetland,Built-up,Wetland,Wetland
9607,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9608,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
9609,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9610,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9611,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
9612,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9613,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
9614,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9615,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9616,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9617,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9618,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
9619,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9620,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9621,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
9622,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9623,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9624,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9625,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
9626,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
9627,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
9628,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
9629,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
9630,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
9631,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
9632,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
9633,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
9634,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
9635,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
9636,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
9637,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9638,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
9639,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
9640,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
9641,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
9642,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
9643,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
9644,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
9645,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
9646,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
9647,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
9648,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
9649,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
9650,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
9651,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
9652,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
9653,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
9654,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9655,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
9656,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
9657,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
9658,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9659,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
9660,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
9661,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
9662,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
9663,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
9664,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
9665,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
9666,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
9667,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
9668,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
9669,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
9670,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
9671,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9672,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9673,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9674,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
9675,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
9676,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
9677,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9678,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9679,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9680,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Wetland
9681,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9682,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9683,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
9684,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
9685,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
9686,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,Wetland,Grassland
9687,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
9688,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Wetland
9689,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
9690,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
9691,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
9692,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
9693,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
9694,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
9695,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
9696,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
9697,Wetland,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
9698,Wetland,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
9699,Wetland,Wetland,Water,NULL,Water,NULL,Water,Forest
9700,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
9701,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
9702,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
9703,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
9704,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
9705,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
9706,Wetland,Wetland,Water,NULL,Water,Wetland,Built-up,Wetland
9707,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
9708,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
9709,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
9710,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
9711,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Grassland
9712,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
9713,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9714,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
9715,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
9716,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
9717,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
9718,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
9719,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
9720,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Forest
9721,Wetland,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
9722,Wetland,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
9723,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
9724,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
9725,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
9726,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
9727,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
9728,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
9729,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
9730,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
9731,Wetland,Wetland,Water,Non_Water,Water,Bareland,Wetland,Grassland
9732,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
9733,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
9734,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
9735,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
9736,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
9737,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
9738,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9739,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
9740,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
9741,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Grassland
9742,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Wetland
9743,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Forest
9744,Wetland,Wetland,Water,Water,Water,NULL,Water,Grassland
9745,Wetland,Wetland,Water,Water,Water,NULL,Water,Forest
9746,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
9747,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
9748,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Water
9749,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Forest
9750,Wetland,Wetland,Water,Water,Water,Grassland,Water,Grassland
9751,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
9752,Wetland,Wetland,Water,Water,Water,Wetland,NULL,Grassland
9753,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
9754,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
9755,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Forest
9756,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
9757,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
9758,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
9759,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
9760,Wetland,Wetland,Water,Water,Water,Wetland,Bareland,Grassland
9761,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
9762,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
9763,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
9764,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
9765,Wetland,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
9766,Wetland,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
9767,Wetland,Wetland,Water,Water,Water,Bareland,Water,Grassland
9768,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
9769,Wetland,Wetland,Water,Water,Water,Water,Grassland,Grassland
9770,Wetland,Wetland,Water,Water,Water,Water,Grassland,Wetland
9771,Wetland,Wetland,Water,Water,Water,Water,Grassland,Water
9772,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
9773,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
9774,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
9775,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
9776,Wetland,Wetland,Water,Water,Water,Water,Bareland,Grassland
9777,Wetland,Wetland,Water,Water,Water,Water,Bareland,Water
9778,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
9779,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
9780,Wetland,Wetland,Water,Water,Water,Water,Water,Water
9781,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
9782,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Forest
9783,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9784,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9785,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9786,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9787,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9788,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9789,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9790,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9791,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9792,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9793,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9794,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9795,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9796,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9797,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9798,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9799,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9800,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9801,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9802,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9803,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9804,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9805,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9806,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9807,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9808,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9809,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9810,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9811,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9812,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9813,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9814,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9815,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9816,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9817,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9818,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9819,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
9820,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
9821,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9822,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9823,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9824,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9825,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9826,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
9827,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
9828,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
9829,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9830,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9831,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9832,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
9833,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
9834,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9835,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9836,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9837,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
9838,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9839,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9840,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
9841,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
9842,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
9843,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
9844,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9845,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9846,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9847,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
9848,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
9849,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
9850,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
9851,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
9852,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
9853,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
9854,Wetland,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
9855,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
9856,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
9857,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9858,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9859,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9860,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
9861,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
9862,Wetland,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9863,Wetland,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
9864,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9865,Wetland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9866,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9867,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9868,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9869,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
9870,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9871,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9872,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
9873,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
9874,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9875,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9876,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9877,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9878,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
9879,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
9880,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
9881,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
9882,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
9883,Wetland,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
9884,Wetland,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
9885,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9886,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9887,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
9888,Wetland,Built-up,Water,Water,Water,Wetland,Wetland,Grassland
9889,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9890,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9891,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9892,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
9893,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9894,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9895,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9896,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
9897,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9898,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9899,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9900,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9901,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
9902,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9903,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9904,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9905,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9906,Wetland,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9907,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Wetland
9908,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9909,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9910,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9911,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9912,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9913,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9914,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
9915,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9916,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9917,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
