Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQS_M_R
6301,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
6302,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland,Water
6303,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
6304,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
6305,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6306,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6307,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
6308,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
6309,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
6310,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6311,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6312,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6313,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
6314,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6315,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6316,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6317,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6318,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
6319,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6320,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6321,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6322,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6323,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
6324,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
6325,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
6326,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
6327,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
6328,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
6329,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6330,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6331,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6332,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6333,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
6334,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
6335,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6336,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6337,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6338,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6339,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6340,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6341,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6342,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6343,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
6344,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6345,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
6346,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6347,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6348,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6349,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6350,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6351,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6352,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6353,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6354,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6355,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6356,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6357,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6358,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6359,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
6360,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6361,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6362,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6363,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6364,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6365,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6366,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6367,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6368,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6369,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6370,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6371,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6372,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6373,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6374,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6375,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6376,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6377,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6378,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6379,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6380,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6381,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6382,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6383,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
6384,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6385,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6386,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6387,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6388,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6389,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6390,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6391,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6392,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6393,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6394,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6395,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6396,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
6397,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6398,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6399,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6400,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
6401,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6402,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6403,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6404,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6405,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6406,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6407,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6408,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6409,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6410,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6411,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6412,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6413,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6414,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6415,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6416,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6417,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6418,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6419,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6420,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6421,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6422,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6423,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6424,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6425,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6426,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
6427,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6428,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6429,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6430,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6431,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6432,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
6433,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6434,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6435,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6436,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6437,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6438,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
6439,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6440,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6441,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6442,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6443,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6444,Bareland,Water,NULL,Water,Non_Wetland,Built-up,Bareland,Bareland
6445,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
6446,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6447,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6448,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6449,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6450,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6451,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6452,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6453,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6454,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6455,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6456,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
6457,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
6458,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
6459,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
6460,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6461,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6462,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
6463,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
6464,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
6465,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
6466,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
6467,Bareland,Water,Water,Water,Water,Bareland,Water,Water
6468,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6469,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6470,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6471,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6472,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6473,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6474,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6475,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6476,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6477,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6478,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6479,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6480,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6481,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6482,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6483,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6484,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6485,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6486,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6487,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6488,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6489,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6490,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6491,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6492,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6493,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6494,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
6495,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6496,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6497,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6498,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6499,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6500,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6501,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6502,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6503,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6504,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6505,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6506,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6507,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6508,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
6509,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6510,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6511,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6512,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
6513,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
6514,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6515,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6516,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Water
6517,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
6518,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6519,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
6520,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
6521,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
6522,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
6523,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
6524,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6525,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
6526,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6527,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6528,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
6529,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6530,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6531,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6532,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
6533,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6534,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6535,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6536,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6537,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
6538,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6539,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6540,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6541,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6542,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6543,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6544,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6545,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
6546,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6547,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
6548,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Bareland
6549,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Water
6550,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Forest
6551,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6552,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
6553,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
6554,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
6555,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6556,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6557,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6558,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
6559,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6560,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Water
6561,Water,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
6562,Water,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Water
6563,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
6564,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
6565,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
6566,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
6567,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Built-up
6568,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
6569,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
6570,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
6571,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
6572,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6573,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6574,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6575,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6576,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
6577,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6578,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
6579,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
6580,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
6581,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
6582,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6583,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6584,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
6585,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
6586,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
6587,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
6588,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
6589,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6590,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6591,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6592,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6593,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
6594,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
6595,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
6596,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6597,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6598,Water,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
6599,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
6600,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
6601,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
6602,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
6603,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6604,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
6605,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
6606,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6607,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
6608,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
6609,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6610,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6611,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
6612,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
6613,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
6614,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
6615,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
6616,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
6617,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
6618,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
6619,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
6620,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
6621,Water,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
6622,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6623,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
6624,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
6625,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
6626,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
6627,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6628,Water,NULL,NULL,Water,Non_Wetland,Built-up,Water,Water
6629,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
