Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLM_M_R
713,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
714,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
715,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
716,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
717,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
718,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
719,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
720,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
721,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
722,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
723,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
724,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
725,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
726,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
727,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
728,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
729,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
731,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
732,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
733,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
734,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,NULL,NULL,Forest
735,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
736,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
737,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
738,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
739,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
740,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
741,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
742,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
743,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
744,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
745,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
746,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
747,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
748,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
749,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
750,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
752,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
753,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
754,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
755,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
756,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
757,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
758,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
759,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
760,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
761,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
762,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
763,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
764,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
765,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
766,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
767,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
768,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
769,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
770,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
771,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
772,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
773,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
774,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
775,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
776,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
777,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
778,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
779,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
780,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
781,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
782,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
783,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
784,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
785,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
786,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
787,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
788,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
789,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
790,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
791,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
792,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
793,Forest,NULL,Water,Water,Water,NULL,NULL,Water
794,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
795,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
796,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
797,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
798,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
799,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
800,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
801,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
802,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
803,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
804,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
805,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
806,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
808,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
809,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
810,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
811,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
813,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
814,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
815,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
816,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
817,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
818,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
819,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
820,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
821,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
822,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
823,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
824,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
825,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
826,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
827,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
828,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
829,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
830,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
831,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
832,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
833,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
834,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
835,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
836,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
837,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
838,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
839,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
840,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
841,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
842,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
843,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
844,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
845,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
846,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
847,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
848,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
849,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
851,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
852,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
853,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
854,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
855,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
856,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
857,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
859,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
860,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
861,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
862,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
863,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
864,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
865,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
866,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
867,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
868,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
869,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
870,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
871,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
872,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
873,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
874,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
875,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
876,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
877,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
878,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
879,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
880,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
881,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
882,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
883,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
884,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
885,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
886,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
887,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
888,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
889,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
890,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
891,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
892,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
893,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
894,Forest,Water,Water,NULL,Water,NULL,NULL,Water
895,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
896,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
897,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
898,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
899,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
900,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
901,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
902,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
903,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
904,Forest,Water,Water,Water,Water,NULL,NULL,Water
905,Forest,Water,Water,Water,Water,NULL,NULL,Forest
906,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
907,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
908,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
909,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
910,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
911,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
912,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
913,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
914,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
915,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
916,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
917,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
918,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
919,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
920,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
921,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
922,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
923,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
925,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
926,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
927,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
928,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
929,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
930,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
931,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
932,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
933,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
934,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
935,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
936,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
937,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
938,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
939,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
940,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
941,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
942,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
943,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
944,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
945,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
946,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
947,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
948,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
949,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
950,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
951,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
952,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
953,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
954,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
955,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
956,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
957,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
958,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
959,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
960,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
961,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
962,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
963,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
964,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
965,Forest,Forest,Water,Water,Water,NULL,NULL,Water
966,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
967,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
968,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
969,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
970,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
971,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
972,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
973,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
974,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
975,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
977,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
978,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
