Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTS_M_R
6446,Wetland,Wetland,Water,Water,Water,Water,Bareland,Water
6447,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
6448,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
6449,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
6450,Wetland,Wetland,Water,Water,Water,Water,Water,Water
6451,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
6452,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Grassland
6453,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Forest
6454,Wetland,Wetland,Water,Water,Water,Forest,Water,Forest
6455,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6456,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6457,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
6458,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6459,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6460,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6461,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6462,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6463,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6464,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6465,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6466,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6467,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6468,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6469,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6470,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6471,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6472,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6473,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6474,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6475,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6476,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6477,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6478,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6479,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6480,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6481,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6482,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6483,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6484,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6485,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6486,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6487,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6488,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6489,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6490,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6491,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6492,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6493,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6494,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6495,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6496,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6497,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6498,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
6499,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6500,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
6501,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6502,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6503,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
6504,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
6505,Wetland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6506,Wetland,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
6507,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
6508,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
6509,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
6510,Wetland,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6511,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6512,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6513,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6514,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6515,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6516,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6517,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6518,Wetland,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6519,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6520,Wetland,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
6521,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6522,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6523,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6524,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
6525,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6526,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6527,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6528,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
6529,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6530,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
6531,Wetland,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
6532,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6533,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6534,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
6535,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
6536,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Wetland
6537,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
6538,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
6539,Wetland,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6540,Wetland,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Wetland
6541,Wetland,Built-up,Wetland,Water,Wetland,Water,Wetland,Forest
6542,Wetland,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
6543,Wetland,Built-up,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
6544,Wetland,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6545,Wetland,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
6546,Wetland,Built-up,Water,Water,Water,Wetland,Wetland,Grassland
6547,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6548,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6549,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6550,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6551,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6552,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6553,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6554,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6555,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6556,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6557,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6558,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6559,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6560,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6561,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6562,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6563,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6564,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6565,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6566,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6567,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6568,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6569,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6570,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6571,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6572,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6573,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6574,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6575,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
6576,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
6577,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6578,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6579,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
6580,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6581,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
6582,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6583,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6584,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
6585,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
6586,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6587,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6588,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6589,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6590,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6591,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6592,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6593,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6594,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6595,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6596,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6597,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6598,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6599,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6600,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6601,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6602,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
6603,Wetland,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
6604,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
6605,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
6606,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
6607,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6608,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
6609,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
6610,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
6611,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
6612,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
6613,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
6614,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Water
6615,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
6616,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
6617,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
6618,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6619,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6620,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6621,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
6622,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
6623,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
6624,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
6625,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
6626,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
6627,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
6628,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
6629,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Forest
6630,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
6631,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
6632,Wetland,Water,Water,Water,Water,NULL,Wetland,Forest
6633,Wetland,Water,Water,Water,Water,Grassland,Wetland,Grassland
6634,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
6635,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
6636,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
6637,Wetland,Water,Water,Water,Water,Wetland,Wetland,Forest
6638,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
6639,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
6640,Wetland,Water,Water,Water,Water,Wetland,Water,Water
6641,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
6642,Wetland,Water,Water,Water,Water,Water,Grassland,Water
6643,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
6644,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
6645,Wetland,Water,Water,Water,Water,Water,Wetland,Water
6646,Wetland,Water,Water,Water,Water,Water,Water,Grassland
6647,Wetland,Water,Water,Water,Water,Water,Water,Wetland
6648,Wetland,Water,Water,Water,Water,Water,Water,Water
6649,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6650,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6651,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6652,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6653,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
6654,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
6655,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6656,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6657,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6658,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
6659,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6660,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
6661,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
6662,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
6663,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
6664,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
6665,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6666,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6667,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6668,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6669,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6670,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6671,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6672,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6673,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6674,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
6675,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
6676,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
6677,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
6678,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
6679,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
6680,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
6681,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
6682,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
6683,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
6684,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
6685,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6686,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
6687,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
6688,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
6689,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
6690,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
6691,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
6692,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Water
6693,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Forest
6694,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
6695,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
6696,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
6697,Wetland,Forest,Water,Water,Water,Water,Wetland,Grassland
6698,Wetland,Forest,Water,Water,Water,Water,Wetland,Wetland
6699,Wetland,Forest,Water,Water,Water,Water,Wetland,Water
6700,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
6701,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
6702,Wetland,Forest,Water,Water,Water,Water,Water,Water
6703,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6704,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6705,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6706,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6707,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6708,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6709,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6710,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6711,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6712,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6713,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6714,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6715,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6716,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6717,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
6718,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6719,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6720,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
6721,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6722,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6723,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
6724,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6725,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6726,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6727,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6728,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6729,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6730,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6731,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6732,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6733,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6734,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6735,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6736,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6737,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6738,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6739,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6740,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6741,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6742,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6743,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6744,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6745,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6746,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6747,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6748,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6749,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up,Wetland,Bareland
6750,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6751,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6752,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6753,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6754,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6755,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6756,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6757,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6758,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6759,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6760,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6761,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6762,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6763,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6764,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6765,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6766,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6767,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
6768,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6769,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6770,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6771,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6772,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6773,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
6774,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6775,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6776,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6777,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6778,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6779,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6780,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6781,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
6782,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6783,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6784,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6785,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
6786,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
