Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWA_M_R
698,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
699,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
700,Bareland,Water,Water,Water,Water,NULL,NULL,Water
701,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
702,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
703,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
704,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
705,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
706,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
707,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
709,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
710,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
711,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
712,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
713,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
714,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
715,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
716,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
717,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
718,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
719,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
720,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
721,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
722,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
723,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
725,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
726,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
727,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
728,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
729,Water,NULL,Water,NULL,Water,NULL,NULL,Water
730,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
731,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
732,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
733,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
734,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
735,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
736,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
737,Water,NULL,Water,Water,Water,NULL,NULL,Water
738,Water,NULL,Water,Water,Water,NULL,NULL,Forest
739,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
740,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
741,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
742,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
743,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
745,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
746,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
747,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
748,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
749,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
750,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
752,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
753,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
754,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
755,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
756,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
757,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
758,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
759,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
760,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
761,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
762,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
763,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
764,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
765,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
766,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
767,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
768,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
769,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
770,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
771,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
772,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
773,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
774,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
776,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
777,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
778,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
779,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
780,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
781,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
782,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
783,Water,Wetland,Water,Water,Water,NULL,NULL,Water
784,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
785,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
786,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
787,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
788,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
789,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
790,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
791,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
792,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
793,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
794,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
795,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
796,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
797,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
798,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
799,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
800,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
801,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
802,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
803,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
804,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
805,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
806,Water,Bareland,Water,Water,Water,NULL,NULL,Water
807,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
808,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
809,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
810,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
812,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
813,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
814,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
815,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
817,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
818,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
819,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
820,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
821,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
822,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
823,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
824,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
825,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
826,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
827,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
828,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
829,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
830,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
831,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
832,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
833,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
834,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
835,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
836,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
837,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
838,Water,Built-up,Water,Water,Water,NULL,NULL,Water
839,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
840,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
841,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
842,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
843,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
844,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
846,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
847,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
848,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
849,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
850,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
852,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
853,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
854,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
855,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
856,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
857,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
858,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
859,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
861,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
862,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
863,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
864,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
865,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
866,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
867,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
868,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
869,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
870,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
871,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
872,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
873,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
874,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
875,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
876,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
877,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
878,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
879,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
880,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
881,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
882,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
883,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
884,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
885,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
886,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
887,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
888,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
889,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
890,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
891,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
892,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
893,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
894,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
895,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
896,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
897,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
898,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
899,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
900,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
901,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
902,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
903,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
904,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
905,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
906,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
907,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
908,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
909,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
910,Water,Water,Water,NULL,Water,NULL,NULL,NULL
911,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
912,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
913,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
914,Water,Water,Water,NULL,Water,NULL,NULL,Water
915,Water,Water,Water,NULL,Water,NULL,NULL,Forest
916,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
917,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
918,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
919,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
920,Water,Water,Water,Water,Water,NULL,NULL,Grassland
921,Water,Water,Water,Water,Water,NULL,NULL,Wetland
922,Water,Water,Water,Water,Water,NULL,NULL,Bareland
923,Water,Water,Water,Water,Water,NULL,NULL,Water
924,Water,Water,Water,Water,Water,NULL,NULL,Forest
925,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
926,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
927,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
928,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
929,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
930,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
931,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
932,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
933,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
934,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
935,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
936,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
937,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
938,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
939,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
940,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
941,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
942,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
943,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
944,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
945,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
946,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
947,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
948,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
949,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
950,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
951,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
952,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
953,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
954,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
955,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
956,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
958,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
959,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
960,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
961,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
962,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
963,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
964,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
965,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
966,Water,Forest,Water,Water,Water,NULL,NULL,Water
967,Water,Forest,Water,Water,Water,NULL,NULL,Forest
968,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
969,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
970,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
971,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
972,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
973,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
974,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
975,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
976,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
977,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
978,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
979,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
980,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
981,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
983,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
984,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
985,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
986,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
987,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
988,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
989,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
990,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
991,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
992,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
993,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
994,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
995,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
996,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
998,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
999,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1000,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1001,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1002,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1003,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1004,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1005,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1007,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1008,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1009,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1010,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1011,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1012,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1013,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1014,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1015,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1016,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1017,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1018,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1019,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1020,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1021,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1022,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1023,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1024,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1025,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1027,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1028,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1029,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1030,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1031,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1032,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1033,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1034,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1035,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1036,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1037,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1038,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1039,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1040,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1041,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1042,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1043,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1044,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1045,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1046,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1047,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1049,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1050,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1051,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1052,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1053,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1054,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1055,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1056,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1057,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1058,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1059,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1061,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1062,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1063,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1065,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1066,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
