Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQK_M_R
6093,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6094,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6095,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
6096,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6097,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6098,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6099,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6100,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6101,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6102,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6103,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6104,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6105,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6106,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6107,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6108,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
6109,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6110,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
6111,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6112,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6113,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6114,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6115,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6116,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6117,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
6118,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6119,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6120,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6121,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6122,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6123,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6124,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
6125,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6126,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6127,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6128,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6129,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6130,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6131,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6132,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
6133,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
6134,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6135,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6136,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6137,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6138,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
6139,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
6140,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
6141,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
6142,Bareland,NULL,Forest,Water,Non_Wetland,Cropland,Water,Forest
6143,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6144,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
6145,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6146,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6147,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6148,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6149,Bareland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
6150,Bareland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6151,Bareland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6152,Bareland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Bareland
6153,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
6154,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
6155,Bareland,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
6156,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6157,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6158,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6159,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6160,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6161,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6162,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6163,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6164,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6165,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6166,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6167,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6168,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6169,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
6170,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6171,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6172,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6173,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6174,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6175,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6176,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6177,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6178,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6179,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6180,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6181,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6182,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6183,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6184,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6185,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6186,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6187,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6188,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6189,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6190,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6191,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6192,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6193,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6194,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6195,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6196,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6197,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6198,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6199,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6200,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
6201,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6202,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6203,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
6204,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
6205,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
6206,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6207,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
6208,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6209,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6210,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6211,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6212,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6213,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
6214,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6215,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
6216,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6217,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6218,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
6219,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6220,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6221,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6222,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6223,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6224,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
6225,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6226,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6227,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
6228,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6229,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6230,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6231,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
6232,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6233,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6234,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6235,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
6236,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6237,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6238,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6239,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6240,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6241,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6242,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6243,Bareland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
6244,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6245,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6246,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6247,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6248,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6249,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6250,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6251,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6252,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6253,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6254,Bareland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6255,Bareland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6256,Bareland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6257,Bareland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6258,Bareland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
6259,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6260,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6261,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Water
6262,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6263,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6264,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
6265,Bareland,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
6266,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
6267,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
6268,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
6269,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
6270,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
6271,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6272,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6273,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6274,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6275,Bareland,Cropland,Water,NULL,Water,Water,Wetland,Grassland
6276,Bareland,Cropland,Water,Water,Water,Wetland,Water,Grassland
6277,Bareland,Cropland,Water,Water,Water,Water,Wetland,Wetland
6278,Bareland,Cropland,Water,Water,Water,Water,Water,Wetland
6279,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6280,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6281,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6282,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6283,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6284,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6285,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6286,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6287,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6288,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6289,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6290,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6291,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6292,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6293,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6294,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6295,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
6296,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6297,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
6298,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6299,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6300,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6301,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6302,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
6303,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6304,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6305,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6306,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6307,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6308,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6309,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6310,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6311,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6312,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6313,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6314,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6315,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6316,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6317,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6318,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6319,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6320,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6321,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6322,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6323,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6324,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6325,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6326,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6327,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6328,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6329,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6330,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6331,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6332,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6333,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6334,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6335,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6336,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6337,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6338,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6339,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6340,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
6341,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6342,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
6343,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6344,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
6345,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6346,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
6347,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6348,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
6349,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6350,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6351,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
6352,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6353,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6354,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6355,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6356,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
6357,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,NULL
6358,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6359,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
6360,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
6361,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6362,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
6363,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6364,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6365,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
6366,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6367,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6368,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6369,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6370,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6371,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6372,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6373,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6374,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6375,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6376,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6377,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6378,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6379,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6380,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
6381,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6382,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
6383,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6384,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6385,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
6386,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6387,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6388,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6389,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6390,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6391,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6392,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
6393,Bareland,Wetland,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
6394,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
6395,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6396,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6397,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6398,Bareland,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6399,Bareland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6400,Bareland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
6401,Bareland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
6402,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6403,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6404,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6405,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6406,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
