Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNE_M_R
1019,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1020,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1021,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1022,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1023,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1024,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1025,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1026,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1027,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1028,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1029,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1030,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1032,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1033,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1034,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1035,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1036,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1037,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1039,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1040,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1041,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1042,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1043,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1044,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1045,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1046,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1047,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1049,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1050,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1051,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1052,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1054,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1056,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1057,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1058,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1059,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1061,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1062,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1063,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1064,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1065,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1066,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1067,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1068,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1069,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1070,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1071,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1072,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1073,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1075,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1076,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1077,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1078,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1079,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1080,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1081,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1082,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1083,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1084,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1085,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1086,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1087,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1088,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1089,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1090,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1091,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1092,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1093,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1094,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1095,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1096,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1097,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1098,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1099,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1101,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1102,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1103,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1104,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1106,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1107,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1108,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1109,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1110,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1111,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1112,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1113,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1114,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1115,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1116,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1117,Bareland,Wetland,Water,NULL,Water,NULL,NULL,NULL
1118,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Cropland
1119,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1120,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
1121,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1122,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1123,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1124,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1125,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1126,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1127,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1128,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1129,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1130,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1131,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1132,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1133,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1134,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1135,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1136,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1137,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1138,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1139,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1141,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1142,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1143,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1144,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1145,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1146,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1147,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1148,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1150,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1151,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1152,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1154,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1155,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1156,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1157,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1158,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1159,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1160,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1161,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1162,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1163,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1164,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1165,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1166,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1167,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1168,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1169,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1170,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1171,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1172,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1173,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1174,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1175,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1177,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1178,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1179,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1180,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1181,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1182,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1183,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1184,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1185,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1186,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1187,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1188,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1189,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
1190,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1191,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1192,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1193,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1194,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1195,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1196,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1197,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1198,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1199,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1200,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1201,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1202,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1203,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,NULL
1204,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1205,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1206,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1207,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1208,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1209,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1210,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1211,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1212,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1213,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1214,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1215,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1216,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1217,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1218,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1219,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1220,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1221,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1222,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1223,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1224,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1225,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1226,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1227,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1228,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1229,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1230,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1231,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1232,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1233,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1234,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1235,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1236,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1237,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1238,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1239,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1240,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1241,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1242,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1243,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1244,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1245,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1246,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1247,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1248,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1249,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
1250,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1251,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1252,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1253,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1254,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1255,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1256,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1257,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1258,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1259,Bareland,Bareland,Water,Water,Water,NULL,NULL,NULL
1260,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1261,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1262,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1263,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1264,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1265,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1267,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1268,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1269,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1270,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1271,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1272,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1273,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1274,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1275,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1276,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1277,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1278,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1279,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1280,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1281,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1284,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1285,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1286,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1287,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1288,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1290,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1291,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1292,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1293,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1294,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1295,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1296,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1297,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1298,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1299,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1300,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1301,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1302,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1303,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1304,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1305,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1306,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1307,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1308,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1309,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1310,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1311,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1312,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1313,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1314,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1315,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1316,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1317,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1318,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1319,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1320,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1321,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1323,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1324,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1325,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1326,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1328,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1329,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1330,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1331,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1332,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1333,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1334,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1335,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1336,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1337,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1338,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1339,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1340,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1341,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1342,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1343,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1344,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1345,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1346,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1347,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1348,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1349,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
